task,regime,split,method,seed,episodes,stress,mismatch,action_criticality,clean_retention,success,utility,deploy_utility,harmful_transfer_rate,tactile_event_f1,damage_rate,query_cost,regret,calibration_ece,risk_score,risk_budget,accepted,risk_breach,fixed_risk_utility
slip_limited_grasp,low_friction,combined_stress,no_tactile_policy,0,96,0.88,0.301691,0.8306,0.14078,0.427971,0.25607,0.25607,0.098969,0.264368,0.105163,0.041035,0.06688,0.159295,0.108973,0.06,0.0,0.0,-0.035492
slip_limited_grasp,low_friction,combined_stress,no_tactile_policy,1,96,0.88,0.301691,0.8306,0.14078,0.439534,0.262346,0.262346,0.097107,0.261046,0.112353,0.039271,0.068553,0.164765,0.112224,0.06,0.0,0.0,-0.035471
slip_limited_grasp,low_friction,combined_stress,no_tactile_policy,2,96,0.88,0.301691,0.8306,0.14078,0.422263,0.239007,0.239007,0.103493,0.26761,0.114716,0.040302,0.071281,0.167652,0.116085,0.06,0.0,0.0,-0.035484
slip_limited_grasp,low_friction,combined_stress,no_tactile_policy,3,96,0.88,0.301691,0.8306,0.14078,0.427919,0.251073,0.251073,0.095697,0.26948,0.112744,0.037594,0.068792,0.167228,0.11236,0.06,0.0,0.0,-0.035451
slip_limited_grasp,low_friction,combined_stress,no_tactile_policy,4,96,0.88,0.301691,0.8306,0.14078,0.440126,0.262255,0.262255,0.100308,0.26659,0.11037,0.039773,0.070434,0.164741,0.112742,0.06,0.0,0.0,-0.035477
slip_limited_grasp,low_friction,combined_stress,no_tactile_policy,5,96,0.88,0.301691,0.8306,0.14078,0.435034,0.263176,0.263176,0.099626,0.268539,0.105132,0.036266,0.065779,0.168339,0.110702,0.06,0.0,0.0,-0.035435
slip_limited_grasp,low_friction,combined_stress,no_tactile_policy,6,96,0.88,0.301691,0.8306,0.14078,0.427694,0.256086,0.256086,0.100358,0.260905,0.105128,0.038732,0.064949,0.161235,0.109587,0.06,0.0,0.0,-0.035465
slip_limited_grasp,low_friction,combined_stress,no_tactile_policy,7,96,0.88,0.301691,0.8306,0.14078,0.427239,0.250631,0.250631,0.096575,0.264488,0.112256,0.037662,0.06884,0.164707,0.112024,0.06,0.0,0.0,-0.035452
slip_limited_grasp,low_friction,combined_stress,no_tactile_policy,8,96,0.88,0.301691,0.8306,0.14078,0.433515,0.263292,0.263292,0.097948,0.257605,0.105452,0.037021,0.064541,0.160948,0.108799,0.06,0.0,0.0,-0.035444
slip_limited_grasp,low_friction,combined_stress,no_tactile_policy,9,96,0.88,0.301691,0.8306,0.14078,0.432222,0.261212,0.261212,0.09449,0.269283,0.10854,0.036812,0.063364,0.164954,0.1094,0.06,0.0,0.0,-0.035442
slip_limited_grasp,soft_compliance,combined_stress,no_tactile_policy,0,96,0.88,0.262757,0.8306,0.145842,0.446629,0.293038,0.293038,0.093715,0.277832,0.087319,0.03557,0.061704,0.16027,0.100064,0.06,0.0,0.0,-0.035427
slip_limited_grasp,soft_compliance,combined_stress,no_tactile_policy,1,96,0.88,0.262757,0.8306,0.145842,0.442438,0.290336,0.290336,0.097109,0.27312,0.082023,0.034614,0.062877,0.166409,0.100427,0.06,0.0,0.0,-0.035415
slip_limited_grasp,soft_compliance,combined_stress,no_tactile_policy,2,96,0.88,0.262757,0.8306,0.145842,0.448882,0.298916,0.298916,0.092672,0.276888,0.081061,0.038328,0.062835,0.164491,0.098204,0.06,0.0,0.0,-0.03546
slip_limited_grasp,soft_compliance,combined_stress,no_tactile_policy,3,96,0.88,0.262757,0.8306,0.145842,0.443251,0.291999,0.291999,0.088873,0.260658,0.08529,0.03784,0.064246,0.16051,0.097943,0.06,0.0,0.0,-0.035454
slip_limited_grasp,soft_compliance,combined_stress,no_tactile_policy,4,96,0.88,0.262757,0.8306,0.145842,0.437352,0.288918,0.288918,0.087517,0.272303,0.082313,0.037416,0.064638,0.160208,0.096336,0.06,0.0,0.0,-0.035449
slip_limited_grasp,soft_compliance,combined_stress,no_tactile_policy,5,96,0.88,0.262757,0.8306,0.145842,0.434916,0.287551,0.287551,0.08431,0.264919,0.084831,0.035632,0.059576,0.164555,0.096479,0.06,0.0,0.0,-0.035428
slip_limited_grasp,soft_compliance,combined_stress,no_tactile_policy,6,96,0.88,0.262757,0.8306,0.145842,0.441182,0.28831,0.28831,0.093754,0.268541,0.085719,0.038826,0.060281,0.161827,0.099607,0.06,0.0,0.0,-0.035466
slip_limited_grasp,soft_compliance,combined_stress,no_tactile_policy,7,96,0.88,0.262757,0.8306,0.145842,0.437311,0.289687,0.289687,0.092838,0.26961,0.078486,0.035783,0.063759,0.162434,0.097004,0.06,0.0,0.0,-0.035429
slip_limited_grasp,soft_compliance,combined_stress,no_tactile_policy,8,96,0.88,0.262757,0.8306,0.145842,0.440918,0.288063,0.288063,0.090078,0.275327,0.086998,0.035589,0.063686,0.16443,0.099652,0.06,0.0,0.0,-0.035427
slip_limited_grasp,soft_compliance,combined_stress,no_tactile_policy,9,96,0.88,0.262757,0.8306,0.145842,0.443932,0.288543,0.288543,0.092949,0.265319,0.088949,0.034288,0.064342,0.163381,0.101246,0.06,0.0,0.0,-0.035411
slip_limited_grasp,texture_aliasing,combined_stress,no_tactile_policy,0,96,0.88,0.348225,0.8306,0.134731,0.425639,0.260152,0.260152,0.110043,0.26257,0.087779,0.040123,0.069541,0.16609,0.107621,0.06,0.0,0.0,-0.035481
slip_limited_grasp,texture_aliasing,combined_stress,no_tactile_policy,1,96,0.88,0.348225,0.8306,0.134731,0.432686,0.266163,0.266163,0.111599,0.27707,0.086975,0.040248,0.072883,0.164708,0.10793,0.06,0.0,0.0,-0.035483
slip_limited_grasp,texture_aliasing,combined_stress,no_tactile_policy,2,96,0.88,0.348225,0.8306,0.134731,0.43744,0.264148,0.264148,0.117035,0.264836,0.093319,0.037729,0.071438,0.170079,0.113011,0.06,0.0,0.0,-0.035453
slip_limited_grasp,texture_aliasing,combined_stress,no_tactile_policy,3,96,0.88,0.348225,0.8306,0.134731,0.427712,0.262107,0.262107,0.111864,0.257863,0.085375,0.0394,0.074458,0.163283,0.107313,0.06,0.0,0.0,-0.035473
slip_limited_grasp,texture_aliasing,combined_stress,no_tactile_policy,4,96,0.88,0.348225,0.8306,0.134731,0.440383,0.27344,0.27344,0.10907,0.271159,0.088739,0.038611,0.072912,0.169732,0.108648,0.06,0.0,0.0,-0.035463
slip_limited_grasp,texture_aliasing,combined_stress,no_tactile_policy,5,96,0.88,0.348225,0.8306,0.134731,0.433203,0.266284,0.266284,0.110791,0.26748,0.088849,0.038839,0.07175,0.165079,0.108321,0.06,0.0,0.0,-0.035466
slip_limited_grasp,texture_aliasing,combined_stress,no_tactile_policy,6,96,0.88,0.348225,0.8306,0.134731,0.430338,0.262249,0.262249,0.116302,0.264452,0.088869,0.033961,0.069374,0.169326,0.110729,0.06,0.0,0.0,-0.035408
slip_limited_grasp,texture_aliasing,combined_stress,no_tactile_policy,7,96,0.88,0.348225,0.8306,0.134731,0.435669,0.268219,0.268219,0.112884,0.257387,0.089327,0.035067,0.07034,0.16938,0.109847,0.06,0.0,0.0,-0.035421
slip_limited_grasp,texture_aliasing,combined_stress,no_tactile_policy,8,96,0.88,0.348225,0.8306,0.134731,0.429185,0.255539,0.255539,0.113908,0.261984,0.092402,0.041161,0.077027,0.169215,0.112003,0.06,0.0,0.0,-0.035494
slip_limited_grasp,texture_aliasing,combined_stress,no_tactile_policy,9,96,0.88,0.348225,0.8306,0.134731,0.435551,0.269317,0.269317,0.109391,0.256277,0.086384,0.040082,0.074974,0.168949,0.107927,0.06,0.0,0.0,-0.035481
slip_limited_grasp,taxel_bias,combined_stress,no_tactile_policy,0,96,0.88,0.373348,0.8306,0.131465,0.420278,0.233273,0.233273,0.141777,0.256308,0.092548,0.040625,0.080812,0.166027,0.121338,0.06,0.0,0.0,-0.035488
slip_limited_grasp,taxel_bias,combined_stress,no_tactile_policy,1,96,0.88,0.373348,0.8306,0.131465,0.419188,0.229566,0.229566,0.143925,0.252881,0.093743,0.038892,0.082501,0.171074,0.1236,0.06,0.0,0.0,-0.035467
slip_limited_grasp,taxel_bias,combined_stress,no_tactile_policy,2,96,0.88,0.373348,0.8306,0.131465,0.421734,0.230385,0.230385,0.145295,0.25885,0.097787,0.035922,0.080052,0.167373,0.124692,0.06,0.0,0.0,-0.035431
slip_limited_grasp,taxel_bias,combined_stress,no_tactile_policy,3,96,0.88,0.373348,0.8306,0.131465,0.42092,0.237206,0.237206,0.143624,0.255546,0.088331,0.038381,0.077581,0.170411,0.12083,0.06,0.0,0.0,-0.035461
slip_limited_grasp,taxel_bias,combined_stress,no_tactile_policy,4,96,0.88,0.373348,0.8306,0.131465,0.423472,0.243431,0.243431,0.138398,0.263109,0.084265,0.044273,0.079731,0.167931,0.117277,0.06,0.0,0.0,-0.035531
slip_limited_grasp,taxel_bias,combined_stress,no_tactile_policy,5,96,0.88,0.373348,0.8306,0.131465,0.432474,0.248654,0.248654,0.141081,0.251655,0.090153,0.041969,0.076242,0.166582,0.119835,0.06,0.0,0.0,-0.035504
slip_limited_grasp,taxel_bias,combined_stress,no_tactile_policy,6,96,0.88,0.373348,0.8306,0.131465,0.422015,0.24107,0.24107,0.139015,0.258446,0.089248,0.035647,0.074471,0.172269,0.119635,0.06,0.0,0.0,-0.035428
slip_limited_grasp,taxel_bias,combined_stress,no_tactile_policy,7,96,0.88,0.373348,0.8306,0.131465,0.436849,0.253206,0.253206,0.138714,0.264233,0.087852,0.042219,0.081645,0.1733,0.119905,0.06,0.0,0.0,-0.035507
slip_limited_grasp,taxel_bias,combined_stress,no_tactile_policy,8,96,0.88,0.373348,0.8306,0.131465,0.425908,0.234059,0.234059,0.144985,0.259514,0.097616,0.036318,0.081919,0.168049,0.12483,0.06,0.0,0.0,-0.035436
slip_limited_grasp,taxel_bias,combined_stress,no_tactile_policy,9,96,0.88,0.373348,0.8306,0.131465,0.433121,0.250532,0.250532,0.141501,0.246877,0.08847,0.039963,0.078159,0.1637,0.119011,0.06,0.0,0.0,-0.03548
slip_limited_grasp,transient_shear_spike,combined_stress,no_tactile_policy,0,96,0.88,0.37888,0.8306,0.130746,0.430342,0.233472,0.233472,0.127529,0.243234,0.115448,0.037206,0.077114,0.176569,0.126724,0.06,0.0,0.0,-0.035446
slip_limited_grasp,transient_shear_spike,combined_stress,no_tactile_policy,1,96,0.88,0.37888,0.8306,0.130746,0.447807,0.249497,0.249497,0.130454,0.247397,0.114141,0.038002,0.082616,0.169536,0.126506,0.06,0.0,0.0,-0.035456
slip_limited_grasp,transient_shear_spike,combined_stress,no_tactile_policy,2,96,0.88,0.37888,0.8306,0.130746,0.425252,0.237333,0.237333,0.122929,0.250372,0.108334,0.035156,0.076923,0.167369,0.120782,0.06,0.0,0.0,-0.035422
slip_limited_grasp,transient_shear_spike,combined_stress,no_tactile_policy,3,96,0.88,0.37888,0.8306,0.130746,0.412263,0.21332,0.21332,0.133268,0.252571,0.114586,0.039966,0.078727,0.16828,0.127017,0.06,0.0,0.0,-0.03548
slip_limited_grasp,transient_shear_spike,combined_stress,no_tactile_policy,4,96,0.88,0.37888,0.8306,0.130746,0.425249,0.232788,0.232788,0.128462,0.242719,0.108357,0.039001,0.079328,0.170869,0.123542,0.06,0.0,0.0,-0.035468
slip_limited_grasp,transient_shear_spike,combined_stress,no_tactile_policy,5,96,0.88,0.37888,0.8306,0.130746,0.433398,0.238409,0.238409,0.122137,0.239409,0.117417,0.033606,0.079541,0.169112,0.124539,0.06,0.0,0.0,-0.035403
slip_limited_grasp,transient_shear_spike,combined_stress,no_tactile_policy,6,96,0.88,0.37888,0.8306,0.130746,0.421236,0.227993,0.227993,0.127492,0.252837,0.112403,0.036063,0.077961,0.165106,0.123575,0.06,0.0,0.0,-0.035433
slip_limited_grasp,transient_shear_spike,combined_stress,no_tactile_policy,7,96,0.88,0.37888,0.8306,0.130746,0.422926,0.225212,0.225212,0.136284,0.24311,0.112426,0.037511,0.078455,0.165266,0.126652,0.06,0.0,0.0,-0.03545
slip_limited_grasp,transient_shear_spike,combined_stress,no_tactile_policy,8,96,0.88,0.37888,0.8306,0.130746,0.423683,0.227083,0.227083,0.126391,0.244374,0.116009,0.037196,0.079107,0.169838,0.125538,0.06,0.0,0.0,-0.035446
slip_limited_grasp,transient_shear_spike,combined_stress,no_tactile_policy,9,96,0.88,0.37888,0.8306,0.130746,0.425152,0.229877,0.229877,0.132632,0.258618,0.112461,0.036689,0.076315,0.165641,0.125277,0.06,0.0,0.0,-0.03544
slip_limited_grasp,latency_and_drift,combined_stress,no_tactile_policy,0,96,0.88,0.40095,0.8306,0.127876,0.421134,0.221602,0.221602,0.147608,0.235041,0.105875,0.035798,0.082288,0.171283,0.129479,0.06,0.0,0.0,-0.03543
slip_limited_grasp,latency_and_drift,combined_stress,no_tactile_policy,1,96,0.88,0.40095,0.8306,0.127876,0.427429,0.230219,0.230219,0.145671,0.242383,0.105122,0.035595,0.081812,0.165469,0.12744,0.06,0.0,0.0,-0.035427
slip_limited_grasp,latency_and_drift,combined_stress,no_tactile_policy,2,96,0.88,0.40095,0.8306,0.127876,0.423939,0.224796,0.224796,0.14504,0.257887,0.106676,0.03755,0.082103,0.170005,0.128662,0.06,0.0,0.0,-0.035451
slip_limited_grasp,latency_and_drift,combined_stress,no_tactile_policy,3,96,0.88,0.40095,0.8306,0.127876,0.418975,0.214685,0.214685,0.158738,0.252091,0.104284,0.03477,0.085844,0.171394,0.133034,0.06,0.0,0.0,-0.035417
slip_limited_grasp,latency_and_drift,combined_stress,no_tactile_policy,4,96,0.88,0.40095,0.8306,0.127876,0.42247,0.22276,0.22276,0.150846,0.244236,0.103959,0.037607,0.081217,0.17197,0.129869,0.06,0.0,0.0,-0.035451
slip_limited_grasp,latency_and_drift,combined_stress,no_tactile_policy,5,96,0.88,0.40095,0.8306,0.127876,0.420938,0.217729,0.217729,0.150167,0.246075,0.109994,0.036258,0.081301,0.168712,0.131353,0.06,0.0,0.0,-0.035435
slip_limited_grasp,latency_and_drift,combined_stress,no_tactile_policy,6,96,0.88,0.40095,0.8306,0.127876,0.422327,0.218107,0.218107,0.150148,0.246851,0.109936,0.039503,0.081868,0.170109,0.131632,0.06,0.0,0.0,-0.035474
slip_limited_grasp,latency_and_drift,combined_stress,no_tactile_policy,7,96,0.88,0.40095,0.8306,0.127876,0.419199,0.220191,0.220191,0.14408,0.246269,0.108086,0.03683,0.080011,0.170687,0.128785,0.06,0.0,0.0,-0.035442
slip_limited_grasp,latency_and_drift,combined_stress,no_tactile_policy,8,96,0.88,0.40095,0.8306,0.127876,0.417311,0.215161,0.215161,0.151048,0.237735,0.108012,0.038387,0.078252,0.173028,0.131371,0.06,0.0,0.0,-0.035461
slip_limited_grasp,latency_and_drift,combined_stress,no_tactile_policy,9,96,0.88,0.40095,0.8306,0.127876,0.409624,0.204096,0.204096,0.154772,0.244444,0.108903,0.036612,0.083532,0.170896,0.13312,0.06,0.0,0.0,-0.035439
slip_limited_grasp,compound_contact_shift,combined_stress,no_tactile_policy,0,96,0.88,0.551907,0.8306,0.108252,0.415161,0.172511,0.172511,0.177802,0.229217,0.137474,0.036023,0.098303,0.179382,0.154812,0.06,0.0,0.0,-0.035432
slip_limited_grasp,compound_contact_shift,combined_stress,no_tactile_policy,1,96,0.88,0.551907,0.8306,0.108252,0.4148,0.167963,0.167963,0.188336,0.234817,0.134983,0.038067,0.100825,0.179667,0.15775,0.06,0.0,0.0,-0.035457
slip_limited_grasp,compound_contact_shift,combined_stress,no_tactile_policy,2,96,0.88,0.551907,0.8306,0.108252,0.40907,0.16748,0.16748,0.181537,0.238881,0.1358,0.037489,0.09556,0.171499,0.153752,0.06,0.0,0.0,-0.03545
slip_limited_grasp,compound_contact_shift,combined_stress,no_tactile_policy,3,96,0.88,0.551907,0.8306,0.108252,0.40954,0.168423,0.168423,0.179609,0.228758,0.13507,0.036178,0.097096,0.177597,0.154071,0.06,0.0,0.0,-0.035434
slip_limited_grasp,compound_contact_shift,combined_stress,no_tactile_policy,4,96,0.88,0.551907,0.8306,0.108252,0.419848,0.172838,0.172838,0.180237,0.235768,0.141051,0.038499,0.099099,0.177865,0.156806,0.06,0.0,0.0,-0.035462
slip_limited_grasp,compound_contact_shift,combined_stress,no_tactile_policy,5,96,0.88,0.551907,0.8306,0.108252,0.416246,0.172483,0.172483,0.17929,0.235283,0.138049,0.037898,0.098719,0.174988,0.154787,0.06,0.0,0.0,-0.035455
slip_limited_grasp,compound_contact_shift,combined_stress,no_tactile_policy,6,96,0.88,0.551907,0.8306,0.108252,0.413183,0.176015,0.176015,0.175384,0.231698,0.131381,0.039992,0.096124,0.17888,0.151366,0.06,0.0,0.0,-0.03548
slip_limited_grasp,compound_contact_shift,combined_stress,no_tactile_policy,7,96,0.88,0.551907,0.8306,0.108252,0.413255,0.166683,0.166683,0.180111,0.23849,0.139258,0.038218,0.102254,0.17784,0.156393,0.06,0.0,0.0,-0.035459
slip_limited_grasp,compound_contact_shift,combined_stress,no_tactile_policy,8,96,0.88,0.551907,0.8306,0.108252,0.413738,0.174983,0.174983,0.171334,0.219989,0.137052,0.036519,0.097857,0.174058,0.15145,0.06,0.0,0.0,-0.035438
slip_limited_grasp,compound_contact_shift,combined_stress,no_tactile_policy,9,96,0.88,0.551907,0.8306,0.108252,0.420345,0.179462,0.179462,0.177125,0.239198,0.13413,0.039639,0.099246,0.17868,0.153279,0.06,0.0,0.0,-0.035476
peg_in_hole_contact_search,source_matched,combined_stress,no_tactile_policy,0,96,0.88,0.148252,0.63,0.160727,0.449477,0.338736,0.338736,0.063452,0.292005,0.051475,0.03802,0.054435,0.152608,0.074047,0.06,0.0,0.0,-0.035456
peg_in_hole_contact_search,source_matched,combined_stress,no_tactile_policy,1,96,0.88,0.148252,0.63,0.160727,0.437896,0.333215,0.333215,0.059323,0.275982,0.047636,0.03845,0.04779,0.1582,0.071526,0.06,0.0,0.0,-0.035461
peg_in_hole_contact_search,source_matched,combined_stress,no_tactile_policy,2,96,0.88,0.148252,0.63,0.160727,0.44388,0.337974,0.337974,0.057165,0.279589,0.051537,0.032242,0.051445,0.154079,0.071899,0.06,0.0,0.0,-0.035387
peg_in_hole_contact_search,source_matched,combined_stress,no_tactile_policy,3,96,0.88,0.148252,0.63,0.160727,0.447534,0.34537,0.34537,0.051945,0.281418,0.048053,0.03794,0.049682,0.158204,0.069367,0.06,0.0,0.0,-0.035455
peg_in_hole_contact_search,source_matched,combined_stress,no_tactile_policy,4,96,0.88,0.148252,0.63,0.160727,0.450933,0.347878,0.347878,0.054526,0.275176,0.047517,0.035934,0.051432,0.158259,0.070225,0.06,0.0,0.0,-0.035431
peg_in_hole_contact_search,source_matched,combined_stress,no_tactile_policy,5,96,0.88,0.148252,0.63,0.160727,0.446157,0.34513,0.34513,0.049473,0.277363,0.048995,0.033709,0.049094,0.161514,0.069421,0.06,0.0,0.0,-0.035405
peg_in_hole_contact_search,source_matched,combined_stress,no_tactile_policy,6,96,0.88,0.148252,0.63,0.160727,0.453527,0.345059,0.345059,0.060358,0.277755,0.052482,0.035395,0.049112,0.158061,0.073827,0.06,0.0,0.0,-0.035425
peg_in_hole_contact_search,source_matched,combined_stress,no_tactile_policy,7,96,0.88,0.148252,0.63,0.160727,0.449563,0.347068,0.347068,0.052915,0.269943,0.048655,0.038768,0.047384,0.158219,0.069698,0.06,0.0,0.0,-0.035465
peg_in_hole_contact_search,source_matched,combined_stress,no_tactile_policy,8,96,0.88,0.148252,0.63,0.160727,0.451031,0.345798,0.345798,0.057445,0.272663,0.049854,0.036191,0.048336,0.158848,0.071902,0.06,0.0,0.0,-0.035434
peg_in_hole_contact_search,source_matched,combined_stress,no_tactile_policy,9,96,0.88,0.148252,0.63,0.160727,0.449865,0.342063,0.342063,0.05539,0.288992,0.055085,0.035922,0.047725,0.157824,0.072946,0.06,0.0,0.0,-0.035431
peg_in_hole_contact_search,low_friction,combined_stress,no_tactile_policy,0,96,0.88,0.24945,0.63,0.147571,0.434788,0.298655,0.298655,0.081462,0.266721,0.071731,0.03366,0.060232,0.164287,0.09055,0.06,0.0,0.0,-0.035404
peg_in_hole_contact_search,low_friction,combined_stress,no_tactile_policy,1,96,0.88,0.24945,0.63,0.147571,0.442889,0.31336,0.31336,0.077204,0.273929,0.064638,0.038602,0.058986,0.163227,0.086091,0.06,0.0,0.0,-0.035463
peg_in_hole_contact_search,low_friction,combined_stress,no_tactile_policy,2,96,0.88,0.24945,0.63,0.147571,0.442978,0.305895,0.305895,0.082294,0.269365,0.068622,0.040011,0.063607,0.167619,0.090588,0.06,0.0,0.0,-0.03548
peg_in_hole_contact_search,low_friction,combined_stress,no_tactile_policy,3,96,0.88,0.24945,0.63,0.147571,0.448578,0.314143,0.314143,0.085409,0.267226,0.065131,0.039894,0.060879,0.162893,0.089197,0.06,0.0,0.0,-0.035479
peg_in_hole_contact_search,low_friction,combined_stress,no_tactile_policy,4,96,0.88,0.24945,0.63,0.147571,0.435767,0.299869,0.299869,0.080676,0.268505,0.071538,0.037316,0.05963,0.161364,0.089623,0.06,0.0,0.0,-0.035448
peg_in_hole_contact_search,low_friction,combined_stress,no_tactile_policy,5,96,0.88,0.24945,0.63,0.147571,0.443723,0.311518,0.311518,0.07801,0.257757,0.067871,0.037274,0.059457,0.163749,0.087735,0.06,0.0,0.0,-0.035447
peg_in_hole_contact_search,low_friction,combined_stress,no_tactile_policy,6,96,0.88,0.24945,0.63,0.147571,0.459624,0.320252,0.320252,0.081812,0.270209,0.072118,0.040023,0.063856,0.166251,0.091532,0.06,0.0,0.0,-0.03548
peg_in_hole_contact_search,low_friction,combined_stress,no_tactile_policy,7,96,0.88,0.24945,0.63,0.147571,0.441734,0.307568,0.307568,0.078347,0.266618,0.071627,0.034066,0.058634,0.16373,0.089191,0.06,0.0,0.0,-0.035409
peg_in_hole_contact_search,low_friction,combined_stress,no_tactile_policy,8,96,0.88,0.24945,0.63,0.147571,0.451989,0.319165,0.319165,0.075015,0.26728,0.071205,0.03738,0.058672,0.161477,0.087496,0.06,0.0,0.0,-0.035449
peg_in_hole_contact_search,low_friction,combined_stress,no_tactile_policy,9,96,0.88,0.24945,0.63,0.147571,0.441912,0.305759,0.305759,0.084467,0.26835,0.068072,0.040194,0.061148,0.161333,0.089741,0.06,0.0,0.0,-0.035482
peg_in_hole_contact_search,soft_compliance,combined_stress,no_tactile_policy,0,96,0.88,0.285077,0.63,0.14294,0.447803,0.310312,0.310312,0.091775,0.259238,0.064777,0.037362,0.063912,0.163207,0.091587,0.06,0.0,0.0,-0.035448
peg_in_hole_contact_search,soft_compliance,combined_stress,no_tactile_policy,1,96,0.88,0.285077,0.63,0.14294,0.439406,0.301016,0.301016,0.091611,0.257144,0.066318,0.037669,0.063296,0.162902,0.092,0.06,0.0,0.0,-0.035452
peg_in_hole_contact_search,soft_compliance,combined_stress,no_tactile_policy,2,96,0.88,0.285077,0.63,0.14294,0.441854,0.303037,0.303037,0.091503,0.270829,0.066916,0.03546,0.064343,0.164432,0.092571,0.06,0.0,0.0,-0.035426
peg_in_hole_contact_search,soft_compliance,combined_stress,no_tactile_policy,3,96,0.88,0.285077,0.63,0.14294,0.442545,0.304359,0.304359,0.094658,0.274285,0.064855,0.035385,0.063547,0.162309,0.092399,0.06,0.0,0.0,-0.035425
peg_in_hole_contact_search,soft_compliance,combined_stress,no_tactile_policy,4,96,0.88,0.285077,0.63,0.14294,0.443985,0.306883,0.306883,0.088831,0.263657,0.064702,0.039884,0.065785,0.161854,0.090501,0.06,0.0,0.0,-0.035479
peg_in_hole_contact_search,soft_compliance,combined_stress,no_tactile_policy,5,96,0.88,0.285077,0.63,0.14294,0.437251,0.306001,0.306001,0.083367,0.268976,0.06217,0.03909,0.06016,0.165653,0.087803,0.06,0.0,0.0,-0.035469
peg_in_hole_contact_search,soft_compliance,combined_stress,no_tactile_policy,6,96,0.88,0.285077,0.63,0.14294,0.438848,0.30548,0.30548,0.084855,0.254508,0.063997,0.036443,0.06323,0.163117,0.088854,0.06,0.0,0.0,-0.035437
peg_in_hole_contact_search,soft_compliance,combined_stress,no_tactile_policy,7,96,0.88,0.285077,0.63,0.14294,0.430047,0.292195,0.292195,0.092006,0.263885,0.064426,0.038563,0.065222,0.161821,0.091414,0.06,0.0,0.0,-0.035463
peg_in_hole_contact_search,soft_compliance,combined_stress,no_tactile_policy,8,96,0.88,0.285077,0.63,0.14294,0.434326,0.29502,0.29502,0.089081,0.25916,0.06937,0.032777,0.064623,0.166629,0.093104,0.06,0.0,0.0,-0.035393
peg_in_hole_contact_search,soft_compliance,combined_stress,no_tactile_policy,9,96,0.88,0.285077,0.63,0.14294,0.434184,0.299841,0.299841,0.085835,0.26752,0.066552,0.03785,0.057188,0.165347,0.089955,0.06,0.0,0.0,-0.035454
peg_in_hole_contact_search,texture_aliasing,combined_stress,no_tactile_policy,0,96,0.88,0.354668,0.63,0.133893,0.440266,0.292441,0.292441,0.1038,0.262098,0.067049,0.041072,0.069615,0.168218,0.098012,0.06,0.0,0.0,-0.035493
