method,split,task,regime,mean_success_rate,ci95_success_rate,mean_harmful_transfer_rate,ci95_harmful_transfer_rate,mean_tactile_event_f1,ci95_tactile_event_f1,mean_damage_rate,ci95_damage_rate,mean_query_cost,ci95_query_cost,mean_calibration_error,ci95_calibration_error,groups,episodes_per_group
proposed_negative_transfer_guard,heldout_material,cable_threading,taxel_bias,0.602041,0.030490,0.077586,0.002922,0.618111,0.004394,0.063420,0.001171,0.227922,0.001082,0.068863,0.002440,7,84
proposed_negative_transfer_guard,heldout_material,cable_threading,texture_aliasing,0.651361,0.026805,0.072891,0.003668,0.625612,0.001325,0.061421,0.000549,0.229487,0.002041,0.070153,0.000594,7,84
proposed_negative_transfer_guard,heldout_material,cable_threading,transient_shear_spike,0.653061,0.030732,0.081702,0.003635,0.621387,0.005473,0.064645,0.002692,0.229946,0.002497,0.069515,0.000627,7,84
proposed_negative_transfer_guard,heldout_material,cloth_edge_pull,compound_contact_shift,0.649660,0.052139,0.087697,0.000960,0.603136,0.001411,0.070800,0.001148,0.232644,0.000844,0.071795,0.000706,7,84
proposed_negative_transfer_guard,heldout_material,cloth_edge_pull,low_friction,0.649660,0.034102,0.062996,0.000864,0.620270,0.001267,0.053498,0.000928,0.225781,0.002486,0.066132,0.000640,7,84
proposed_negative_transfer_guard,heldout_material,cloth_edge_pull,soft_compliance,0.687075,0.027756,0.070550,0.000893,0.620100,0.001311,0.053358,0.001976,0.224850,0.000763,0.069591,0.001910,7,84
proposed_negative_transfer_guard,heldout_material,cloth_edge_pull,source_matched,0.671769,0.045216,0.056905,0.000883,0.632546,0.001296,0.047570,0.002913,0.219878,0.001058,0.062958,0.000653,7,84
proposed_negative_transfer_guard,heldout_material,cloth_edge_pull,taxel_bias,0.644558,0.034694,0.074132,0.004044,0.612760,0.001239,0.061148,0.002870,0.228404,0.000837,0.068473,0.000539,7,84
proposed_negative_transfer_guard,heldout_material,cloth_edge_pull,texture_aliasing,0.673469,0.025892,0.072231,0.000903,0.624454,0.001325,0.061803,0.002240,0.224195,0.000538,0.070544,0.002401,7,84
proposed_negative_transfer_guard,heldout_material,cloth_edge_pull,transient_shear_spike,0.625850,0.030490,0.076797,0.000951,0.608715,0.001397,0.063005,0.001098,0.228428,0.000871,0.072699,0.000699,7,84
proposed_negative_transfer_guard,heldout_material,lid_twist_force_control,compound_contact_shift,0.680272,0.048419,0.090361,0.003577,0.574656,0.005385,0.069004,0.003332,0.231698,0.000836,0.075608,0.001920,7,84
proposed_negative_transfer_guard,heldout_material,lid_twist_force_control,low_friction,0.690476,0.026458,0.063894,0.000941,0.589141,0.001383,0.052380,0.001194,0.223475,0.000953,0.067585,0.000693,7,84
proposed_negative_transfer_guard,heldout_material,lid_twist_force_control,soft_compliance,0.693878,0.023174,0.065118,0.002872,0.592338,0.004319,0.053953,0.000782,0.223509,0.000754,0.066684,0.000670,7,84
proposed_negative_transfer_guard,heldout_material,lid_twist_force_control,source_matched,0.724490,0.020638,0.056441,0.000960,0.599374,0.001411,0.047396,0.002103,0.222166,0.000605,0.063473,0.000706,7,84
proposed_negative_transfer_guard,heldout_material,lid_twist_force_control,taxel_bias,0.659864,0.063770,0.071247,0.000922,0.583674,0.001354,0.058910,0.003210,0.225178,0.001438,0.070751,0.000680,7,84
proposed_negative_transfer_guard,heldout_material,lid_twist_force_control,texture_aliasing,0.722789,0.035172,0.070406,0.000979,0.589239,0.001440,0.059527,0.001153,0.225637,0.000905,0.070122,0.002366,7,84
proposed_negative_transfer_guard,heldout_material,lid_twist_force_control,transient_shear_spike,0.700680,0.034319,0.077570,0.001027,0.577397,0.001512,0.060940,0.001114,0.230000,0.001906,0.072923,0.001877,7,84
proposed_negative_transfer_guard,heldout_material,peg_in_hole_contact_search,compound_contact_shift,0.671769,0.054569,0.092470,0.001066,0.578581,0.001570,0.068300,0.002371,0.231962,0.001252,0.074862,0.000779,7,84
proposed_negative_transfer_guard,heldout_material,peg_in_hole_contact_search,low_friction,0.714286,0.035642,0.064844,0.003944,0.599046,0.004319,0.051123,0.000763,0.221240,0.000388,0.064898,0.001918,7,84
proposed_negative_transfer_guard,heldout_material,peg_in_hole_contact_search,soft_compliance,0.680272,0.038249,0.065386,0.002861,0.596076,0.001469,0.056540,0.001038,0.224925,0.001028,0.065814,0.000690,7,84
proposed_negative_transfer_guard,heldout_material,peg_in_hole_contact_search,source_matched,0.676871,0.019341,0.055222,0.000989,0.598307,0.001455,0.046263,0.002817,0.223202,0.000634,0.061579,0.000726,7,84
proposed_negative_transfer_guard,heldout_material,peg_in_hole_contact_search,taxel_bias,0.681973,0.029565,0.076081,0.000951,0.591688,0.001397,0.060675,0.001389,0.228994,0.001100,0.070739,0.002379,7,84
proposed_negative_transfer_guard,heldout_material,peg_in_hole_contact_search,texture_aliasing,0.698980,0.037663,0.072162,0.001008,0.592636,0.001484,0.058936,0.002523,0.228228,0.001074,0.070277,0.002353,7,84
proposed_negative_transfer_guard,heldout_material,peg_in_hole_contact_search,transient_shear_spike,0.697279,0.040369,0.078191,0.003564,0.584236,0.005836,0.061255,0.000893,0.230323,0.000677,0.071152,0.000699,7,84
proposed_negative_transfer_guard,heldout_material,slip_limited_grasp,compound_contact_shift,0.666667,0.035277,0.085059,0.000989,0.606434,0.001455,0.071127,0.001171,0.231926,0.000920,0.071418,0.000726,7,84
proposed_negative_transfer_guard,heldout_material,slip_limited_grasp,low_friction,0.705782,0.030852,0.064150,0.000893,0.618965,0.006032,0.054611,0.001526,0.221170,0.001103,0.068366,0.000660,7,84
proposed_negative_transfer_guard,heldout_material,slip_limited_grasp,soft_compliance,0.697279,0.035953,0.065764,0.000922,0.620176,0.001354,0.053351,0.002647,0.222823,0.001067,0.068877,0.000680,7,84
proposed_negative_transfer_guard,heldout_material,slip_limited_grasp,source_matched,0.727891,0.025676,0.051812,0.002894,0.629589,0.001339,0.047324,0.000952,0.220250,0.002547,0.062033,0.002443,7,84
proposed_negative_transfer_guard,heldout_material,slip_limited_grasp,taxel_bias,0.707483,0.029187,0.078103,0.000874,0.615680,0.001282,0.058533,0.003030,0.226692,0.000603,0.068073,0.000647,7,84
proposed_negative_transfer_guard,heldout_material,slip_limited_grasp,texture_aliasing,0.724490,0.032375,0.071183,0.002887,0.609554,0.001368,0.059068,0.003049,0.223925,0.002315,0.070118,0.002399,7,84
proposed_negative_transfer_guard,heldout_material,slip_limited_grasp,transient_shear_spike,0.680272,0.055877,0.082428,0.002868,0.608980,0.001440,0.061876,0.001516,0.226833,0.002517,0.071156,0.000677,7,84
proposed_negative_transfer_guard,heldout_object,cable_threading,compound_contact_shift,0.595238,0.047219,0.086496,0.000941,0.617458,0.005974,0.070921,0.001088,0.232814,0.000811,0.073369,0.000693,7,84
proposed_negative_transfer_guard,heldout_object,cable_threading,low_friction,0.613946,0.024343,0.063578,0.002922,0.630537,0.004394,0.054957,0.000864,0.221525,0.000801,0.061368,0.000584,7,84
proposed_negative_transfer_guard,heldout_object,cable_threading,soft_compliance,0.658163,0.049028,0.063523,0.004021,0.637110,0.004376,0.050022,0.001348,0.223469,0.001343,0.063083,0.000558,7,84
proposed_negative_transfer_guard,heldout_object,cable_threading,source_matched,0.664966,0.050000,0.048532,0.003695,0.641552,0.005562,0.041133,0.001522,0.219115,0.001401,0.060867,0.002681,7,84
proposed_negative_transfer_guard,heldout_object,cable_threading,taxel_bias,0.639456,0.055943,0.070766,0.003722,0.625368,0.001210,0.057914,0.001572,0.223494,0.001416,0.065806,0.000541,7,84
proposed_negative_transfer_guard,heldout_object,cable_threading,texture_aliasing,0.642857,0.033389,0.068279,0.000883,0.623418,0.001296,0.059945,0.001126,0.221685,0.000880,0.064088,0.000653,7,84
proposed_negative_transfer_guard,heldout_object,cable_threading,transient_shear_spike,0.613946,0.047726,0.077420,0.000931,0.622606,0.005985,0.063197,0.001066,0.228785,0.000790,0.067261,0.000686,7,84
proposed_negative_transfer_guard,heldout_object,cloth_edge_pull,compound_contact_shift,0.624150,0.041944,0.079734,0.002883,0.607046,0.001383,0.066428,0.002730,0.226761,0.001054,0.068411,0.000650,7,84
proposed_negative_transfer_guard,heldout_object,cloth_edge_pull,low_friction,0.695578,0.035224,0.058446,0.003708,0.625143,0.001239,0.050397,0.003181,0.221328,0.000679,0.063251,0.000554,7,84
proposed_negative_transfer_guard,heldout_object,cloth_edge_pull,soft_compliance,0.685374,0.035590,0.058931,0.000874,0.627381,0.006055,0.050667,0.001406,0.224611,0.001097,0.065337,0.000647,7,84
proposed_negative_transfer_guard,heldout_object,cloth_edge_pull,source_matched,0.683673,0.041321,0.047190,0.000864,0.634125,0.001267,0.042195,0.001510,0.220290,0.001168,0.058499,0.000640,7,84
proposed_negative_transfer_guard,heldout_object,cloth_edge_pull,taxel_bias,0.647959,0.046068,0.068704,0.004060,0.622007,0.001210,0.058679,0.001250,0.224373,0.000928,0.067516,0.000526,7,84
proposed_negative_transfer_guard,heldout_object,cloth_edge_pull,texture_aliasing,0.653061,0.027148,0.070728,0.000883,0.621677,0.001296,0.057265,0.002861,0.223253,0.000493,0.066617,0.000653,7,84
proposed_negative_transfer_guard,heldout_object,cloth_edge_pull,transient_shear_spike,0.659864,0.038055,0.073908,0.003975,0.614497,0.001368,0.061915,0.002994,0.225737,0.002428,0.070259,0.000598,7,84
proposed_negative_transfer_guard,heldout_object,lid_twist_force_control,compound_contact_shift,0.719388,0.044638,0.085556,0.001018,0.577943,0.005882,0.066527,0.001501,0.225615,0.001162,0.072107,0.002349,7,84
proposed_negative_transfer_guard,heldout_object,lid_twist_force_control,low_friction,0.724490,0.044804,0.057357,0.000922,0.595964,0.001354,0.047998,0.003005,0.217911,0.001055,0.065617,0.000680,7,84
proposed_negative_transfer_guard,heldout_object,lid_twist_force_control,soft_compliance,0.732993,0.034854,0.065232,0.000951,0.596424,0.001397,0.053466,0.001076,0.223498,0.000842,0.062503,0.000699,7,84
proposed_negative_transfer_guard,heldout_object,lid_twist_force_control,source_matched,0.707483,0.049852,0.048170,0.000941,0.602903,0.001383,0.041510,0.001464,0.216057,0.001113,0.060003,0.000693,7,84
proposed_negative_transfer_guard,heldout_object,lid_twist_force_control,taxel_bias,0.726190,0.041051,0.067262,0.000903,0.592298,0.004359,0.055921,0.003001,0.220977,0.000431,0.067353,0.002614,7,84
proposed_negative_transfer_guard,heldout_object,lid_twist_force_control,texture_aliasing,0.707483,0.040369,0.070345,0.000960,0.588412,0.001411,0.058200,0.001144,0.225565,0.000973,0.067183,0.000706,7,84
proposed_negative_transfer_guard,heldout_object,lid_twist_force_control,transient_shear_spike,0.698980,0.022608,0.070978,0.001008,0.585129,0.001484,0.060137,0.002628,0.226626,0.000737,0.067927,0.002556,7,84
proposed_negative_transfer_guard,heldout_object,peg_in_hole_contact_search,compound_contact_shift,0.639456,0.020184,0.081296,0.001047,0.579934,0.001541,0.067275,0.001248,0.228636,0.002317,0.070403,0.000766,7,84
proposed_negative_transfer_guard,heldout_object,peg_in_hole_contact_search,low_friction,0.702381,0.036362,0.062229,0.000951,0.603935,0.001397,0.052015,0.001553,0.222549,0.001217,0.063342,0.002587,7,84
proposed_negative_transfer_guard,heldout_object,peg_in_hole_contact_search,soft_compliance,0.693878,0.030852,0.062562,0.000979,0.593082,0.001440,0.054413,0.000671,0.223414,0.000539,0.066468,0.001888,7,84
proposed_negative_transfer_guard,heldout_object,peg_in_hole_contact_search,source_matched,0.732993,0.035224,0.050873,0.003944,0.615338,0.001426,0.040386,0.001233,0.213818,0.001137,0.060808,0.002681,7,84
proposed_negative_transfer_guard,heldout_object,peg_in_hole_contact_search,taxel_bias,0.680272,0.029876,0.069159,0.000931,0.598378,0.001368,0.054821,0.001144,0.224059,0.000906,0.066459,0.002598,7,84
proposed_negative_transfer_guard,heldout_object,peg_in_hole_contact_search,texture_aliasing,0.698980,0.031681,0.069164,0.000989,0.589874,0.004308,0.056092,0.001997,0.225922,0.001129,0.065312,0.000726,7,84
proposed_negative_transfer_guard,heldout_object,peg_in_hole_contact_search,transient_shear_spike,0.692177,0.038586,0.077237,0.001037,0.592606,0.004281,0.062547,0.001498,0.223909,0.001174,0.067750,0.000759,7,84
proposed_negative_transfer_guard,heldout_object,slip_limited_grasp,compound_contact_shift,0.712585,0.041500,0.083395,0.000970,0.604217,0.001426,0.067477,0.002312,0.230101,0.000775,0.073512,0.000713,7,84
proposed_negative_transfer_guard,heldout_object,slip_limited_grasp,low_friction,0.727891,0.051783,0.064184,0.000874,0.628002,0.001282,0.048724,0.002417,0.220202,0.001122,0.062921,0.000647,7,84
proposed_negative_transfer_guard,heldout_object,slip_limited_grasp,soft_compliance,0.736395,0.037218,0.062159,0.000903,0.623903,0.006020,0.051176,0.002312,0.219189,0.001112,0.064423,0.002614,7,84
proposed_negative_transfer_guard,heldout_object,slip_limited_grasp,source_matched,0.732993,0.030490,0.048397,0.000893,0.632760,0.006032,0.044627,0.001289,0.214694,0.001643,0.060766,0.000660,7,84
proposed_negative_transfer_guard,heldout_object,slip_limited_grasp,taxel_bias,0.707483,0.034854,0.068684,0.000855,0.618800,0.001253,0.055341,0.001357,0.223492,0.002615,0.064364,0.000633,7,84
proposed_negative_transfer_guard,heldout_object,slip_limited_grasp,texture_aliasing,0.727891,0.028996,0.065688,0.002894,0.618659,0.001339,0.057700,0.000408,0.223324,0.003051,0.064582,0.001976,7,84
proposed_negative_transfer_guard,heldout_object,slip_limited_grasp,transient_shear_spike,0.668367,0.021257,0.072118,0.000960,0.608635,0.001411,0.060783,0.001130,0.225737,0.000913,0.065888,0.000706,7,84
scratch_tactile_policy,clean_transfer,cable_threading,compound_contact_shift,0.430272,0.040870,0.093170,0.000845,0.463663,0.001239,0.092460,0.001340,0.138106,0.002803,0.102030,0.000627,7,84
scratch_tactile_policy,clean_transfer,cable_threading,low_friction,0.506803,0.051890,0.067193,0.003776,0.471266,0.001095,0.076885,0.001469,0.132490,0.002201,0.092102,0.000489,7,84
scratch_tactile_policy,clean_transfer,cable_threading,soft_compliance,0.506803,0.038394,0.068987,0.000778,0.474444,0.001138,0.077449,0.001032,0.132578,0.000782,0.092349,0.002460,7,84
scratch_tactile_policy,clean_transfer,cable_threading,source_matched,0.472789,0.051099,0.049162,0.000768,0.481247,0.001123,0.065572,0.001368,0.125434,0.001019,0.087646,0.000574,7,84
scratch_tactile_policy,clean_transfer,cable_threading,taxel_bias,0.472789,0.035172,0.072208,0.000730,0.472531,0.001066,0.082829,0.001197,0.133816,0.002814,0.098209,0.000547,7,84
scratch_tactile_policy,clean_transfer,cable_threading,texture_aliasing,0.462585,0.045092,0.073632,0.000787,0.464488,0.001152,0.082883,0.001402,0.134117,0.001066,0.093868,0.000587,7,84
scratch_tactile_policy,clean_transfer,cable_threading,transient_shear_spike,0.459184,0.036311,0.080030,0.003715,0.462735,0.001224,0.088235,0.000939,0.135767,0.001057,0.099993,0.000548,7,84
scratch_tactile_policy,clean_transfer,cloth_edge_pull,compound_contact_shift,0.476190,0.064205,0.094946,0.000845,0.455642,0.005582,0.092914,0.001955,0.136297,0.001471,0.099519,0.002645,7,84
scratch_tactile_policy,clean_transfer,cloth_edge_pull,low_friction,0.515306,0.045175,0.067169,0.003776,0.465690,0.001095,0.076894,0.001113,0.132441,0.001833,0.092926,0.000489,7,84
scratch_tactile_policy,clean_transfer,cloth_edge_pull,soft_compliance,0.479592,0.053333,0.069503,0.000778,0.469678,0.001138,0.078764,0.001575,0.133531,0.001184,0.091257,0.000580,7,84
scratch_tactile_policy,clean_transfer,cloth_edge_pull,source_matched,0.537415,0.036158,0.049498,0.000768,0.476211,0.001123,0.064454,0.000738,0.124615,0.000547,0.088717,0.000574,7,84
scratch_tactile_policy,clean_transfer,cloth_edge_pull,taxel_bias,0.488095,0.046667,0.071824,0.000730,0.466415,0.001066,0.082392,0.001448,0.134548,0.002699,0.097641,0.001954,7,84
scratch_tactile_policy,clean_transfer,cloth_edge_pull,texture_aliasing,0.520408,0.036968,0.074328,0.000787,0.459992,0.001152,0.082211,0.001294,0.133661,0.000999,0.095187,0.000587,7,84
scratch_tactile_policy,clean_transfer,cloth_edge_pull,transient_shear_spike,0.496599,0.059535,0.078196,0.000835,0.459589,0.001224,0.084990,0.003602,0.136277,0.001097,0.094996,0.001925,7,84
scratch_tactile_policy,clean_transfer,lid_twist_force_control,compound_contact_shift,0.488095,0.036362,0.093958,0.003655,0.413484,0.001354,0.093237,0.001310,0.140115,0.002002,0.098519,0.000607,7,84
scratch_tactile_policy,clean_transfer,lid_twist_force_control,low_friction,0.549320,0.031972,0.067845,0.000826,0.433747,0.005603,0.073367,0.000826,0.127824,0.001822,0.091929,0.000613,7,84
scratch_tactile_policy,clean_transfer,lid_twist_force_control,soft_compliance,0.501701,0.034319,0.070709,0.000855,0.438530,0.001253,0.078228,0.000675,0.129481,0.000512,0.092912,0.000633,7,84
scratch_tactile_policy,clean_transfer,lid_twist_force_control,source_matched,0.579932,0.052352,0.055673,0.002922,0.442225,0.005582,0.068361,0.001386,0.124653,0.000867,0.086933,0.000584,7,84
scratch_tactile_policy,clean_transfer,lid_twist_force_control,taxel_bias,0.517007,0.050626,0.075578,0.004076,0.431370,0.001181,0.080209,0.001325,0.132074,0.001293,0.097619,0.001950,7,84
scratch_tactile_policy,clean_transfer,lid_twist_force_control,texture_aliasing,0.506803,0.045216,0.075710,0.004029,0.434254,0.004382,0.079272,0.002633,0.133802,0.000927,0.093533,0.001933,7,84
scratch_tactile_policy,clean_transfer,lid_twist_force_control,transient_shear_spike,0.568027,0.033665,0.083891,0.003662,0.422312,0.001339,0.084376,0.001209,0.136620,0.001030,0.097455,0.002675,7,84
scratch_tactile_policy,clean_transfer,peg_in_hole_contact_search,compound_contact_shift,0.518707,0.019626,0.090302,0.000951,0.421400,0.001397,0.089367,0.000661,0.136975,0.000561,0.100659,0.000699,7,84
scratch_tactile_policy,clean_transfer,peg_in_hole_contact_search,low_friction,0.505102,0.049591,0.068176,0.002918,0.442498,0.006078,0.077854,0.001390,0.129832,0.001257,0.092240,0.000591,7,84
scratch_tactile_policy,clean_transfer,peg_in_hole_contact_search,soft_compliance,0.554422,0.032546,0.065213,0.000883,0.438540,0.006043,0.074681,0.001249,0.132721,0.001707,0.096071,0.000653,7,84
scratch_tactile_policy,clean_transfer,peg_in_hole_contact_search,source_matched,0.586735,0.015031,0.050404,0.000874,0.445149,0.001282,0.064992,0.000378,0.126584,0.002624,0.089105,0.000647,7,84
scratch_tactile_policy,clean_transfer,peg_in_hole_contact_search,taxel_bias,0.517007,0.024343,0.078078,0.003715,0.430511,0.001224,0.081823,0.000887,0.132446,0.000733,0.097138,0.000548,7,84
scratch_tactile_policy,clean_transfer,peg_in_hole_contact_search,texture_aliasing,0.515306,0.049028,0.076848,0.000893,0.431351,0.001311,0.080772,0.002341,0.131968,0.001054,0.096687,0.000660,7,84
scratch_tactile_policy,clean_transfer,peg_in_hole_contact_search,transient_shear_spike,0.484694,0.032088,0.078748,0.000941,0.427996,0.001383,0.083357,0.001686,0.133396,0.000720,0.095140,0.001898,7,84
scratch_tactile_policy,clean_transfer,slip_limited_grasp,compound_contact_shift,0.501701,0.055411,0.092174,0.000874,0.445563,0.001282,0.092847,0.001360,0.135337,0.001005,0.100186,0.002629,7,84
scratch_tactile_policy,clean_transfer,slip_limited_grasp,low_friction,0.562925,0.023727,0.064758,0.004099,0.469018,0.005653,0.070835,0.000662,0.126751,0.000677,0.094985,0.000493,7,84
scratch_tactile_policy,clean_transfer,slip_limited_grasp,soft_compliance,0.535714,0.031798,0.064583,0.000807,0.469241,0.001181,0.076285,0.001154,0.130589,0.000900,0.093875,0.002667,7,84
scratch_tactile_policy,clean_transfer,slip_limited_grasp,source_matched,0.649660,0.041633,0.054562,0.000797,0.472741,0.001167,0.063653,0.002361,0.126175,0.001920,0.087919,0.002451,7,84
scratch_tactile_policy,clean_transfer,slip_limited_grasp,taxel_bias,0.549320,0.025166,0.079091,0.002959,0.455958,0.005674,0.082268,0.000917,0.135065,0.001907,0.098360,0.000525,7,84
scratch_tactile_policy,clean_transfer,slip_limited_grasp,texture_aliasing,0.551020,0.022027,0.071430,0.000816,0.462588,0.001195,0.081919,0.000687,0.132526,0.000559,0.094623,0.000607,7,84
scratch_tactile_policy,clean_transfer,slip_limited_grasp,transient_shear_spike,0.535714,0.039768,0.085408,0.000864,0.459341,0.001267,0.086520,0.001553,0.133725,0.001175,0.099108,0.001917,7,84
scratch_tactile_policy,combined_stress,cable_threading,compound_contact_shift,0.396259,0.034048,0.140080,0.000855,0.431059,0.001253,0.111598,0.001123,0.155670,0.002584,0.114448,0.001920,7,84
scratch_tactile_policy,combined_stress,cable_threading,low_friction,0.435374,0.022111,0.105449,0.000759,0.447185,0.001109,0.091877,0.000836,0.147655,0.000668,0.106974,0.000567,7,84
scratch_tactile_policy,combined_stress,cable_threading,soft_compliance,0.404762,0.034907,0.109553,0.003749,0.447872,0.005643,0.094616,0.001022,0.148330,0.000961,0.109595,0.002744,7,84
scratch_tactile_policy,combined_stress,cable_threading,source_matched,0.462585,0.057025,0.094572,0.000778,0.458813,0.001138,0.088485,0.001826,0.147089,0.001381,0.103407,0.000580,7,84
scratch_tactile_policy,combined_stress,cable_threading,taxel_bias,0.428571,0.036362,0.119562,0.000739,0.446263,0.001080,0.097078,0.000854,0.150950,0.000639,0.112309,0.000554,7,84
scratch_tactile_policy,combined_stress,cable_threading,texture_aliasing,0.403061,0.059035,0.120208,0.004083,0.444232,0.001167,0.100108,0.001645,0.149625,0.001508,0.110623,0.000506,7,84
scratch_tactile_policy,combined_stress,cable_threading,transient_shear_spike,0.389456,0.039675,0.129301,0.003708,0.431768,0.004394,0.108086,0.000939,0.153558,0.000526,0.110903,0.000554,7,84
scratch_tactile_policy,combined_stress,cloth_edge_pull,compound_contact_shift,0.363946,0.051135,0.141739,0.000855,0.428670,0.001253,0.114115,0.001571,0.155261,0.001191,0.115369,0.000633,7,84
scratch_tactile_policy,combined_stress,cloth_edge_pull,low_friction,0.391156,0.028545,0.105308,0.000759,0.442096,0.001109,0.093312,0.000580,0.148547,0.000447,0.107800,0.000567,7,84
scratch_tactile_policy,combined_stress,cloth_edge_pull,soft_compliance,0.447279,0.026387,0.106522,0.000787,0.441021,0.006160,0.093954,0.001002,0.148021,0.000791,0.107287,0.000587,7,84
scratch_tactile_policy,combined_stress,cloth_edge_pull,source_matched,0.500000,0.029250,0.094791,0.000778,0.454264,0.001138,0.088155,0.001277,0.146752,0.001001,0.104481,0.000580,7,84
scratch_tactile_policy,combined_stress,cloth_edge_pull,taxel_bias,0.413265,0.031681,0.119062,0.000739,0.440634,0.001080,0.097515,0.000898,0.151081,0.000690,0.112887,0.000554,7,84
scratch_tactile_policy,combined_stress,cloth_edge_pull,texture_aliasing,0.397959,0.028284,0.117357,0.003742,0.440223,0.001167,0.100775,0.000932,0.150293,0.000901,0.111869,0.000521,7,84
scratch_tactile_policy,combined_stress,cloth_edge_pull,transient_shear_spike,0.375850,0.042557,0.125635,0.003708,0.426536,0.001239,0.106053,0.002885,0.154979,0.001005,0.112731,0.000554,7,84
scratch_tactile_policy,combined_stress,lid_twist_force_control,compound_contact_shift,0.386054,0.027352,0.136867,0.000931,0.389813,0.001368,0.109339,0.001046,0.155311,0.000835,0.114157,0.001900,7,84
scratch_tactile_policy,combined_stress,lid_twist_force_control,low_friction,0.479592,0.042514,0.107245,0.000835,0.413454,0.001224,0.092099,0.001300,0.147370,0.002515,0.110134,0.000620,7,84
scratch_tactile_policy,combined_stress,lid_twist_force_control,soft_compliance,0.476190,0.053645,0.112419,0.000864,0.408028,0.001267,0.097265,0.001296,0.147125,0.000957,0.112348,0.000640,7,84
scratch_tactile_policy,combined_stress,lid_twist_force_control,source_matched,0.522109,0.021257,0.095367,0.000855,0.421006,0.004388,0.087556,0.000708,0.142430,0.000581,0.105876,0.000633,7,84
scratch_tactile_policy,combined_stress,lid_twist_force_control,taxel_bias,0.437075,0.040643,0.122361,0.000816,0.396026,0.001195,0.098961,0.001270,0.149688,0.001934,0.111585,0.002661,7,84
scratch_tactile_policy,combined_stress,lid_twist_force_control,texture_aliasing,0.489796,0.041186,0.118286,0.004021,0.407495,0.001282,0.097560,0.001111,0.151812,0.001034,0.112365,0.000558,7,84
scratch_tactile_policy,combined_stress,lid_twist_force_control,transient_shear_spike,0.431973,0.034048,0.124016,0.000922,0.397705,0.001354,0.102921,0.002512,0.150868,0.001068,0.114903,0.000680,7,84
scratch_tactile_policy,combined_stress,peg_in_hole_contact_search,compound_contact_shift,0.416667,0.050406,0.141263,0.002876,0.400178,0.001411,0.110696,0.003235,0.156466,0.002899,0.116207,0.000663,7,84
scratch_tactile_policy,combined_stress,peg_in_hole_contact_search,low_friction,0.481293,0.029187,0.110483,0.000864,0.419508,0.001267,0.094433,0.002671,0.147129,0.000757,0.110242,0.001917,7,84
scratch_tactile_policy,combined_stress,peg_in_hole_contact_search,soft_compliance,0.472789,0.047687,0.108115,0.000893,0.410488,0.006032,0.096232,0.001465,0.146521,0.002469,0.108406,0.000660,7,84
scratch_tactile_policy,combined_stress,peg_in_hole_contact_search,source_matched,0.476190,0.041366,0.089574,0.000883,0.416088,0.001296,0.086445,0.001175,0.142743,0.002348,0.104340,0.002624,7,84
scratch_tactile_policy,combined_stress,peg_in_hole_contact_search,taxel_bias,0.447279,0.057574,0.122622,0.000845,0.402762,0.005582,0.101088,0.001346,0.149597,0.000983,0.111931,0.002645,7,84
scratch_tactile_policy,combined_stress,peg_in_hole_contact_search,texture_aliasing,0.438776,0.036868,0.122330,0.000903,0.404468,0.001325,0.099544,0.001017,0.151914,0.000785,0.109598,0.000666,7,84
scratch_tactile_policy,combined_stress,peg_in_hole_contact_search,transient_shear_spike,0.438776,0.018659,0.128640,0.000951,0.405838,0.001397,0.106191,0.000985,0.154890,0.000805,0.112536,0.002587,7,84
scratch_tactile_policy,combined_stress,slip_limited_grasp,compound_contact_shift,0.448980,0.027756,0.140581,0.000883,0.416779,0.001296,0.110639,0.002459,0.154402,0.000677,0.116118,0.000653,7,84
scratch_tactile_policy,combined_stress,slip_limited_grasp,low_friction,0.493197,0.046904,0.107942,0.000787,0.435893,0.001152,0.094605,0.002934,0.149910,0.000769,0.111160,0.000587,7,84
scratch_tactile_policy,combined_stress,slip_limited_grasp,soft_compliance,0.489796,0.058595,0.113507,0.002934,0.433626,0.001195,0.094354,0.001733,0.146496,0.001161,0.107925,0.001932,7,84
scratch_tactile_policy,combined_stress,slip_limited_grasp,source_matched,0.525510,0.029439,0.089463,0.000807,0.448981,0.005623,0.086401,0.000864,0.144185,0.000676,0.102357,0.000600,7,84
scratch_tactile_policy,combined_stress,slip_limited_grasp,taxel_bias,0.471088,0.030912,0.117652,0.000768,0.428365,0.001123,0.097956,0.000990,0.150544,0.000769,0.113461,0.000574,7,84
scratch_tactile_policy,combined_stress,slip_limited_grasp,texture_aliasing,0.496599,0.049028,0.119503,0.004060,0.428143,0.001210,0.100635,0.001048,0.149105,0.000857,0.112606,0.000526,7,84
scratch_tactile_policy,combined_stress,slip_limited_grasp,transient_shear_spike,0.418367,0.039907,0.131031,0.000874,0.429621,0.001282,0.104091,0.002152,0.153537,0.000921,0.112275,0.000647,7,84
scratch_tactile_policy,heldout_geometry,cable_threading,compound_contact_shift,0.355442,0.060123,0.121203,0.000864,0.438869,0.001267,0.106222,0.001655,0.149971,0.002613,0.110080,0.000640,7,84
scratch_tactile_policy,heldout_geometry,cable_threading,low_friction,0.413265,0.040000,0.094462,0.000768,0.463518,0.001123,0.090611,0.001384,0.145408,0.001063,0.100851,0.001943,7,84
