task,regime,split,method,seed,episodes,stress,mismatch,action_criticality,clean_retention,success,utility,deploy_utility,harmful_transfer_rate,tactile_event_f1,damage_rate,query_cost,regret,calibration_ece,risk_score,stress_level
slip_limited_grasp,low_friction,combined_stress,frozen_tactile_pretraining,0,96,0.0,0.092544,0.62,0.84341,0.723598,0.62675,0.62675,0.044123,0.519308,0.052149,0.036061,0.04296,0.139345,0.064197,0.0
slip_limited_grasp,low_friction,combined_stress,frozen_tactile_pretraining,1,96,0.0,0.092544,0.62,0.84341,0.718158,0.614773,0.614773,0.04819,0.518608,0.058336,0.031623,0.046355,0.139507,0.068299,0.0
slip_limited_grasp,low_friction,combined_stress,frozen_tactile_pretraining,2,96,0.0,0.092544,0.62,0.84341,0.718333,0.60769,0.60769,0.056213,0.523132,0.06328,0.03348,0.046324,0.136089,0.072287,0.0
slip_limited_grasp,low_friction,combined_stress,frozen_tactile_pretraining,3,96,0.0,0.092544,0.62,0.84341,0.729036,0.627013,0.627013,0.051345,0.525221,0.056535,0.033425,0.041704,0.13653,0.067686,0.0
slip_limited_grasp,low_friction,combined_stress,frozen_tactile_pretraining,4,96,0.0,0.092544,0.62,0.84341,0.721352,0.618667,0.618667,0.053005,0.516534,0.055974,0.032535,0.04289,0.137746,0.068375,0.0
slip_limited_grasp,low_friction,combined_stress,frozen_tactile_pretraining,5,96,0.0,0.092544,0.62,0.84341,0.721838,0.618734,0.618734,0.05625,0.519235,0.056286,0.034714,0.039621,0.131868,0.068212,0.0
slip_limited_grasp,low_friction,combined_stress,frozen_tactile_pretraining,6,96,0.0,0.092544,0.62,0.84341,0.715764,0.603674,0.603674,0.060825,0.51007,0.060195,0.034288,0.048346,0.143005,0.07413,0.0
slip_limited_grasp,low_friction,combined_stress,frozen_tactile_pretraining,7,96,0.0,0.092544,0.62,0.84341,0.724157,0.614519,0.614519,0.059085,0.506887,0.061639,0.032498,0.043783,0.135633,0.072304,0.0
slip_limited_grasp,low_friction,combined_stress,frozen_tactile_pretraining,8,96,0.0,0.092544,0.62,0.84341,0.715692,0.605538,0.605538,0.050384,0.520432,0.064817,0.038193,0.045256,0.138602,0.071235,0.0
slip_limited_grasp,low_friction,combined_stress,frozen_tactile_pretraining,9,96,0.0,0.092544,0.62,0.84341,0.724741,0.62008,0.62008,0.050973,0.518915,0.056735,0.035536,0.048576,0.136471,0.068313,0.0
slip_limited_grasp,soft_compliance,combined_stress,frozen_tactile_pretraining,0,96,0.0,0.077226,0.62,0.845361,0.718346,0.618353,0.618353,0.051571,0.513392,0.053204,0.037055,0.041717,0.132608,0.065793,0.0
slip_limited_grasp,soft_compliance,combined_stress,frozen_tactile_pretraining,1,96,0.0,0.077226,0.62,0.845361,0.732435,0.639788,0.639788,0.046914,0.523076,0.046123,0.031579,0.042873,0.139482,0.062872,0.0
slip_limited_grasp,soft_compliance,combined_stress,frozen_tactile_pretraining,2,96,0.0,0.077226,0.62,0.845361,0.729131,0.629806,0.629806,0.050054,0.511683,0.050393,0.034882,0.046396,0.141575,0.066291,0.0
slip_limited_grasp,soft_compliance,combined_stress,frozen_tactile_pretraining,3,96,0.0,0.077226,0.62,0.845361,0.722352,0.616658,0.616658,0.055241,0.520053,0.055894,0.033279,0.047239,0.141972,0.0703,0.0
slip_limited_grasp,soft_compliance,combined_stress,frozen_tactile_pretraining,4,96,0.0,0.077226,0.62,0.845361,0.730568,0.632652,0.632652,0.053988,0.515993,0.048047,0.033848,0.044032,0.137755,0.065813,0.0
slip_limited_grasp,soft_compliance,combined_stress,frozen_tactile_pretraining,5,96,0.0,0.077226,0.62,0.845361,0.722961,0.625322,0.625322,0.052461,0.508041,0.050439,0.031738,0.042554,0.134222,0.065419,0.0
slip_limited_grasp,soft_compliance,combined_stress,frozen_tactile_pretraining,6,96,0.0,0.077226,0.62,0.845361,0.726143,0.628544,0.628544,0.047644,0.524398,0.051279,0.032644,0.044408,0.14016,0.065355,0.0
slip_limited_grasp,soft_compliance,combined_stress,frozen_tactile_pretraining,7,96,0.0,0.077226,0.62,0.845361,0.716985,0.619069,0.619069,0.049041,0.517269,0.051294,0.032779,0.042725,0.141723,0.065948,0.0
slip_limited_grasp,soft_compliance,combined_stress,frozen_tactile_pretraining,8,96,0.0,0.077226,0.62,0.845361,0.726868,0.629516,0.629516,0.045325,0.514983,0.053877,0.031182,0.040755,0.143212,0.065737,0.0
slip_limited_grasp,soft_compliance,combined_stress,frozen_tactile_pretraining,9,96,0.0,0.077226,0.62,0.845361,0.720367,0.623253,0.623253,0.0461,0.5087,0.052736,0.032729,0.04211,0.138904,0.064927,0.0
slip_limited_grasp,texture_aliasing,combined_stress,frozen_tactile_pretraining,0,96,0.0,0.114976,0.62,0.840552,0.711043,0.605715,0.605715,0.061106,0.507966,0.051946,0.029138,0.051151,0.138434,0.070549,0.0
slip_limited_grasp,texture_aliasing,combined_stress,frozen_tactile_pretraining,1,96,0.0,0.114976,0.62,0.840552,0.711648,0.602156,0.602156,0.061127,0.516275,0.056428,0.035032,0.047763,0.14364,0.072857,0.0
slip_limited_grasp,texture_aliasing,combined_stress,frozen_tactile_pretraining,2,96,0.0,0.114976,0.62,0.840552,0.710522,0.607221,0.607221,0.055977,0.503353,0.053796,0.030597,0.045668,0.141313,0.069478,0.0
slip_limited_grasp,texture_aliasing,combined_stress,frozen_tactile_pretraining,3,96,0.0,0.114976,0.62,0.840552,0.719002,0.615745,0.615745,0.059464,0.522223,0.049606,0.035781,0.048078,0.137773,0.068675,0.0
slip_limited_grasp,texture_aliasing,combined_stress,frozen_tactile_pretraining,4,96,0.0,0.114976,0.62,0.840552,0.71939,0.616767,0.616767,0.059715,0.522468,0.050712,0.030913,0.046988,0.136561,0.068853,0.0
slip_limited_grasp,texture_aliasing,combined_stress,frozen_tactile_pretraining,5,96,0.0,0.114976,0.62,0.840552,0.723615,0.622479,0.622479,0.053272,0.519572,0.052884,0.031853,0.044365,0.140203,0.067881,0.0
slip_limited_grasp,texture_aliasing,combined_stress,frozen_tactile_pretraining,6,96,0.0,0.114976,0.62,0.840552,0.725895,0.62626,0.62626,0.055248,0.517321,0.049173,0.031748,0.044983,0.141726,0.067479,0.0
slip_limited_grasp,texture_aliasing,combined_stress,frozen_tactile_pretraining,7,96,0.0,0.114976,0.62,0.840552,0.716545,0.608672,0.608672,0.064046,0.508078,0.050996,0.037192,0.051369,0.139125,0.071334,0.0
slip_limited_grasp,texture_aliasing,combined_stress,frozen_tactile_pretraining,8,96,0.0,0.114976,0.62,0.840552,0.726915,0.61993,0.61993,0.061182,0.508781,0.054365,0.032254,0.047104,0.142115,0.071752,0.0
slip_limited_grasp,texture_aliasing,combined_stress,frozen_tactile_pretraining,9,96,0.0,0.114976,0.62,0.840552,0.716176,0.611558,0.611558,0.058612,0.510335,0.053577,0.030922,0.047582,0.138044,0.069894,0.0
slip_limited_grasp,taxel_bias,combined_stress,frozen_tactile_pretraining,0,96,0.0,0.125946,0.62,0.839154,0.720902,0.611587,0.611587,0.0616,0.517282,0.056363,0.035775,0.046799,0.142007,0.072603,0.0
slip_limited_grasp,taxel_bias,combined_stress,frozen_tactile_pretraining,1,96,0.0,0.125946,0.62,0.839154,0.712352,0.595749,0.595749,0.069704,0.514507,0.058793,0.037325,0.051414,0.142215,0.076781,0.0
slip_limited_grasp,taxel_bias,combined_stress,frozen_tactile_pretraining,2,96,0.0,0.125946,0.62,0.839154,0.708349,0.597034,0.597034,0.073386,0.50578,0.051609,0.034369,0.048636,0.141468,0.074891,0.0
slip_limited_grasp,taxel_bias,combined_stress,frozen_tactile_pretraining,3,96,0.0,0.125946,0.62,0.839154,0.712015,0.597827,0.597827,0.070315,0.514712,0.055978,0.034788,0.051649,0.14118,0.075756,0.0
slip_limited_grasp,taxel_bias,combined_stress,frozen_tactile_pretraining,4,96,0.0,0.125946,0.62,0.839154,0.713943,0.600512,0.600512,0.070078,0.502987,0.055662,0.035609,0.049688,0.141436,0.075405,0.0
slip_limited_grasp,taxel_bias,combined_stress,frozen_tactile_pretraining,5,96,0.0,0.125946,0.62,0.839154,0.713352,0.601024,0.601024,0.070517,0.512803,0.055997,0.026335,0.050297,0.143903,0.076187,0.0
slip_limited_grasp,taxel_bias,combined_stress,frozen_tactile_pretraining,6,96,0.0,0.125946,0.62,0.839154,0.713269,0.599115,0.599115,0.075049,0.51569,0.05404,0.032328,0.052163,0.138232,0.07615,0.0
slip_limited_grasp,taxel_bias,combined_stress,frozen_tactile_pretraining,7,96,0.0,0.125946,0.62,0.839154,0.72275,0.613065,0.613065,0.069032,0.514702,0.053165,0.03389,0.046948,0.139991,0.073567,0.0
slip_limited_grasp,taxel_bias,combined_stress,frozen_tactile_pretraining,8,96,0.0,0.125946,0.62,0.839154,0.731663,0.620516,0.620516,0.068654,0.52115,0.053255,0.033793,0.05174,0.140443,0.074033,0.0
slip_limited_grasp,taxel_bias,combined_stress,frozen_tactile_pretraining,9,96,0.0,0.125946,0.62,0.839154,0.717292,0.608326,0.608326,0.066815,0.523548,0.053727,0.029006,0.049808,0.140179,0.073347,0.0
slip_limited_grasp,transient_shear_spike,combined_stress,frozen_tactile_pretraining,0,96,0.0,0.129891,0.62,0.838652,0.712594,0.591687,0.591687,0.068158,0.522566,0.067198,0.035601,0.049162,0.141215,0.079044,0.0
slip_limited_grasp,transient_shear_spike,combined_stress,frozen_tactile_pretraining,1,96,0.0,0.129891,0.62,0.838652,0.721901,0.599218,0.599218,0.067071,0.504171,0.071545,0.030152,0.050369,0.140045,0.080236,0.0
slip_limited_grasp,transient_shear_spike,combined_stress,frozen_tactile_pretraining,2,96,0.0,0.129891,0.62,0.838652,0.714619,0.598908,0.598908,0.065606,0.505894,0.063095,0.032612,0.047794,0.141905,0.076605,0.0
slip_limited_grasp,transient_shear_spike,combined_stress,frozen_tactile_pretraining,3,96,0.0,0.129891,0.62,0.838652,0.720021,0.603332,0.603332,0.069534,0.504848,0.06125,0.033273,0.049255,0.1416,0.07733,0.0
slip_limited_grasp,transient_shear_spike,combined_stress,frozen_tactile_pretraining,4,96,0.0,0.129891,0.62,0.838652,0.723568,0.606671,0.606671,0.063356,0.506141,0.065432,0.03335,0.048916,0.141474,0.076762,0.0
slip_limited_grasp,transient_shear_spike,combined_stress,frozen_tactile_pretraining,5,96,0.0,0.129891,0.62,0.838652,0.717782,0.593556,0.593556,0.078595,0.50873,0.066881,0.034315,0.047697,0.137949,0.081738,0.0
slip_limited_grasp,transient_shear_spike,combined_stress,frozen_tactile_pretraining,6,96,0.0,0.129891,0.62,0.838652,0.715755,0.597168,0.597168,0.065986,0.515824,0.06582,0.034957,0.04774,0.143493,0.07805,0.0
slip_limited_grasp,transient_shear_spike,combined_stress,frozen_tactile_pretraining,7,96,0.0,0.129891,0.62,0.838652,0.714038,0.597637,0.597637,0.061481,0.511389,0.067313,0.033644,0.047714,0.135442,0.075634,0.0
slip_limited_grasp,transient_shear_spike,combined_stress,frozen_tactile_pretraining,8,96,0.0,0.129891,0.62,0.838652,0.722125,0.60621,0.60621,0.064737,0.508579,0.063534,0.035973,0.046405,0.1417,0.0763,0.0
slip_limited_grasp,transient_shear_spike,combined_stress,frozen_tactile_pretraining,9,96,0.0,0.129891,0.62,0.838652,0.722346,0.602904,0.602904,0.068026,0.513859,0.06525,0.034741,0.05033,0.139974,0.078152,0.0
slip_limited_grasp,latency_and_drift,combined_stress,frozen_tactile_pretraining,0,96,0.0,0.139439,0.62,0.837435,0.722025,0.599802,0.599802,0.079742,0.513659,0.061986,0.033798,0.05074,0.139976,0.080937,0.0
slip_limited_grasp,latency_and_drift,combined_stress,frozen_tactile_pretraining,1,96,0.0,0.139439,0.62,0.837435,0.705657,0.583592,0.583592,0.07793,0.505566,0.06228,0.034304,0.050828,0.142479,0.080892,0.0
slip_limited_grasp,latency_and_drift,combined_stress,frozen_tactile_pretraining,2,96,0.0,0.139439,0.62,0.837435,0.723323,0.598649,0.598649,0.073697,0.508977,0.065758,0.037314,0.054529,0.143258,0.081284,0.0
slip_limited_grasp,latency_and_drift,combined_stress,frozen_tactile_pretraining,3,96,0.0,0.139439,0.62,0.837435,0.71439,0.589209,0.589209,0.080636,0.500422,0.06441,0.036148,0.052329,0.13778,0.081925,0.0
slip_limited_grasp,latency_and_drift,combined_stress,frozen_tactile_pretraining,4,96,0.0,0.139439,0.62,0.837435,0.718688,0.593281,0.593281,0.081067,0.507542,0.06367,0.035575,0.052587,0.142973,0.082751,0.0
slip_limited_grasp,latency_and_drift,combined_stress,frozen_tactile_pretraining,5,96,0.0,0.139439,0.62,0.837435,0.70859,0.579581,0.579581,0.083144,0.497453,0.068806,0.035072,0.050375,0.140346,0.084715,0.0
slip_limited_grasp,latency_and_drift,combined_stress,frozen_tactile_pretraining,6,96,0.0,0.139439,0.62,0.837435,0.722134,0.598565,0.598565,0.084068,0.508503,0.060839,0.034129,0.050784,0.141325,0.082219,0.0
slip_limited_grasp,latency_and_drift,combined_stress,frozen_tactile_pretraining,7,96,0.0,0.139439,0.62,0.837435,0.726182,0.608915,0.608915,0.068633,0.518307,0.062038,0.03213,0.053182,0.136559,0.076809,0.0
slip_limited_grasp,latency_and_drift,combined_stress,frozen_tactile_pretraining,8,96,0.0,0.139439,0.62,0.837435,0.724016,0.607351,0.607351,0.06858,0.51276,0.063407,0.030113,0.050347,0.134559,0.076667,0.0
slip_limited_grasp,latency_and_drift,combined_stress,frozen_tactile_pretraining,9,96,0.0,0.139439,0.62,0.837435,0.721957,0.600589,0.600589,0.073606,0.503764,0.064462,0.033203,0.049994,0.143674,0.080382,0.0
slip_limited_grasp,compound_contact_shift,combined_stress,frozen_tactile_pretraining,0,96,0.0,0.206854,0.62,0.828847,0.698577,0.5571,0.5571,0.092881,0.506934,0.077746,0.03074,0.05737,0.141899,0.092402,0.0
slip_limited_grasp,compound_contact_shift,combined_stress,frozen_tactile_pretraining,1,96,0.0,0.206854,0.62,0.828847,0.699421,0.559585,0.559585,0.088801,0.504311,0.076302,0.035607,0.05684,0.144911,0.090955,0.0
slip_limited_grasp,compound_contact_shift,combined_stress,frozen_tactile_pretraining,2,96,0.0,0.206854,0.62,0.828847,0.711291,0.564577,0.564577,0.093831,0.498664,0.082092,0.033758,0.059065,0.145118,0.095125,0.0
slip_limited_grasp,compound_contact_shift,combined_stress,frozen_tactile_pretraining,3,96,0.0,0.206854,0.62,0.828847,0.694095,0.552952,0.552952,0.091792,0.499401,0.075377,0.037387,0.05794,0.144094,0.091584,0.0
slip_limited_grasp,compound_contact_shift,combined_stress,frozen_tactile_pretraining,4,96,0.0,0.206854,0.62,0.828847,0.709286,0.565705,0.565705,0.093975,0.495432,0.076155,0.034166,0.062223,0.145919,0.093378,0.0
slip_limited_grasp,compound_contact_shift,combined_stress,frozen_tactile_pretraining,5,96,0.0,0.206854,0.62,0.828847,0.697422,0.555696,0.555696,0.088126,0.501433,0.0798,0.030988,0.058432,0.145849,0.092383,0.0
slip_limited_grasp,compound_contact_shift,combined_stress,frozen_tactile_pretraining,6,96,0.0,0.206854,0.62,0.828847,0.697561,0.557577,0.557577,0.090546,0.502414,0.075258,0.033794,0.058828,0.144067,0.091199,0.0
slip_limited_grasp,compound_contact_shift,combined_stress,frozen_tactile_pretraining,7,96,0.0,0.206854,0.62,0.828847,0.710346,0.569178,0.569178,0.093355,0.500678,0.075128,0.035272,0.05774,0.144388,0.092053,0.0
slip_limited_grasp,compound_contact_shift,combined_stress,frozen_tactile_pretraining,8,96,0.0,0.206854,0.62,0.828847,0.707179,0.564335,0.564335,0.094209,0.502322,0.074398,0.034593,0.062918,0.147096,0.093071,0.0
slip_limited_grasp,compound_contact_shift,combined_stress,frozen_tactile_pretraining,9,96,0.0,0.206854,0.62,0.828847,0.703849,0.562243,0.562243,0.092786,0.509048,0.076595,0.03451,0.056659,0.145413,0.092493,0.0
peg_in_hole_contact_search,source_matched,combined_stress,frozen_tactile_pretraining,0,96,0.0,0.011201,0.4194,0.853773,0.740309,0.669813,0.669813,0.026637,0.523307,0.031799,0.034997,0.034,0.136656,0.049138,0.0
peg_in_hole_contact_search,source_matched,combined_stress,frozen_tactile_pretraining,1,96,0.0,0.011201,0.4194,0.853773,0.73313,0.657996,0.657996,0.031651,0.52338,0.034162,0.035115,0.036941,0.133879,0.051535,0.0
peg_in_hole_contact_search,source_matched,combined_stress,frozen_tactile_pretraining,2,96,0.0,0.011201,0.4194,0.853773,0.727301,0.653936,0.653936,0.027828,0.524367,0.035971,0.034765,0.03234,0.135228,0.050706,0.0
peg_in_hole_contact_search,source_matched,combined_stress,frozen_tactile_pretraining,3,96,0.0,0.011201,0.4194,0.853773,0.744199,0.672613,0.672613,0.022957,0.523957,0.035807,0.035232,0.03487,0.132077,0.048673,0.0
peg_in_hole_contact_search,source_matched,combined_stress,frozen_tactile_pretraining,4,96,0.0,0.011201,0.4194,0.853773,0.738531,0.660684,0.660684,0.032926,0.518986,0.037491,0.031848,0.036821,0.137478,0.05387,0.0
peg_in_hole_contact_search,source_matched,combined_stress,frozen_tactile_pretraining,5,96,0.0,0.011201,0.4194,0.853773,0.730262,0.655029,0.655029,0.035652,0.530648,0.033772,0.031267,0.035143,0.133952,0.052581,0.0
peg_in_hole_contact_search,source_matched,combined_stress,frozen_tactile_pretraining,6,96,0.0,0.011201,0.4194,0.853773,0.723862,0.647733,0.647733,0.037936,0.530468,0.033359,0.033223,0.035331,0.131305,0.052743,0.0
peg_in_hole_contact_search,source_matched,combined_stress,frozen_tactile_pretraining,7,96,0.0,0.011201,0.4194,0.853773,0.726631,0.652029,0.652029,0.03361,0.512878,0.034369,0.031852,0.033153,0.136896,0.052444,0.0
peg_in_hole_contact_search,source_matched,combined_stress,frozen_tactile_pretraining,8,96,0.0,0.011201,0.4194,0.853773,0.736163,0.660755,0.660755,0.029988,0.521214,0.038023,0.033564,0.032465,0.133365,0.051897,0.0
peg_in_hole_contact_search,source_matched,combined_stress,frozen_tactile_pretraining,9,96,0.0,0.011201,0.4194,0.853773,0.741897,0.664691,0.664691,0.040656,0.521533,0.031469,0.034892,0.035908,0.137146,0.054058,0.0
peg_in_hole_contact_search,low_friction,combined_stress,frozen_tactile_pretraining,0,96,0.0,0.063606,0.4194,0.847097,0.725822,0.633414,0.633414,0.047779,0.505487,0.045471,0.035568,0.041084,0.135733,0.062064,0.0
peg_in_hole_contact_search,low_friction,combined_stress,frozen_tactile_pretraining,1,96,0.0,0.063606,0.4194,0.847097,0.721476,0.634552,0.634552,0.044064,0.512828,0.041289,0.032951,0.040105,0.137147,0.059369,0.0
peg_in_hole_contact_search,low_friction,combined_stress,frozen_tactile_pretraining,2,96,0.0,0.063606,0.4194,0.847097,0.725534,0.643146,0.643146,0.038042,0.513472,0.038032,0.035145,0.040518,0.136898,0.05608,0.0
peg_in_hole_contact_search,low_friction,combined_stress,frozen_tactile_pretraining,3,96,0.0,0.063606,0.4194,0.847097,0.721556,0.633275,0.633275,0.043892,0.525715,0.04259,0.031647,0.041958,0.138536,0.06024,0.0
peg_in_hole_contact_search,low_friction,combined_stress,frozen_tactile_pretraining,4,96,0.0,0.063606,0.4194,0.847097,0.732197,0.645025,0.645025,0.040816,0.526374,0.04286,0.032747,0.042286,0.136275,0.058922,0.0
peg_in_hole_contact_search,low_friction,combined_stress,frozen_tactile_pretraining,5,96,0.0,0.063606,0.4194,0.847097,0.723236,0.633955,0.633955,0.04173,0.519751,0.044022,0.036663,0.041056,0.139352,0.060106,0.0
peg_in_hole_contact_search,low_friction,combined_stress,frozen_tactile_pretraining,6,96,0.0,0.063606,0.4194,0.847097,0.721568,0.632416,0.632416,0.047944,0.500787,0.041948,0.031254,0.040633,0.138808,0.06129,0.0
peg_in_hole_contact_search,low_friction,combined_stress,frozen_tactile_pretraining,7,96,0.0,0.063606,0.4194,0.847097,0.720674,0.629825,0.629825,0.045205,0.521107,0.044362,0.035098,0.041281,0.13956,0.061476,0.0
peg_in_hole_contact_search,low_friction,combined_stress,frozen_tactile_pretraining,8,96,0.0,0.063606,0.4194,0.847097,0.730399,0.646033,0.646033,0.040059,0.523195,0.04067,0.035211,0.038329,0.135267,0.057255,0.0
peg_in_hole_contact_search,low_friction,combined_stress,frozen_tactile_pretraining,9,96,0.0,0.063606,0.4194,0.847097,0.718007,0.627524,0.627524,0.049466,0.511407,0.041962,0.034955,0.041059,0.136185,0.061383,0.0
peg_in_hole_contact_search,soft_compliance,combined_stress,frozen_tactile_pretraining,0,96,0.0,0.082864,0.4194,0.844643,0.726233,0.639286,0.639286,0.047088,0.502305,0.040312,0.031921,0.039329,0.135995,0.05974,0.0
peg_in_hole_contact_search,soft_compliance,combined_stress,frozen_tactile_pretraining,1,96,0.0,0.082864,0.4194,0.844643,0.72353,0.634478,0.634478,0.045774,0.51765,0.041144,0.034937,0.042417,0.139565,0.060561,0.0
peg_in_hole_contact_search,soft_compliance,combined_stress,frozen_tactile_pretraining,2,96,0.0,0.082864,0.4194,0.844643,0.73001,0.637251,0.637251,0.054826,0.510539,0.038959,0.036291,0.04608,0.137736,0.062846,0.0
peg_in_hole_contact_search,soft_compliance,combined_stress,frozen_tactile_pretraining,3,96,0.0,0.082864,0.4194,0.844643,0.727428,0.629774,0.629774,0.055075,0.503691,0.045547,0.03549,0.04646,0.137423,0.065415,0.0
peg_in_hole_contact_search,soft_compliance,combined_stress,frozen_tactile_pretraining,4,96,0.0,0.082864,0.4194,0.844643,0.729331,0.641435,0.641435,0.047923,0.518962,0.039835,0.029441,0.041557,0.142321,0.061205,0.0
peg_in_hole_contact_search,soft_compliance,combined_stress,frozen_tactile_pretraining,5,96,0.0,0.082864,0.4194,0.844643,0.723759,0.629335,0.629335,0.052063,0.51377,0.04327,0.031768,0.047173,0.140763,0.064199,0.0
peg_in_hole_contact_search,soft_compliance,combined_stress,frozen_tactile_pretraining,6,96,0.0,0.082864,0.4194,0.844643,0.72641,0.638405,0.638405,0.048008,0.515292,0.039087,0.032035,0.044451,0.135039,0.059928,0.0
peg_in_hole_contact_search,soft_compliance,combined_stress,frozen_tactile_pretraining,7,96,0.0,0.082864,0.4194,0.844643,0.723363,0.633133,0.633133,0.048119,0.507962,0.040979,0.031361,0.046003,0.138604,0.061481,0.0
peg_in_hole_contact_search,soft_compliance,combined_stress,frozen_tactile_pretraining,8,96,0.0,0.082864,0.4194,0.844643,0.725805,0.634046,0.634046,0.049511,0.50996,0.0428,0.034843,0.042199,0.138651,0.062275,0.0
peg_in_hole_contact_search,soft_compliance,combined_stress,frozen_tactile_pretraining,9,96,0.0,0.082864,0.4194,0.844643,0.731172,0.637523,0.637523,0.050545,0.513774,0.045513,0.034172,0.041616,0.136582,0.063226,0.0
peg_in_hole_contact_search,texture_aliasing,combined_stress,frozen_tactile_pretraining,0,96,0.0,0.115931,0.4194,0.84043,0.72548,0.62486,0.62486,0.055873,0.513443,0.048217,0.036175,0.047085,0.139756,0.067184,0.0
peg_in_hole_contact_search,texture_aliasing,combined_stress,frozen_tactile_pretraining,1,96,0.0,0.115931,0.4194,0.84043,0.723973,0.624413,0.624413,0.057499,0.519305,0.047818,0.03508,0.044079,0.137306,0.066843,0.0
peg_in_hole_contact_search,texture_aliasing,combined_stress,frozen_tactile_pretraining,2,96,0.0,0.115931,0.4194,0.84043,0.72814,0.627782,0.627782,0.055212,0.50163,0.050052,0.031458,0.045944,0.140427,0.067663,0.0
peg_in_hole_contact_search,texture_aliasing,combined_stress,frozen_tactile_pretraining,3,96,0.0,0.115931,0.4194,0.84043,0.715368,0.615957,0.615957,0.060147,0.511044,0.043149,0.034589,0.050038,0.139934,0.067039,0.0
peg_in_hole_contact_search,texture_aliasing,combined_stress,frozen_tactile_pretraining,4,96,0.0,0.115931,0.4194,0.84043,0.728226,0.631868,0.631868,0.058431,0.517455,0.044669,0.03085,0.043646,0.135461,0.065588,0.0
peg_in_hole_contact_search,texture_aliasing,combined_stress,frozen_tactile_pretraining,5,96,0.0,0.115931,0.4194,0.84043,0.727392,0.623458,0.623458,0.061471,0.508439,0.049347,0.036202,0.046557,0.140772,0.069647,0.0
peg_in_hole_contact_search,texture_aliasing,combined_stress,frozen_tactile_pretraining,6,96,0.0,0.115931,0.4194,0.84043,0.71127,0.613836,0.613836,0.053501,0.513773,0.046365,0.033752,0.045959,0.140966,0.065779,0.0
peg_in_hole_contact_search,texture_aliasing,combined_stress,frozen_tactile_pretraining,7,96,0.0,0.115931,0.4194,0.84043,0.712218,0.620436,0.620436,0.049595,0.520611,0.04109,0.036653,0.043258,0.14293,0.06253,0.0
peg_in_hole_contact_search,texture_aliasing,combined_stress,frozen_tactile_pretraining,8,96,0.0,0.115931,0.4194,0.84043,0.727656,0.633644,0.633644,0.057163,0.510635,0.042361,0.029562,0.043614,0.137345,0.064616,0.0
peg_in_hole_contact_search,texture_aliasing,combined_stress,frozen_tactile_pretraining,9,96,0.0,0.115931,0.4194,0.84043,0.718214,0.619537,0.619537,0.058573,0.50245,0.04537,0.034148,0.046618,0.135954,0.066289,0.0
peg_in_hole_contact_search,taxel_bias,combined_stress,frozen_tactile_pretraining,0,96,0.0,0.131345,0.4194,0.838467,0.709488,0.595006,0.595006,0.076822,0.509977,0.052382,0.032711,0.054205,0.138399,0.076357,0.0
