task,regime,split,method,seed,episodes,stress,mismatch,action_criticality,clean_retention,success,utility,deploy_utility,harmful_transfer_rate,tactile_event_f1,damage_rate,query_cost,regret,calibration_ece,risk_score,stress_level
thin_object_pickup,transient_shear_spike,combined_stress,test_time_tactile_adaptation,2,96,0.0,0.135633,0.5786,0.755657,0.724528,0.617091,0.617091,0.044751,0.647949,0.048431,0.105393,0.045716,0.113706,0.058658,0.0
thin_object_pickup,transient_shear_spike,combined_stress,test_time_tactile_adaptation,3,96,0.0,0.135633,0.5786,0.755657,0.714659,0.599616,0.599616,0.052363,0.644031,0.052337,0.108894,0.045776,0.117876,0.063487,0.0
thin_object_pickup,transient_shear_spike,combined_stress,test_time_tactile_adaptation,4,96,0.0,0.135633,0.5786,0.755657,0.710563,0.595811,0.595811,0.051908,0.652449,0.0518,0.108499,0.048251,0.114592,0.062784,0.0
thin_object_pickup,transient_shear_spike,combined_stress,test_time_tactile_adaptation,5,96,0.0,0.135633,0.5786,0.755657,0.717798,0.611658,0.611658,0.043277,0.659633,0.047301,0.106964,0.04487,0.114765,0.057833,0.0
thin_object_pickup,transient_shear_spike,combined_stress,test_time_tactile_adaptation,6,96,0.0,0.135633,0.5786,0.755657,0.715491,0.604744,0.604744,0.04809,0.643528,0.049917,0.10847,0.045771,0.113809,0.060382,0.0
thin_object_pickup,transient_shear_spike,combined_stress,test_time_tactile_adaptation,7,96,0.0,0.135633,0.5786,0.755657,0.715563,0.603296,0.603296,0.045788,0.641603,0.052513,0.111909,0.045065,0.114684,0.060673,0.0
thin_object_pickup,transient_shear_spike,combined_stress,test_time_tactile_adaptation,8,96,0.0,0.135633,0.5786,0.755657,0.724662,0.615482,0.615482,0.044736,0.654838,0.050673,0.105737,0.044948,0.115872,0.059818,0.0
thin_object_pickup,transient_shear_spike,combined_stress,test_time_tactile_adaptation,9,96,0.0,0.135633,0.5786,0.755657,0.714287,0.598931,0.598931,0.050734,0.64861,0.055451,0.107008,0.044463,0.114353,0.063351,0.0
thin_object_pickup,latency_and_drift,combined_stress,test_time_tactile_adaptation,0,96,0.0,0.146591,0.5786,0.75466,0.726852,0.605741,0.605741,0.060099,0.643456,0.055152,0.110473,0.047245,0.115264,0.066863,0.0
thin_object_pickup,latency_and_drift,combined_stress,test_time_tactile_adaptation,1,96,0.0,0.146591,0.5786,0.75466,0.715998,0.601774,0.601774,0.056026,0.64937,0.049808,0.111578,0.043089,0.115154,0.063013,0.0
thin_object_pickup,latency_and_drift,combined_stress,test_time_tactile_adaptation,2,96,0.0,0.146591,0.5786,0.75466,0.718461,0.597601,0.597601,0.061053,0.645524,0.05466,0.109625,0.047103,0.11455,0.066858,0.0
thin_object_pickup,latency_and_drift,combined_stress,test_time_tactile_adaptation,3,96,0.0,0.146591,0.5786,0.75466,0.715683,0.600886,0.600886,0.056189,0.641596,0.049765,0.109389,0.047642,0.111461,0.062842,0.0
thin_object_pickup,latency_and_drift,combined_stress,test_time_tactile_adaptation,4,96,0.0,0.146591,0.5786,0.75466,0.707015,0.593817,0.593817,0.050961,0.648572,0.049095,0.11247,0.048548,0.113796,0.061321,0.0
thin_object_pickup,latency_and_drift,combined_stress,test_time_tactile_adaptation,5,96,0.0,0.146591,0.5786,0.75466,0.719957,0.603099,0.603099,0.060231,0.64921,0.050624,0.103567,0.048951,0.115365,0.065376,0.0
thin_object_pickup,latency_and_drift,combined_stress,test_time_tactile_adaptation,6,96,0.0,0.146591,0.5786,0.75466,0.721043,0.609583,0.609583,0.054485,0.643255,0.045531,0.107281,0.049523,0.115002,0.061479,0.0
thin_object_pickup,latency_and_drift,combined_stress,test_time_tactile_adaptation,7,96,0.0,0.146591,0.5786,0.75466,0.717024,0.604948,0.604948,0.058746,0.648334,0.044874,0.107895,0.046504,0.115126,0.062399,0.0
thin_object_pickup,latency_and_drift,combined_stress,test_time_tactile_adaptation,8,96,0.0,0.146591,0.5786,0.75466,0.704392,0.589642,0.589642,0.058053,0.652174,0.049217,0.109883,0.043106,0.118644,0.064107,0.0
thin_object_pickup,latency_and_drift,combined_stress,test_time_tactile_adaptation,9,96,0.0,0.146591,0.5786,0.75466,0.716511,0.599647,0.599647,0.058895,0.648242,0.050857,0.108778,0.045931,0.117483,0.06509,0.0
thin_object_pickup,compound_contact_shift,combined_stress,test_time_tactile_adaptation,0,96,0.0,0.212633,0.5786,0.74865,0.714998,0.590996,0.590996,0.062207,0.642784,0.056554,0.111604,0.048321,0.117861,0.068688,0.0
thin_object_pickup,compound_contact_shift,combined_stress,test_time_tactile_adaptation,1,96,0.0,0.212633,0.5786,0.74865,0.711829,0.590939,0.590939,0.060087,0.644542,0.055058,0.105569,0.049837,0.116125,0.067238,0.0
thin_object_pickup,compound_contact_shift,combined_stress,test_time_tactile_adaptation,2,96,0.0,0.212633,0.5786,0.74865,0.703658,0.576723,0.576723,0.065083,0.634733,0.05691,0.113141,0.052583,0.115132,0.069736,0.0
thin_object_pickup,compound_contact_shift,combined_stress,test_time_tactile_adaptation,3,96,0.0,0.212633,0.5786,0.74865,0.715661,0.59164,0.59164,0.059768,0.646648,0.057385,0.109574,0.050779,0.119213,0.068664,0.0
thin_object_pickup,compound_contact_shift,combined_stress,test_time_tactile_adaptation,4,96,0.0,0.212633,0.5786,0.74865,0.720668,0.590933,0.590933,0.064893,0.631215,0.063824,0.109195,0.048852,0.113734,0.071674,0.0
thin_object_pickup,compound_contact_shift,combined_stress,test_time_tactile_adaptation,5,96,0.0,0.212633,0.5786,0.74865,0.721432,0.591508,0.591508,0.065643,0.641572,0.062752,0.107001,0.05038,0.119055,0.072632,0.0
thin_object_pickup,compound_contact_shift,combined_stress,test_time_tactile_adaptation,6,96,0.0,0.212633,0.5786,0.74865,0.713251,0.586978,0.586978,0.066817,0.640555,0.055939,0.107325,0.053747,0.116657,0.070348,0.0
thin_object_pickup,compound_contact_shift,combined_stress,test_time_tactile_adaptation,7,96,0.0,0.212633,0.5786,0.74865,0.716647,0.598498,0.598498,0.0578,0.637051,0.05209,0.105132,0.049976,0.120595,0.066151,0.0
thin_object_pickup,compound_contact_shift,combined_stress,test_time_tactile_adaptation,8,96,0.0,0.212633,0.5786,0.74865,0.704817,0.579056,0.579056,0.06434,0.633357,0.056506,0.110282,0.050894,0.120377,0.070105,0.0
thin_object_pickup,compound_contact_shift,combined_stress,test_time_tactile_adaptation,9,96,0.0,0.212633,0.5786,0.74865,0.714224,0.58619,0.58619,0.063434,0.64354,0.059699,0.110185,0.051852,0.120653,0.071156,0.0
snap_fit_assembly,source_matched,combined_stress,test_time_tactile_adaptation,0,96,0.0,0.011349,0.4992,0.766967,0.719166,0.631118,0.631118,0.026774,0.656827,0.037363,0.108483,0.034806,0.111232,0.046803,0.0
snap_fit_assembly,source_matched,combined_stress,test_time_tactile_adaptation,1,96,0.0,0.011349,0.4992,0.766967,0.715413,0.632136,0.632136,0.028701,0.663643,0.031176,0.104362,0.034157,0.111676,0.045122,0.0
snap_fit_assembly,source_matched,combined_stress,test_time_tactile_adaptation,2,96,0.0,0.011349,0.4992,0.766967,0.718642,0.638439,0.638439,0.020155,0.6567,0.032666,0.105633,0.033173,0.109217,0.042242,0.0
snap_fit_assembly,source_matched,combined_stress,test_time_tactile_adaptation,3,96,0.0,0.011349,0.4992,0.766967,0.718125,0.634235,0.634235,0.025447,0.646541,0.034464,0.103895,0.034862,0.1077,0.04462,0.0
snap_fit_assembly,source_matched,combined_stress,test_time_tactile_adaptation,4,96,0.0,0.011349,0.4992,0.766967,0.717814,0.634256,0.634256,0.022413,0.661105,0.033718,0.108516,0.033092,0.117152,0.04483,0.0
snap_fit_assembly,source_matched,combined_stress,test_time_tactile_adaptation,5,96,0.0,0.011349,0.4992,0.766967,0.722262,0.640183,0.640183,0.029049,0.660461,0.028281,0.106637,0.035652,0.110092,0.044005,0.0
snap_fit_assembly,source_matched,combined_stress,test_time_tactile_adaptation,6,96,0.0,0.011349,0.4992,0.766967,0.726211,0.640168,0.640168,0.028869,0.660121,0.034616,0.108745,0.032628,0.108928,0.045839,0.0
snap_fit_assembly,source_matched,combined_stress,test_time_tactile_adaptation,7,96,0.0,0.011349,0.4992,0.766967,0.716748,0.631611,0.631611,0.025395,0.666149,0.03463,0.104761,0.036345,0.111715,0.045537,0.0
snap_fit_assembly,source_matched,combined_stress,test_time_tactile_adaptation,8,96,0.0,0.011349,0.4992,0.766967,0.727034,0.648575,0.648575,0.020314,0.645676,0.030162,0.105215,0.033691,0.108908,0.041341,0.0
snap_fit_assembly,source_matched,combined_stress,test_time_tactile_adaptation,9,96,0.0,0.011349,0.4992,0.766967,0.7289,0.641813,0.641813,0.032509,0.660322,0.030681,0.106815,0.040242,0.111477,0.046802,0.0
snap_fit_assembly,low_friction,combined_stress,test_time_tactile_adaptation,0,96,0.0,0.066127,0.4992,0.761982,0.705646,0.608984,0.608984,0.033548,0.656526,0.042626,0.108862,0.038185,0.115447,0.052203,0.0
snap_fit_assembly,low_friction,combined_stress,test_time_tactile_adaptation,1,96,0.0,0.066127,0.4992,0.761982,0.718675,0.623213,0.623213,0.035348,0.656926,0.037685,0.110485,0.041912,0.116242,0.051453,0.0
snap_fit_assembly,low_friction,combined_stress,test_time_tactile_adaptation,2,96,0.0,0.066127,0.4992,0.761982,0.718976,0.625645,0.625645,0.030839,0.650078,0.040362,0.107237,0.040308,0.109116,0.049495,0.0
snap_fit_assembly,low_friction,combined_stress,test_time_tactile_adaptation,3,96,0.0,0.066127,0.4992,0.761982,0.714284,0.614645,0.614645,0.036435,0.650815,0.04462,0.107167,0.039747,0.116075,0.054211,0.0
snap_fit_assembly,low_friction,combined_stress,test_time_tactile_adaptation,4,96,0.0,0.066127,0.4992,0.761982,0.720573,0.621688,0.621688,0.037929,0.648958,0.043757,0.108131,0.037498,0.113733,0.053745,0.0
snap_fit_assembly,low_friction,combined_stress,test_time_tactile_adaptation,5,96,0.0,0.066127,0.4992,0.761982,0.724503,0.623437,0.623437,0.036887,0.651594,0.046363,0.109224,0.039934,0.111243,0.054177,0.0
snap_fit_assembly,low_friction,combined_stress,test_time_tactile_adaptation,6,96,0.0,0.066127,0.4992,0.761982,0.722008,0.629722,0.629722,0.031338,0.658462,0.040161,0.104854,0.037216,0.1124,0.04987,0.0
snap_fit_assembly,low_friction,combined_stress,test_time_tactile_adaptation,7,96,0.0,0.066127,0.4992,0.761982,0.71226,0.620459,0.620459,0.029649,0.657526,0.039612,0.107344,0.036411,0.115662,0.049593,0.0
snap_fit_assembly,low_friction,combined_stress,test_time_tactile_adaptation,8,96,0.0,0.066127,0.4992,0.761982,0.718193,0.615503,0.615503,0.032543,0.65903,0.051592,0.1081,0.038274,0.115321,0.055255,0.0
snap_fit_assembly,low_friction,combined_stress,test_time_tactile_adaptation,9,96,0.0,0.066127,0.4992,0.761982,0.720237,0.622123,0.622123,0.036343,0.642144,0.042619,0.1082,0.039822,0.11396,0.053047,0.0
snap_fit_assembly,soft_compliance,combined_stress,test_time_tactile_adaptation,0,96,0.0,0.090696,0.4992,0.759747,0.71681,0.622329,0.622329,0.037055,0.641477,0.036954,0.108759,0.040409,0.113363,0.051087,0.0
snap_fit_assembly,soft_compliance,combined_stress,test_time_tactile_adaptation,1,96,0.0,0.090696,0.4992,0.759747,0.723142,0.626281,0.626281,0.040699,0.645132,0.037935,0.106466,0.041776,0.114036,0.052957,0.0
snap_fit_assembly,soft_compliance,combined_stress,test_time_tactile_adaptation,2,96,0.0,0.090696,0.4992,0.759747,0.708859,0.602147,0.602147,0.046438,0.653287,0.049101,0.104542,0.041393,0.110291,0.058439,0.0
snap_fit_assembly,soft_compliance,combined_stress,test_time_tactile_adaptation,3,96,0.0,0.090696,0.4992,0.759747,0.715223,0.616041,0.616041,0.040854,0.643623,0.041093,0.105141,0.043213,0.111915,0.053972,0.0
snap_fit_assembly,soft_compliance,combined_stress,test_time_tactile_adaptation,4,96,0.0,0.090696,0.4992,0.759747,0.732319,0.63802,0.63802,0.03483,0.65882,0.038314,0.107784,0.038827,0.117801,0.051488,0.0
snap_fit_assembly,soft_compliance,combined_stress,test_time_tactile_adaptation,5,96,0.0,0.090696,0.4992,0.759747,0.720114,0.618133,0.618133,0.043608,0.661395,0.044143,0.109385,0.038705,0.110352,0.055335,0.0
snap_fit_assembly,soft_compliance,combined_stress,test_time_tactile_adaptation,6,96,0.0,0.090696,0.4992,0.759747,0.722382,0.626515,0.626515,0.03245,0.656278,0.04084,0.10924,0.041289,0.114974,0.051377,0.0
snap_fit_assembly,soft_compliance,combined_stress,test_time_tactile_adaptation,7,96,0.0,0.090696,0.4992,0.759747,0.713314,0.615042,0.615042,0.035408,0.640509,0.042612,0.104674,0.043701,0.114943,0.053291,0.0
snap_fit_assembly,soft_compliance,combined_stress,test_time_tactile_adaptation,8,96,0.0,0.090696,0.4992,0.759747,0.719719,0.61608,0.61608,0.042025,0.651226,0.047173,0.109104,0.039171,0.110684,0.056054,0.0
snap_fit_assembly,soft_compliance,combined_stress,test_time_tactile_adaptation,9,96,0.0,0.090696,0.4992,0.759747,0.714081,0.624582,0.624582,0.028404,0.65236,0.035855,0.108878,0.039908,0.112173,0.047464,0.0
snap_fit_assembly,texture_aliasing,combined_stress,test_time_tactile_adaptation,0,96,0.0,0.11735,0.4992,0.757321,0.71976,0.617527,0.617527,0.043759,0.643205,0.045018,0.103031,0.041029,0.111932,0.056236,0.0
snap_fit_assembly,texture_aliasing,combined_stress,test_time_tactile_adaptation,1,96,0.0,0.11735,0.4992,0.757321,0.720503,0.618886,0.618886,0.031182,0.651772,0.049328,0.109583,0.041493,0.114131,0.054039,0.0
snap_fit_assembly,texture_aliasing,combined_stress,test_time_tactile_adaptation,2,96,0.0,0.11735,0.4992,0.757321,0.718953,0.615434,0.615434,0.044902,0.650329,0.042576,0.107991,0.043114,0.118772,0.057136,0.0
snap_fit_assembly,texture_aliasing,combined_stress,test_time_tactile_adaptation,3,96,0.0,0.11735,0.4992,0.757321,0.709369,0.602046,0.602046,0.046583,0.647232,0.046736,0.10612,0.046484,0.112951,0.058578,0.0
snap_fit_assembly,texture_aliasing,combined_stress,test_time_tactile_adaptation,4,96,0.0,0.11735,0.4992,0.757321,0.725404,0.62433,0.62433,0.040504,0.638771,0.044215,0.105943,0.041215,0.113592,0.055141,0.0
snap_fit_assembly,texture_aliasing,combined_stress,test_time_tactile_adaptation,5,96,0.0,0.11735,0.4992,0.757321,0.720398,0.613616,0.613616,0.0394,0.658908,0.052077,0.108504,0.040096,0.115108,0.057914,0.0
snap_fit_assembly,texture_aliasing,combined_stress,test_time_tactile_adaptation,6,96,0.0,0.11735,0.4992,0.757321,0.715659,0.612903,0.612903,0.043253,0.641644,0.043,0.110222,0.042062,0.114693,0.055897,0.0
snap_fit_assembly,texture_aliasing,combined_stress,test_time_tactile_adaptation,7,96,0.0,0.11735,0.4992,0.757321,0.712772,0.611746,0.611746,0.037675,0.654151,0.042403,0.108223,0.045944,0.118194,0.054792,0.0
snap_fit_assembly,texture_aliasing,combined_stress,test_time_tactile_adaptation,8,96,0.0,0.11735,0.4992,0.757321,0.732468,0.628161,0.628161,0.043283,0.658996,0.046268,0.108771,0.042174,0.10971,0.056264,0.0
snap_fit_assembly,texture_aliasing,combined_stress,test_time_tactile_adaptation,9,96,0.0,0.11735,0.4992,0.757321,0.72449,0.615593,0.615593,0.044434,0.645564,0.050532,0.108731,0.044242,0.111913,0.058878,0.0
snap_fit_assembly,taxel_bias,combined_stress,test_time_tactile_adaptation,0,96,0.0,0.131346,0.4992,0.756047,0.720759,0.612519,0.612519,0.049759,0.650299,0.045046,0.108917,0.046003,0.115264,0.059383,0.0
snap_fit_assembly,taxel_bias,combined_stress,test_time_tactile_adaptation,1,96,0.0,0.131346,0.4992,0.756047,0.712677,0.602715,0.602715,0.054231,0.647015,0.04391,0.109105,0.047668,0.115061,0.060602,0.0
snap_fit_assembly,taxel_bias,combined_stress,test_time_tactile_adaptation,2,96,0.0,0.131346,0.4992,0.756047,0.719883,0.608452,0.608452,0.052385,0.652126,0.04668,0.1089,0.048523,0.115234,0.061144,0.0
snap_fit_assembly,taxel_bias,combined_stress,test_time_tactile_adaptation,3,96,0.0,0.131346,0.4992,0.756047,0.723358,0.613174,0.613174,0.052486,0.651975,0.046557,0.108677,0.044146,0.117312,0.061068,0.0
snap_fit_assembly,taxel_bias,combined_stress,test_time_tactile_adaptation,4,96,0.0,0.131346,0.4992,0.756047,0.710776,0.599782,0.599782,0.055251,0.646749,0.043698,0.11234,0.046224,0.119066,0.061445,0.0
snap_fit_assembly,taxel_bias,combined_stress,test_time_tactile_adaptation,5,96,0.0,0.131346,0.4992,0.756047,0.705109,0.599009,0.599009,0.047798,0.651406,0.042488,0.110145,0.046288,0.117547,0.058184,0.0
snap_fit_assembly,taxel_bias,combined_stress,test_time_tactile_adaptation,6,96,0.0,0.131346,0.4992,0.756047,0.717509,0.611646,0.611646,0.043592,0.642179,0.045985,0.11095,0.044259,0.113716,0.05719,0.0
snap_fit_assembly,taxel_bias,combined_stress,test_time_tactile_adaptation,7,96,0.0,0.131346,0.4992,0.756047,0.715034,0.6039,0.6039,0.050541,0.651132,0.049919,0.105976,0.043888,0.117432,0.06168,0.0
snap_fit_assembly,taxel_bias,combined_stress,test_time_tactile_adaptation,8,96,0.0,0.131346,0.4992,0.756047,0.715286,0.608893,0.608893,0.052742,0.647375,0.042708,0.107618,0.043132,0.11314,0.05884,0.0
snap_fit_assembly,taxel_bias,combined_stress,test_time_tactile_adaptation,9,96,0.0,0.131346,0.4992,0.756047,0.71301,0.603717,0.603717,0.059704,0.645422,0.044096,0.104411,0.04031,0.116048,0.061976,0.0
snap_fit_assembly,transient_shear_spike,combined_stress,test_time_tactile_adaptation,0,96,0.0,0.132766,0.4992,0.755918,0.721267,0.608524,0.608524,0.049053,0.639934,0.053549,0.107287,0.04344,0.112826,0.061679,0.0
snap_fit_assembly,transient_shear_spike,combined_stress,test_time_tactile_adaptation,1,96,0.0,0.132766,0.4992,0.755918,0.716697,0.603962,0.603962,0.04838,0.645244,0.052149,0.10514,0.047411,0.117254,0.062113,0.0
snap_fit_assembly,transient_shear_spike,combined_stress,test_time_tactile_adaptation,2,96,0.0,0.132766,0.4992,0.755918,0.71249,0.59885,0.59885,0.048616,0.633874,0.054205,0.107818,0.043432,0.116939,0.06252,0.0
snap_fit_assembly,transient_shear_spike,combined_stress,test_time_tactile_adaptation,3,96,0.0,0.132766,0.4992,0.755918,0.715733,0.604467,0.604467,0.048508,0.648042,0.050487,0.107854,0.044854,0.11663,0.061156,0.0
snap_fit_assembly,transient_shear_spike,combined_stress,test_time_tactile_adaptation,4,96,0.0,0.132766,0.4992,0.755918,0.708098,0.595964,0.595964,0.045626,0.647011,0.05563,0.105175,0.042601,0.113871,0.061409,0.0
snap_fit_assembly,transient_shear_spike,combined_stress,test_time_tactile_adaptation,5,96,0.0,0.132766,0.4992,0.755918,0.718396,0.607561,0.607561,0.044088,0.639986,0.051448,0.111141,0.047125,0.111601,0.059341,0.0
snap_fit_assembly,transient_shear_spike,combined_stress,test_time_tactile_adaptation,6,96,0.0,0.132766,0.4992,0.755918,0.706609,0.592168,0.592168,0.045801,0.656736,0.057267,0.107887,0.043906,0.113902,0.062227,0.0
snap_fit_assembly,transient_shear_spike,combined_stress,test_time_tactile_adaptation,7,96,0.0,0.132766,0.4992,0.755918,0.709476,0.600792,0.600792,0.052342,0.657969,0.045664,0.106998,0.04176,0.120299,0.060978,0.0
snap_fit_assembly,transient_shear_spike,combined_stress,test_time_tactile_adaptation,8,96,0.0,0.132766,0.4992,0.755918,0.714574,0.604117,0.604117,0.045126,0.644234,0.05347,0.105769,0.042607,0.113991,0.060441,0.0
snap_fit_assembly,transient_shear_spike,combined_stress,test_time_tactile_adaptation,9,96,0.0,0.132766,0.4992,0.755918,0.715525,0.602733,0.602733,0.049317,0.649113,0.050771,0.108878,0.046269,0.118906,0.062091,0.0
snap_fit_assembly,latency_and_drift,combined_stress,test_time_tactile_adaptation,0,96,0.0,0.150889,0.4992,0.754269,0.714002,0.596493,0.596493,0.054679,0.653637,0.05428,0.107412,0.048523,0.113157,0.064438,0.0
snap_fit_assembly,latency_and_drift,combined_stress,test_time_tactile_adaptation,1,96,0.0,0.150889,0.4992,0.754269,0.713526,0.599882,0.599882,0.056005,0.644516,0.048444,0.110887,0.04498,0.115033,0.062654,0.0
snap_fit_assembly,latency_and_drift,combined_stress,test_time_tactile_adaptation,2,96,0.0,0.150889,0.4992,0.754269,0.718692,0.602939,0.602939,0.055413,0.644151,0.05227,0.107805,0.04404,0.1194,0.064599,0.0
snap_fit_assembly,latency_and_drift,combined_stress,test_time_tactile_adaptation,3,96,0.0,0.150889,0.4992,0.754269,0.713014,0.590551,0.590551,0.057924,0.642751,0.059881,0.105337,0.046723,0.11633,0.068061,0.0
snap_fit_assembly,latency_and_drift,combined_stress,test_time_tactile_adaptation,4,96,0.0,0.150889,0.4992,0.754269,0.71423,0.600602,0.600602,0.051128,0.648977,0.051111,0.110681,0.047202,0.111206,0.061543,0.0
snap_fit_assembly,latency_and_drift,combined_stress,test_time_tactile_adaptation,5,96,0.0,0.150889,0.4992,0.754269,0.706705,0.588686,0.588686,0.056676,0.643445,0.052813,0.107748,0.049044,0.116956,0.065295,0.0
snap_fit_assembly,latency_and_drift,combined_stress,test_time_tactile_adaptation,6,96,0.0,0.150889,0.4992,0.754269,0.724577,0.614126,0.614126,0.050612,0.652689,0.0475,0.107786,0.047239,0.114141,0.060527,0.0
snap_fit_assembly,latency_and_drift,combined_stress,test_time_tactile_adaptation,7,96,0.0,0.150889,0.4992,0.754269,0.706053,0.590523,0.590523,0.0529,0.645196,0.054267,0.109223,0.043014,0.114784,0.06357,0.0
snap_fit_assembly,latency_and_drift,combined_stress,test_time_tactile_adaptation,8,96,0.0,0.150889,0.4992,0.754269,0.716016,0.598497,0.598497,0.056713,0.645278,0.054432,0.107716,0.046398,0.109777,0.064366,0.0
snap_fit_assembly,latency_and_drift,combined_stress,test_time_tactile_adaptation,9,96,0.0,0.150889,0.4992,0.754269,0.713593,0.596896,0.596896,0.053644,0.654095,0.052851,0.109482,0.048032,0.116594,0.064112,0.0
snap_fit_assembly,compound_contact_shift,combined_stress,test_time_tactile_adaptation,0,96,0.0,0.203917,0.4992,0.749444,0.707877,0.584463,0.584463,0.054822,0.631845,0.061567,0.10619,0.050471,0.11393,0.067589,0.0
snap_fit_assembly,compound_contact_shift,combined_stress,test_time_tactile_adaptation,1,96,0.0,0.203917,0.4992,0.749444,0.716041,0.587956,0.587956,0.067623,0.64213,0.056893,0.107079,0.056124,0.11697,0.071278,0.0
snap_fit_assembly,compound_contact_shift,combined_stress,test_time_tactile_adaptation,2,96,0.0,0.203917,0.4992,0.749444,0.711894,0.58695,0.58695,0.057872,0.642394,0.060803,0.111103,0.048229,0.116925,0.068651,0.0
snap_fit_assembly,compound_contact_shift,combined_stress,test_time_tactile_adaptation,3,96,0.0,0.203917,0.4992,0.749444,0.703525,0.579056,0.579056,0.062632,0.640029,0.058988,0.106608,0.047136,0.117462,0.069567,0.0
snap_fit_assembly,compound_contact_shift,combined_stress,test_time_tactile_adaptation,4,96,0.0,0.203917,0.4992,0.749444,0.704082,0.582272,0.582272,0.059727,0.641633,0.053649,0.113092,0.052654,0.112528,0.066214,0.0
snap_fit_assembly,compound_contact_shift,combined_stress,test_time_tactile_adaptation,5,96,0.0,0.203917,0.4992,0.749444,0.71047,0.589524,0.589524,0.05583,0.645112,0.056364,0.108629,0.05007,0.118275,0.066697,0.0
snap_fit_assembly,compound_contact_shift,combined_stress,test_time_tactile_adaptation,6,96,0.0,0.203917,0.4992,0.749444,0.714802,0.588365,0.588365,0.063148,0.641464,0.056846,0.110942,0.051755,0.124875,0.070725,0.0
snap_fit_assembly,compound_contact_shift,combined_stress,test_time_tactile_adaptation,7,96,0.0,0.203917,0.4992,0.749444,0.720031,0.594107,0.594107,0.068812,0.640665,0.056626,0.106033,0.048956,0.117182,0.070902,0.0
snap_fit_assembly,compound_contact_shift,combined_stress,test_time_tactile_adaptation,8,96,0.0,0.203917,0.4992,0.749444,0.714851,0.588351,0.588351,0.065669,0.631914,0.058233,0.108712,0.04924,0.118188,0.070654,0.0
snap_fit_assembly,compound_contact_shift,combined_stress,test_time_tactile_adaptation,9,96,0.0,0.203917,0.4992,0.749444,0.703143,0.571886,0.571886,0.062237,0.643855,0.065818,0.110327,0.051888,0.113903,0.071863,0.0
tactile_servo_surface_follow,source_matched,combined_stress,test_time_tactile_adaptation,0,96,0.0,0.012276,0.5317,0.766883,0.717313,0.635268,0.635268,0.021879,0.663767,0.031325,0.111696,0.035742,0.1084,0.042429,0.0
tactile_servo_surface_follow,source_matched,combined_stress,test_time_tactile_adaptation,1,96,0.0,0.012276,0.5317,0.766883,0.721906,0.642601,0.642601,0.024264,0.659397,0.02619,0.111047,0.035802,0.109324,0.04146,0.0
tactile_servo_surface_follow,source_matched,combined_stress,test_time_tactile_adaptation,2,96,0.0,0.012276,0.5317,0.766883,0.72297,0.635824,0.635824,0.03073,0.671372,0.035099,0.104677,0.03424,0.111321,0.047247,0.0
tactile_servo_surface_follow,source_matched,combined_stress,test_time_tactile_adaptation,3,96,0.0,0.012276,0.5317,0.766883,0.719062,0.639409,0.639409,0.020427,0.657416,0.029862,0.108225,0.034597,0.112352,0.041976,0.0
tactile_servo_surface_follow,source_matched,combined_stress,test_time_tactile_adaptation,4,96,0.0,0.012276,0.5317,0.766883,0.719952,0.637915,0.637915,0.021977,0.649652,0.032122,0.107816,0.036443,0.108293,0.042816,0.0
tactile_servo_surface_follow,source_matched,combined_stress,test_time_tactile_adaptation,5,96,0.0,0.012276,0.5317,0.766883,0.722198,0.637819,0.637819,0.028727,0.655058,0.030877,0.106052,0.03833,0.108379,0.044842,0.0
tactile_servo_surface_follow,source_matched,combined_stress,test_time_tactile_adaptation,6,96,0.0,0.012276,0.5317,0.766883,0.723539,0.634525,0.634525,0.031502,0.658858,0.035453,0.109383,0.035534,0.109727,0.047487,0.0
tactile_servo_surface_follow,source_matched,combined_stress,test_time_tactile_adaptation,7,96,0.0,0.012276,0.5317,0.766883,0.721318,0.633195,0.633195,0.031721,0.666655,0.031706,0.109459,0.039607,0.113593,0.047241,0.0
tactile_servo_surface_follow,source_matched,combined_stress,test_time_tactile_adaptation,8,96,0.0,0.012276,0.5317,0.766883,0.740782,0.656264,0.656264,0.023921,0.664954,0.032223,0.108854,0.039037,0.112241,0.044485,0.0
tactile_servo_surface_follow,source_matched,combined_stress,test_time_tactile_adaptation,9,96,0.0,0.012276,0.5317,0.766883,0.719977,0.635935,0.635935,0.028231,0.65872,0.031446,0.107246,0.035851,0.108347,0.044635,0.0
tactile_servo_surface_follow,low_friction,combined_stress,test_time_tactile_adaptation,0,96,0.0,0.082933,0.5317,0.760453,0.702284,0.603674,0.603674,0.038557,0.649545,0.039704,0.108166,0.04552,0.112626,0.053022,0.0
tactile_servo_surface_follow,low_friction,combined_stress,test_time_tactile_adaptation,1,96,0.0,0.082933,0.5317,0.760453,0.717569,0.620639,0.620639,0.040482,0.646534,0.039552,0.108184,0.037254,0.114358,0.053104,0.0
tactile_servo_surface_follow,low_friction,combined_stress,test_time_tactile_adaptation,2,96,0.0,0.082933,0.5317,0.760453,0.718167,0.62354,0.62354,0.037914,0.657471,0.036725,0.105291,0.042449,0.113682,0.051554,0.0
tactile_servo_surface_follow,low_friction,combined_stress,test_time_tactile_adaptation,3,96,0.0,0.082933,0.5317,0.760453,0.719845,0.622043,0.622043,0.043619,0.651201,0.039182,0.107251,0.0388,0.109723,0.05335,0.0
