variant,split,seed,episodes,success_rate,tail_risk,calibration_error
observed_only_behavior_clone,nominal,0,600,0.6033,0.3967,0.0202
observed_only_behavior_clone,nominal,1,600,0.6067,0.3933,0.0137
observed_only_behavior_clone,nominal,2,600,0.5917,0.4083,0.0023
observed_only_behavior_clone,nominal,3,600,0.5867,0.4133,0.0054
observed_only_behavior_clone,nominal,4,600,0.6100,0.3900,0.0155
observed_only_behavior_clone,nominal,5,600,0.5983,0.4017,0.0139
observed_only_behavior_clone,nominal,6,600,0.5950,0.4050,0.0072
observed_only_behavior_clone,hidden_mode_shift,0,600,0.4317,0.5683,0.0282
observed_only_behavior_clone,hidden_mode_shift,1,600,0.4150,0.5850,0.0017
observed_only_behavior_clone,hidden_mode_shift,2,600,0.4133,0.5867,0.0037
observed_only_behavior_clone,hidden_mode_shift,3,600,0.4300,0.5700,0.0177
observed_only_behavior_clone,hidden_mode_shift,4,600,0.4050,0.5950,0.0098
observed_only_behavior_clone,hidden_mode_shift,5,600,0.4183,0.5817,0.0136
observed_only_behavior_clone,hidden_mode_shift,6,600,0.3983,0.6017,0.0098
observed_only_behavior_clone,embodiment_shift,0,600,0.4383,0.5617,0.0023
observed_only_behavior_clone,embodiment_shift,1,600,0.4433,0.5567,0.0025
observed_only_behavior_clone,embodiment_shift,2,600,0.4417,0.5583,0.0006
observed_only_behavior_clone,embodiment_shift,3,600,0.4467,0.5533,0.0017
observed_only_behavior_clone,embodiment_shift,4,600,0.4617,0.5383,0.0143
observed_only_behavior_clone,embodiment_shift,5,600,0.4333,0.5667,0.0040
observed_only_behavior_clone,embodiment_shift,6,600,0.4483,0.5517,0.0076
observed_only_behavior_clone,combined_stress,0,600,0.3067,0.6933,0.0118
observed_only_behavior_clone,combined_stress,1,600,0.3067,0.6933,0.0216
observed_only_behavior_clone,combined_stress,2,600,0.3150,0.6850,0.0097
observed_only_behavior_clone,combined_stress,3,600,0.3267,0.6733,0.0007
observed_only_behavior_clone,combined_stress,4,600,0.3700,0.6300,0.0402
observed_only_behavior_clone,combined_stress,5,600,0.3067,0.6933,0.0130
observed_only_behavior_clone,combined_stress,6,600,0.3367,0.6633,0.0135
data_augmentation_wam,nominal,0,600,0.6283,0.3717,0.0053
data_augmentation_wam,nominal,1,600,0.6250,0.3750,0.0110
data_augmentation_wam,nominal,2,600,0.6683,0.3317,0.0161
data_augmentation_wam,nominal,3,600,0.6317,0.3683,0.0053
data_augmentation_wam,nominal,4,600,0.6250,0.3750,0.0099
data_augmentation_wam,nominal,5,600,0.6117,0.3883,0.0178
data_augmentation_wam,nominal,6,600,0.6533,0.3467,0.0015
data_augmentation_wam,hidden_mode_shift,0,600,0.5017,0.4983,0.0183
data_augmentation_wam,hidden_mode_shift,1,600,0.4767,0.5233,0.0091
data_augmentation_wam,hidden_mode_shift,2,600,0.4900,0.5100,0.0119
data_augmentation_wam,hidden_mode_shift,3,600,0.4400,0.5600,0.0466
