stress_level,method,seed,n,mismatch,clean_retention,success,utility,harmful_transfer_rate,tactile_event_f1,damage_rate,query_cost,regret,calibration_ece,risk_score
0.0,conformal_tactile_risk_control,2,80,0.120007,0.623975,0.67498,0.57167,0.03803,0.616015,0.03688,0.156629,0.043051,0.088918,0.047255
0.0,conformal_tactile_risk_control,3,80,0.120007,0.623975,0.673229,0.569991,0.037911,0.616543,0.036855,0.157614,0.042395,0.088868,0.04713
0.0,conformal_tactile_risk_control,4,80,0.120007,0.623975,0.673915,0.570064,0.038381,0.616393,0.037662,0.15708,0.042155,0.088854,0.047571
0.0,conformal_tactile_risk_control,5,80,0.120007,0.623975,0.673904,0.570967,0.037844,0.616839,0.036559,0.157225,0.042328,0.089322,0.04707
0.0,conformal_tactile_risk_control,6,80,0.120007,0.623975,0.672793,0.570354,0.037696,0.617727,0.036351,0.156481,0.04211,0.088961,0.046854
0.0,conformal_tactile_risk_control,7,80,0.120007,0.623975,0.67295,0.569677,0.038179,0.61572,0.03668,0.157277,0.042651,0.089169,0.047235
0.0,conformal_tactile_risk_control,8,80,0.120007,0.623975,0.674039,0.571316,0.037648,0.616815,0.036613,0.156902,0.042349,0.088475,0.046874
0.0,conformal_tactile_risk_control,9,80,0.120007,0.623975,0.673834,0.570701,0.038332,0.616533,0.036628,0.156561,0.042631,0.089115,0.047255
0.0,domain_adversarial_tactile_transfer,0,80,0.120007,0.753919,0.703242,0.596972,0.052561,0.603194,0.047369,0.082334,0.045401,0.124361,0.062796
0.0,domain_adversarial_tactile_transfer,1,80,0.120007,0.753919,0.704862,0.599202,0.051546,0.602965,0.046952,0.083024,0.04527,0.124732,0.062346
0.0,domain_adversarial_tactile_transfer,2,80,0.120007,0.753919,0.703438,0.598258,0.051683,0.602903,0.046156,0.083263,0.045387,0.124377,0.062038
0.0,domain_adversarial_tactile_transfer,3,80,0.120007,0.753919,0.703751,0.597093,0.052709,0.602335,0.047464,0.083022,0.04544,0.125084,0.063016
0.0,domain_adversarial_tactile_transfer,4,80,0.120007,0.753919,0.703975,0.597888,0.051933,0.602126,0.047332,0.082831,0.04527,0.124859,0.062645
0.0,domain_adversarial_tactile_transfer,5,80,0.120007,0.753919,0.704365,0.598216,0.052659,0.602181,0.047064,0.082294,0.045456,0.124792,0.062796
0.0,domain_adversarial_tactile_transfer,6,80,0.120007,0.753919,0.70542,0.598911,0.052713,0.602654,0.047261,0.08298,0.045628,0.12465,0.062881
0.0,domain_adversarial_tactile_transfer,7,80,0.120007,0.753919,0.703398,0.596932,0.05264,0.601837,0.047267,0.083192,0.045384,0.124786,0.062859
0.0,domain_adversarial_tactile_transfer,8,80,0.120007,0.753919,0.704861,0.598531,0.053071,0.602502,0.046917,0.082939,0.045304,0.124878,0.062881
0.0,domain_adversarial_tactile_transfer,9,80,0.120007,0.753919,0.704344,0.598103,0.052448,0.603769,0.047209,0.082493,0.045452,0.125102,0.062835
0.0,ensemble_disagreement_filter,0,80,0.120007,0.682551,0.686946,0.580906,0.044177,0.625049,0.041963,0.130773,0.044121,0.101828,0.053707
0.0,ensemble_disagreement_filter,1,80,0.120007,0.682551,0.686781,0.580654,0.044411,0.624822,0.042154,0.130631,0.043742,0.101766,0.05381
0.0,ensemble_disagreement_filter,2,80,0.120007,0.682551,0.686374,0.580172,0.044088,0.625167,0.042143,0.131318,0.043757,0.102371,0.053807
0.0,ensemble_disagreement_filter,3,80,0.120007,0.682551,0.686453,0.581091,0.043224,0.624712,0.041756,0.130953,0.043427,0.102549,0.053365
0.0,ensemble_disagreement_filter,4,80,0.120007,0.682551,0.687222,0.580781,0.044583,0.625694,0.042134,0.13107,0.044087,0.102133,0.053962
0.0,ensemble_disagreement_filter,5,80,0.120007,0.682551,0.686122,0.580434,0.043688,0.625317,0.041885,0.130811,0.043745,0.102143,0.05353
0.0,ensemble_disagreement_filter,6,80,0.120007,0.682551,0.685754,0.579863,0.044086,0.624265,0.041855,0.130925,0.043688,0.10247,0.053707
0.0,ensemble_disagreement_filter,7,80,0.120007,0.682551,0.686068,0.579846,0.044225,0.625133,0.04211,0.130993,0.044099,0.10191,0.053792
0.0,ensemble_disagreement_filter,8,80,0.120007,0.682551,0.685867,0.580158,0.043881,0.625004,0.042009,0.130727,0.043393,0.101922,0.053568
0.0,ensemble_disagreement_filter,9,80,0.120007,0.682551,0.686336,0.580826,0.043325,0.625034,0.041862,0.130966,0.043752,0.101856,0.053347
0.0,frozen_tactile_pretraining,0,80,0.120007,0.839911,0.71633,0.608212,0.064054,0.508749,0.053328,0.033828,0.048531,0.14049,0.072185
0.0,frozen_tactile_pretraining,1,80,0.120007,0.839911,0.71605,0.607751,0.064309,0.509779,0.053409,0.033767,0.048648,0.14034,0.072287
0.0,frozen_tactile_pretraining,2,80,0.120007,0.839911,0.716572,0.608649,0.064279,0.50962,0.053012,0.033787,0.048398,0.140401,0.072111
0.0,frozen_tactile_pretraining,3,80,0.120007,0.839911,0.718502,0.610034,0.064022,0.508445,0.053756,0.033856,0.048713,0.14035,0.072329
0.0,frozen_tactile_pretraining,4,80,0.120007,0.839911,0.716947,0.609485,0.064095,0.510766,0.052712,0.033586,0.047998,0.140533,0.071918
0.0,frozen_tactile_pretraining,5,80,0.120007,0.839911,0.716443,0.607962,0.064614,0.510516,0.053794,0.033648,0.048099,0.140022,0.072424
0.0,frozen_tactile_pretraining,6,80,0.120007,0.839911,0.717638,0.609281,0.064597,0.509668,0.053633,0.033305,0.048178,0.140467,0.072445
0.0,frozen_tactile_pretraining,7,80,0.120007,0.839911,0.716218,0.60812,0.064245,0.510008,0.053537,0.033347,0.048166,0.140177,0.072236
0.0,frozen_tactile_pretraining,8,80,0.120007,0.839911,0.717447,0.610088,0.063344,0.509853,0.053254,0.033611,0.047491,0.140459,0.071805
0.0,frozen_tactile_pretraining,9,80,0.120007,0.839911,0.716578,0.608645,0.064081,0.510317,0.053349,0.033174,0.048501,0.14,0.07211
0.0,invariant_risk_tactile_alignment,0,80,0.120007,0.725255,0.698333,0.595394,0.04893,0.609678,0.044305,0.089216,0.044483,0.118933,0.059328
0.0,invariant_risk_tactile_alignment,1,80,0.120007,0.725255,0.69905,0.5954,0.049444,0.610245,0.044825,0.089317,0.044794,0.118718,0.059693
0.0,invariant_risk_tactile_alignment,2,80,0.120007,0.725255,0.699716,0.596494,0.049006,0.61106,0.04465,0.089007,0.044505,0.11922,0.059539
0.0,invariant_risk_tactile_alignment,3,80,0.120007,0.725255,0.69795,0.594406,0.049297,0.610306,0.044834,0.089131,0.044707,0.118902,0.059671
0.0,invariant_risk_tactile_alignment,4,80,0.120007,0.725255,0.698441,0.595286,0.048771,0.611104,0.044812,0.089041,0.044439,0.118644,0.059411
0.0,invariant_risk_tactile_alignment,5,80,0.120007,0.725255,0.69878,0.595684,0.048817,0.609604,0.044698,0.088957,0.044412,0.118912,0.059428
0.0,invariant_risk_tactile_alignment,6,80,0.120007,0.725255,0.698926,0.596332,0.048565,0.60957,0.044232,0.088837,0.044333,0.118978,0.05917
0.0,invariant_risk_tactile_alignment,7,80,0.120007,0.725255,0.698674,0.595651,0.049067,0.609805,0.04447,0.089316,0.04424,0.118579,0.059349
0.0,invariant_risk_tactile_alignment,8,80,0.120007,0.725255,0.698583,0.595055,0.049033,0.608907,0.045057,0.088994,0.044704,0.118637,0.059618
0.0,invariant_risk_tactile_alignment,9,80,0.120007,0.725255,0.697676,0.594438,0.049092,0.61148,0.044549,0.088933,0.044807,0.118975,0.059516
0.0,oracle_contact_shift_feature_selector,0,80,0.120007,0.892176,0.864878,0.803939,0.016731,0.930169,0.028914,0.066424,0.032031,0.059584,0.030604
0.0,oracle_contact_shift_feature_selector,1,80,0.120007,0.892176,0.864603,0.803757,0.016506,0.929831,0.028814,0.066738,0.031974,0.059851,0.030532
0.0,oracle_contact_shift_feature_selector,2,80,0.120007,0.892176,0.864993,0.803684,0.016534,0.930172,0.029549,0.066947,0.031546,0.059821,0.030773
0.0,oracle_contact_shift_feature_selector,3,80,0.120007,0.892176,0.866299,0.804986,0.016788,0.930047,0.029272,0.067336,0.03166,0.059597,0.030725
0.0,oracle_contact_shift_feature_selector,4,80,0.120007,0.892176,0.865926,0.80494,0.016879,0.929978,0.02896,0.066767,0.031287,0.060494,0.030761
0.0,oracle_contact_shift_feature_selector,5,80,0.120007,0.892176,0.865601,0.803939,0.016768,0.930549,0.029544,0.067144,0.032019,0.060309,0.030985
0.0,oracle_contact_shift_feature_selector,6,80,0.120007,0.892176,0.865399,0.804288,0.016553,0.929877,0.029034,0.066753,0.032112,0.060132,0.030696
0.0,oracle_contact_shift_feature_selector,7,80,0.120007,0.892176,0.865264,0.803789,0.016527,0.930225,0.029672,0.066987,0.031769,0.05981,0.030837
0.0,oracle_contact_shift_feature_selector,8,80,0.120007,0.892176,0.865503,0.804032,0.017022,0.929322,0.029578,0.066805,0.031429,0.059746,0.030924
0.0,oracle_contact_shift_feature_selector,9,80,0.120007,0.892176,0.86466,0.80372,0.016022,0.930051,0.029216,0.067388,0.031602,0.059769,0.030468
0.0,proposed_negative_transfer_guard_v4,0,80,0.120007,0.768472,0.755351,0.661152,0.036445,0.717472,0.037938,0.116714,0.0399,0.093991,0.047716
0.0,proposed_negative_transfer_guard_v4,1,80,0.120007,0.768472,0.75561,0.660844,0.03642,0.717577,0.038675,0.117013,0.04004,0.093344,0.047885
0.0,proposed_negative_transfer_guard_v4,2,80,0.120007,0.768472,0.756037,0.66233,0.035239,0.717364,0.038147,0.116619,0.039979,0.093094,0.047232
0.0,proposed_negative_transfer_guard_v4,3,80,0.120007,0.768472,0.755492,0.661633,0.035892,0.717958,0.03787,0.116823,0.039987,0.093224,0.047373
0.0,proposed_negative_transfer_guard_v4,4,80,0.120007,0.768472,0.755689,0.661132,0.035881,0.717753,0.038737,0.116661,0.040206,0.093443,0.04776
0.0,proposed_negative_transfer_guard_v4,5,80,0.120007,0.768472,0.755211,0.660896,0.036393,0.718028,0.037883,0.117201,0.040318,0.09349,0.047629
0.0,proposed_negative_transfer_guard_v4,6,80,0.120007,0.768472,0.75599,0.661352,0.036046,0.718804,0.038697,0.117269,0.039978,0.093249,0.047743
0.0,proposed_negative_transfer_guard_v4,7,80,0.120007,0.768472,0.755517,0.660915,0.036267,0.71772,0.038521,0.116709,0.040266,0.093467,0.047819
0.0,proposed_negative_transfer_guard_v4,8,80,0.120007,0.768472,0.754807,0.660377,0.035754,0.717327,0.038686,0.117064,0.039559,0.094165,0.047763
0.0,proposed_negative_transfer_guard_v4,9,80,0.120007,0.768472,0.755775,0.66161,0.035459,0.717063,0.038203,0.11708,0.040448,0.093645,0.047474
0.0,sensor_health_filter,0,80,0.120007,0.635439,0.671327,0.572523,0.039855,0.651043,0.040204,0.117536,0.042536,0.097073,0.050555
0.0,sensor_health_filter,1,80,0.120007,0.635439,0.673358,0.574946,0.038804,0.65172,0.040322,0.117632,0.042291,0.0975,0.050295
0.0,sensor_health_filter,2,80,0.120007,0.635439,0.67143,0.571773,0.040373,0.651131,0.040904,0.117596,0.042508,0.097898,0.051142
0.0,sensor_health_filter,3,80,0.120007,0.635439,0.671726,0.573451,0.039565,0.652038,0.039726,0.117708,0.042075,0.097613,0.050326
0.0,sensor_health_filter,4,80,0.120007,0.635439,0.671102,0.572019,0.03948,0.650405,0.040959,0.117537,0.041917,0.097799,0.050783
0.0,sensor_health_filter,5,80,0.120007,0.635439,0.67231,0.57407,0.039319,0.652107,0.039861,0.117268,0.04236,0.097457,0.050294
0.0,sensor_health_filter,6,80,0.120007,0.635439,0.671201,0.572443,0.040123,0.650073,0.039906,0.117751,0.042439,0.097383,0.050579
0.0,sensor_health_filter,7,80,0.120007,0.635439,0.671642,0.572726,0.039676,0.650882,0.040355,0.11807,0.042109,0.097907,0.050659
0.0,sensor_health_filter,8,80,0.120007,0.635439,0.671812,0.573269,0.039422,0.650615,0.040154,0.11797,0.042015,0.097424,0.0504
0.0,sensor_health_filter,9,80,0.120007,0.635439,0.670869,0.57241,0.039085,0.650491,0.040213,0.117498,0.042398,0.097469,0.050354
0.0,test_time_tactile_adaptation,0,80,0.120007,0.757079,0.716957,0.611226,0.046467,0.650531,0.044883,0.107967,0.044117,0.114483,0.057873
0.0,test_time_tactile_adaptation,1,80,0.120007,0.757079,0.717772,0.613094,0.045899,0.650738,0.044048,0.108333,0.043361,0.114329,0.057259
0.0,test_time_tactile_adaptation,2,80,0.120007,0.757079,0.716701,0.611083,0.046507,0.650595,0.04462,0.108,0.044155,0.114844,0.057855
0.0,test_time_tactile_adaptation,3,80,0.120007,0.757079,0.717563,0.611852,0.046659,0.650002,0.045002,0.107552,0.0437,0.114725,0.057985
0.0,test_time_tactile_adaptation,4,80,0.120007,0.757079,0.717096,0.611537,0.04656,0.649569,0.04449,0.107976,0.044169,0.114957,0.057846
0.0,test_time_tactile_adaptation,5,80,0.120007,0.757079,0.717155,0.610893,0.047533,0.651209,0.044918,0.107974,0.044089,0.114752,0.058294
0.0,test_time_tactile_adaptation,6,80,0.120007,0.757079,0.717482,0.612241,0.045972,0.650626,0.044619,0.10796,0.04391,0.114447,0.057577
0.0,test_time_tactile_adaptation,7,80,0.120007,0.757079,0.716881,0.612067,0.0454,0.652584,0.044405,0.107687,0.043743,0.115298,0.057438
0.0,test_time_tactile_adaptation,8,80,0.120007,0.757079,0.718276,0.613209,0.045586,0.651355,0.044649,0.107732,0.043712,0.115201,0.057573
0.0,test_time_tactile_adaptation,9,80,0.120007,0.757079,0.71813,0.612596,0.046228,0.650485,0.044904,0.108084,0.043659,0.114612,0.057777
0.2,action_critical_tactile_transfer_guard_v5,0,80,0.172347,0.822143,0.775823,0.689708,0.027622,0.814564,0.034957,0.121385,0.037761,0.075235,0.039994
0.2,action_critical_tactile_transfer_guard_v5,1,80,0.172347,0.822143,0.775962,0.690003,0.028089,0.814007,0.034508,0.121274,0.037728,0.075254,0.039982
0.2,action_critical_tactile_transfer_guard_v5,2,80,0.172347,0.822143,0.776098,0.689953,0.027665,0.813339,0.035192,0.121407,0.037382,0.074847,0.03999
0.2,action_critical_tactile_transfer_guard_v5,3,80,0.172347,0.822143,0.77605,0.69013,0.028215,0.815212,0.034365,0.121428,0.037666,0.075215,0.039957
0.2,action_critical_tactile_transfer_guard_v5,4,80,0.172347,0.822143,0.77639,0.689596,0.028351,0.813814,0.035341,0.121444,0.037876,0.07538,0.040425
0.2,action_critical_tactile_transfer_guard_v5,5,80,0.172347,0.822143,0.774945,0.688621,0.028074,0.815274,0.035046,0.121159,0.037658,0.075423,0.040205
0.2,action_critical_tactile_transfer_guard_v5,6,80,0.172347,0.822143,0.77623,0.690152,0.028044,0.813858,0.034496,0.121355,0.038104,0.075329,0.040013
0.2,action_critical_tactile_transfer_guard_v5,7,80,0.172347,0.822143,0.775096,0.688967,0.028362,0.81325,0.034491,0.121368,0.037828,0.07531,0.040088
0.2,action_critical_tactile_transfer_guard_v5,8,80,0.172347,0.822143,0.774584,0.68776,0.028414,0.813541,0.035365,0.121127,0.037941,0.075658,0.040512
0.2,action_critical_tactile_transfer_guard_v5,9,80,0.172347,0.822143,0.775493,0.689616,0.027874,0.813599,0.034573,0.121268,0.037562,0.075427,0.039948
0.2,conformal_tactile_risk_control,0,80,0.172347,0.613821,0.656984,0.539603,0.046562,0.611535,0.040363,0.184313,0.046742,0.092109,0.052423
0.2,conformal_tactile_risk_control,1,80,0.172347,0.613821,0.65703,0.540276,0.046314,0.610288,0.03974,0.184255,0.046468,0.092491,0.052143
0.2,conformal_tactile_risk_control,2,80,0.172347,0.613821,0.65556,0.537868,0.04666,0.611541,0.040458,0.184666,0.047046,0.09229,0.052555
0.2,conformal_tactile_risk_control,3,80,0.172347,0.613821,0.655635,0.537552,0.047741,0.611443,0.040156,0.184537,0.047479,0.092444,0.052879
0.2,conformal_tactile_risk_control,4,80,0.172347,0.613821,0.655665,0.537622,0.047059,0.610949,0.0407,0.184794,0.04704,0.092007,0.052731
0.2,conformal_tactile_risk_control,5,80,0.172347,0.613821,0.65559,0.53841,0.04641,0.611502,0.04007,0.184537,0.046652,0.092635,0.052346
0.2,conformal_tactile_risk_control,6,80,0.172347,0.613821,0.656172,0.538495,0.047259,0.611583,0.04028,0.184764,0.046734,0.091671,0.052549
0.2,conformal_tactile_risk_control,7,80,0.172347,0.613821,0.656335,0.538701,0.046858,0.610722,0.040422,0.184605,0.046707,0.092304,0.052577
0.2,conformal_tactile_risk_control,8,80,0.172347,0.613821,0.657087,0.539785,0.046863,0.611056,0.039952,0.184627,0.046887,0.091892,0.052345
0.2,conformal_tactile_risk_control,9,80,0.172347,0.613821,0.656655,0.539003,0.047239,0.611494,0.039961,0.184854,0.047105,0.092349,0.05258
0.2,domain_adversarial_tactile_transfer,0,80,0.172347,0.746796,0.685641,0.56346,0.064416,0.599009,0.053776,0.098009,0.050577,0.13044,0.070874
0.2,domain_adversarial_tactile_transfer,1,80,0.172347,0.746796,0.686179,0.564273,0.063792,0.597027,0.053597,0.098207,0.050854,0.130489,0.07063
0.2,domain_adversarial_tactile_transfer,2,80,0.172347,0.746796,0.685767,0.563606,0.06429,0.596821,0.054,0.097752,0.050426,0.130236,0.070863
0.2,domain_adversarial_tactile_transfer,3,80,0.172347,0.746796,0.686174,0.564254,0.06429,0.597536,0.053486,0.097803,0.050767,0.1304,0.070732
0.2,domain_adversarial_tactile_transfer,4,80,0.172347,0.746796,0.686335,0.565001,0.063599,0.597298,0.053259,0.097722,0.050598,0.1301,0.07034
0.2,domain_adversarial_tactile_transfer,5,80,0.172347,0.746796,0.686128,0.564185,0.063591,0.598115,0.053915,0.098281,0.050355,0.130792,0.070686
0.2,domain_adversarial_tactile_transfer,6,80,0.172347,0.746796,0.68661,0.564458,0.063592,0.599063,0.054205,0.09813,0.050713,0.130059,0.070701
0.2,domain_adversarial_tactile_transfer,7,80,0.172347,0.746796,0.686918,0.565339,0.064038,0.600136,0.053351,0.097716,0.050652,0.129794,0.070475
0.2,domain_adversarial_tactile_transfer,8,80,0.172347,0.746796,0.687292,0.565639,0.063392,0.596947,0.053835,0.09776,0.050519,0.130129,0.070486
0.2,domain_adversarial_tactile_transfer,9,80,0.172347,0.746796,0.685186,0.562924,0.064336,0.598275,0.054039,0.097679,0.050698,0.130069,0.070891
0.2,ensemble_disagreement_filter,0,80,0.172347,0.670445,0.668712,0.547703,0.052952,0.620432,0.046956,0.154815,0.048537,0.107011,0.059963
0.2,ensemble_disagreement_filter,1,80,0.172347,0.670445,0.668239,0.546892,0.053442,0.620482,0.047172,0.154399,0.048807,0.106714,0.060185
0.2,ensemble_disagreement_filter,2,80,0.172347,0.670445,0.668441,0.547185,0.053642,0.618775,0.046895,0.15445,0.048868,0.106652,0.060142
0.2,ensemble_disagreement_filter,3,80,0.172347,0.670445,0.668792,0.547191,0.053599,0.617287,0.047514,0.15465,0.048435,0.106658,0.060321
0.2,ensemble_disagreement_filter,4,80,0.172347,0.670445,0.669256,0.547888,0.053892,0.618853,0.047014,0.154835,0.048308,0.106695,0.060224
0.2,ensemble_disagreement_filter,5,80,0.172347,0.670445,0.668805,0.547709,0.053476,0.619828,0.046787,0.154672,0.048845,0.106263,0.059973
0.2,ensemble_disagreement_filter,6,80,0.172347,0.670445,0.670354,0.549733,0.052803,0.620301,0.046701,0.15481,0.048312,0.106527,0.059706
0.2,ensemble_disagreement_filter,7,80,0.172347,0.670445,0.668534,0.546613,0.053696,0.620784,0.047733,0.155018,0.048462,0.106867,0.060477
0.2,ensemble_disagreement_filter,8,80,0.172347,0.670445,0.667822,0.546471,0.053678,0.619657,0.046944,0.154666,0.048931,0.106432,0.06014
0.2,ensemble_disagreement_filter,9,80,0.172347,0.670445,0.667667,0.546474,0.053999,0.619819,0.046698,0.154577,0.048613,0.106447,0.060127
0.2,frozen_tactile_pretraining,0,80,0.172347,0.833003,0.695005,0.56939,0.079459,0.502593,0.06184,0.040729,0.054421,0.147683,0.08254
0.2,frozen_tactile_pretraining,1,80,0.172347,0.833003,0.695105,0.569259,0.079572,0.503767,0.06199,0.04071,0.054964,0.146841,0.082539
0.2,frozen_tactile_pretraining,2,80,0.172347,0.833003,0.695551,0.568968,0.080314,0.503617,0.062482,0.041063,0.054604,0.147478,0.083056
0.2,frozen_tactile_pretraining,3,80,0.172347,0.833003,0.694333,0.56831,0.080047,0.502975,0.061862,0.040998,0.054829,0.147155,0.082694
0.2,frozen_tactile_pretraining,4,80,0.172347,0.833003,0.694196,0.568876,0.07854,0.504123,0.062022,0.041065,0.054299,0.147258,0.082208
0.2,frozen_tactile_pretraining,5,80,0.172347,0.833003,0.693779,0.568081,0.079532,0.504254,0.06179,0.041323,0.054579,0.146899,0.082421
0.2,frozen_tactile_pretraining,6,80,0.172347,0.833003,0.694571,0.568677,0.079014,0.503314,0.062358,0.041081,0.05459,0.147381,0.082549
0.2,frozen_tactile_pretraining,7,80,0.172347,0.833003,0.694977,0.569101,0.079829,0.502614,0.061918,0.040774,0.054658,0.147276,0.082646
0.2,frozen_tactile_pretraining,8,80,0.172347,0.833003,0.693107,0.566801,0.080156,0.502347,0.06231,0.040677,0.05473,0.147202,0.0829
0.2,frozen_tactile_pretraining,9,80,0.172347,0.833003,0.694258,0.56869,0.079311,0.503257,0.061763,0.040727,0.05485,0.147177,0.082413
0.2,invariant_risk_tactile_alignment,0,80,0.172347,0.71806,0.680179,0.56201,0.059567,0.605934,0.050498,0.105478,0.049655,0.124172,0.066758
0.2,invariant_risk_tactile_alignment,1,80,0.172347,0.71806,0.679163,0.560832,0.059636,0.604571,0.050838,0.105441,0.049449,0.123775,0.066819
0.2,invariant_risk_tactile_alignment,2,80,0.172347,0.71806,0.680766,0.563068,0.059422,0.607223,0.050412,0.104832,0.049225,0.123646,0.066539
0.2,invariant_risk_tactile_alignment,3,80,0.172347,0.71806,0.681648,0.5636,0.059595,0.604814,0.05049,0.104979,0.049441,0.124595,0.06682
0.2,invariant_risk_tactile_alignment,4,80,0.172347,0.71806,0.679491,0.562008,0.059593,0.604735,0.049801,0.105519,0.049141,0.123952,0.066412
0.2,invariant_risk_tactile_alignment,5,80,0.172347,0.71806,0.6808,0.562907,0.059577,0.605503,0.050396,0.104994,0.049323,0.124238,0.066702
0.2,invariant_risk_tactile_alignment,6,80,0.172347,0.71806,0.680699,0.562309,0.05979,0.605419,0.05078,0.105756,0.049475,0.12341,0.066786
0.2,invariant_risk_tactile_alignment,7,80,0.172347,0.71806,0.681358,0.562912,0.06026,0.605925,0.050779,0.105102,0.049247,0.123921,0.067015
0.2,invariant_risk_tactile_alignment,8,80,0.172347,0.71806,0.680213,0.562148,0.059959,0.604545,0.050326,0.105277,0.04943,0.123864,0.066749
0.2,invariant_risk_tactile_alignment,9,80,0.172347,0.71806,0.680219,0.562364,0.05964,0.605652,0.050061,0.105283,0.049724,0.124149,0.06662
0.2,oracle_contact_shift_feature_selector,0,80,0.172347,0.886864,0.854237,0.787975,0.018707,0.926275,0.03043,0.07971,0.033102,0.05997,0.032028
0.2,oracle_contact_shift_feature_selector,1,80,0.172347,0.886864,0.85363,0.787743,0.018489,0.927826,0.030293,0.079371,0.032675,0.060274,0.031914
0.2,oracle_contact_shift_feature_selector,2,80,0.172347,0.886864,0.853474,0.787256,0.019239,0.92732,0.030015,0.079881,0.03274,0.060814,0.032168
0.2,oracle_contact_shift_feature_selector,3,80,0.172347,0.886864,0.855437,0.790174,0.017614,0.927231,0.029779,0.079629,0.033019,0.060127,0.031429
0.2,oracle_contact_shift_feature_selector,4,80,0.172347,0.886864,0.853806,0.787979,0.018975,0.927407,0.029733,0.079859,0.032736,0.060338,0.031885
0.2,oracle_contact_shift_feature_selector,5,80,0.172347,0.886864,0.854255,0.788437,0.018343,0.927521,0.030334,0.079693,0.032396,0.060139,0.031828
0.2,oracle_contact_shift_feature_selector,6,80,0.172347,0.886864,0.856049,0.790334,0.018492,0.927028,0.029953,0.079402,0.032923,0.060203,0.031798
0.2,oracle_contact_shift_feature_selector,7,80,0.172347,0.886864,0.854707,0.78911,0.018354,0.926696,0.029946,0.079838,0.032407,0.060355,0.031725
0.2,oracle_contact_shift_feature_selector,8,80,0.172347,0.886864,0.854648,0.788683,0.018542,0.92703,0.030177,0.079836,0.032878,0.060038,0.031866
0.2,oracle_contact_shift_feature_selector,9,80,0.172347,0.886864,0.854421,0.788265,0.01944,0.927618,0.030033,0.079289,0.032828,0.060294,0.032158
0.2,proposed_negative_transfer_guard_v4,0,80,0.172347,0.759646,0.740554,0.633792,0.043385,0.71301,0.042199,0.137838,0.043903,0.096985,0.052634
0.2,proposed_negative_transfer_guard_v4,1,80,0.172347,0.759646,0.738845,0.632608,0.042839,0.713384,0.041846,0.138295,0.043513,0.097028,0.052283
0.2,proposed_negative_transfer_guard_v4,2,80,0.172347,0.759646,0.73918,0.632465,0.043597,0.712614,0.042184,0.137527,0.04365,0.097133,0.052702
0.2,proposed_negative_transfer_guard_v4,3,80,0.172347,0.759646,0.739751,0.633642,0.042673,0.71293,0.042123,0.137612,0.043514,0.096138,0.052172
0.2,proposed_negative_transfer_guard_v4,4,80,0.172347,0.759646,0.739886,0.63387,0.042443,0.713272,0.04197,0.137767,0.04357,0.096728,0.052147
0.2,proposed_negative_transfer_guard_v4,5,80,0.172347,0.759646,0.73969,0.633292,0.043191,0.712176,0.04195,0.137822,0.043761,0.09662,0.052394
0.2,proposed_negative_transfer_guard_v4,6,80,0.172347,0.759646,0.7388,0.631392,0.044047,0.712403,0.042653,0.138036,0.044021,0.096405,0.052939
0.2,proposed_negative_transfer_guard_v4,7,80,0.172347,0.759646,0.740349,0.633673,0.043492,0.714154,0.042153,0.137677,0.043748,0.096856,0.052614
