task,regime,split,method,n,stress,mismatch,action_criticality,clean_retention,success,success_ci95,utility,utility_ci95,deploy_utility,harmful_transfer_rate,harmful_transfer_rate_ci95,tactile_event_f1,tactile_event_f1_ci95,damage_rate,damage_rate_ci95,query_cost,query_cost_ci95,regret,regret_ci95,calibration_ece,risk_score
cable_threading,compound_contact_shift,combined_stress,proposed_negative_transfer_guard_v4,10,0.88,0.602958,0.732,0.717158,0.688904,0.002879,0.507253,0.00408,0.507253,0.110231,0.002704,0.675409,0.003419,0.064976,0.002119,0.214459,0.001337,0.0717,0.001202,0.115336,0.0901
cable_threading,compound_contact_shift,combined_stress,scratch_tactile_policy,10,0.88,0.602958,0.732,0.331214,0.48436,0.003637,0.263859,0.004852,0.263859,0.171406,0.002341,0.39564,0.005467,0.096954,0.001432,0.097933,0.001572,0.093117,0.00188,0.168995,0.134852
cable_threading,compound_contact_shift,combined_stress,sensor_health_filter,10,0.88,0.602958,0.732,0.579817,0.596528,0.003344,0.401202,0.004519,0.401202,0.124354,0.001034,0.611543,0.0043,0.07243,0.001773,0.21054,0.001397,0.079892,0.001198,0.115699,0.098619
cable_threading,compound_contact_shift,combined_stress,test_time_tactile_adaptation,10,0.88,0.602958,0.732,0.701515,0.639325,0.004604,0.425124,0.005164,0.425124,0.144049,0.00206,0.60714,0.003863,0.08325,0.001365,0.194615,0.001115,0.085225,0.001057,0.147397,0.115665
cable_threading,compound_contact_shift,combined_stress,uncertainty_gated_transfer,10,0.88,0.602958,0.732,0.578586,0.572771,0.004097,0.337419,0.004929,0.337419,0.155303,0.002829,0.540316,0.00384,0.082958,0.00078,0.262159,0.001267,0.092058,0.001253,0.141186,0.118946
cable_threading,compound_contact_shift,friction_compliance_shift,action_critical_tactile_transfer_guard_v5,10,0.58,0.4548,0.6428,0.804235,0.756525,0.005273,0.643109,0.007094,0.643109,0.048001,0.004263,0.795601,0.004318,0.042986,0.001462,0.160795,0.00141,0.047433,0.001386,0.078771,0.051577
cable_threading,compound_contact_shift,friction_compliance_shift,conformal_tactile_risk_control,10,0.58,0.4548,0.6428,0.581681,0.61911,0.003121,0.452422,0.004206,0.452422,0.091253,0.003244,0.584575,0.004848,0.05315,0.001846,0.239059,0.001528,0.066973,0.001407,0.102237,0.076323
cable_threading,compound_contact_shift,friction_compliance_shift,contrastive_tactile_pretraining,10,0.58,0.4548,0.6428,0.792646,0.676337,0.003101,0.489683,0.003197,0.489683,0.134091,0.002362,0.56735,0.004338,0.08378,0.002238,0.100793,0.000392,0.07712,0.001846,0.14553,0.111335
cable_threading,compound_contact_shift,friction_compliance_shift,domain_adversarial_tactile_transfer,10,0.58,0.4548,0.6428,0.714229,0.639352,0.003393,0.453657,0.004048,0.453657,0.125076,0.002713,0.572498,0.004399,0.080804,0.001948,0.125139,0.001491,0.077141,0.00142,0.145,0.107046
cable_threading,compound_contact_shift,friction_compliance_shift,ensemble_disagreement_filter,10,0.58,0.4548,0.6428,0.633644,0.630566,0.006066,0.452992,0.008517,0.452992,0.102671,0.003909,0.592309,0.003506,0.066768,0.00251,0.201408,0.000871,0.073256,0.001599,0.118434,0.088924
cable_threading,compound_contact_shift,friction_compliance_shift,frozen_tactile_pretraining,10,0.58,0.4548,0.6428,0.796562,0.629857,0.003269,0.425791,0.003424,0.425791,0.1611,0.002242,0.476219,0.00393,0.098073,0.002055,0.052618,0.001146,0.08725,0.001208,0.162508,0.130018
cable_threading,compound_contact_shift,friction_compliance_shift,full_finetune_pretraining,10,0.58,0.4548,0.6428,0.756787,0.654276,0.00412,0.460134,0.005507,0.460134,0.140359,0.002076,0.533586,0.001837,0.088147,0.001795,0.099134,0.000772,0.08057,0.001203,0.151335,0.116515
cable_threading,compound_contact_shift,friction_compliance_shift,invariant_risk_tactile_alignment,10,0.58,0.4548,0.6428,0.686784,0.639871,0.003584,0.462045,0.004169,0.462045,0.116378,0.002194,0.578586,0.003663,0.075477,0.001784,0.134336,0.001378,0.074307,0.001088,0.135599,0.100088
cable_threading,compound_contact_shift,friction_compliance_shift,masked_autoencoder_tactile_pretraining,10,0.58,0.4548,0.6428,0.77656,0.665568,0.003833,0.477158,0.0056,0.477158,0.135898,0.002998,0.555729,0.003188,0.08463,0.001986,0.097639,0.001028,0.079552,0.001685,0.147434,0.112858
cable_threading,compound_contact_shift,friction_compliance_shift,no_tactile_policy,10,0.58,0.4548,0.6428,0.120876,0.44653,0.003509,0.266306,0.003853,0.266306,0.132578,0.001702,0.24245,0.0032,0.092679,0.002172,0.026776,0.001531,0.083999,0.000899,0.160092,0.117511
cable_threading,compound_contact_shift,friction_compliance_shift,oracle_contact_shift_feature_selector,10,0.58,0.4548,0.6428,0.875819,0.849259,0.002655,0.77123,0.002295,0.77123,0.025623,0.001522,0.913443,0.00431,0.032578,0.002625,0.105827,0.000704,0.036498,0.001605,0.061911,0.035885
cable_threading,compound_contact_shift,friction_compliance_shift,proposed_negative_transfer_guard_v4,10,0.58,0.4548,0.6428,0.733837,0.711018,0.004129,0.562992,0.003799,0.562992,0.079974,0.002315,0.691073,0.004175,0.054994,0.001279,0.178996,0.001073,0.060274,0.001077,0.105633,0.07313
cable_threading,compound_contact_shift,friction_compliance_shift,scratch_tactile_policy,10,0.58,0.4548,0.6428,0.349448,0.516889,0.003994,0.336486,0.004515,0.336486,0.126984,0.002184,0.415892,0.003316,0.085032,0.001194,0.079155,0.001118,0.078603,0.001621,0.148079,0.110001
cable_threading,compound_contact_shift,friction_compliance_shift,sensor_health_filter,10,0.58,0.4548,0.6428,0.597494,0.616486,0.002305,0.454921,0.003396,0.454921,0.091436,0.002994,0.622923,0.003985,0.063408,0.001413,0.177983,0.001286,0.06752,0.000918,0.106114,0.081036
cable_threading,compound_contact_shift,friction_compliance_shift,test_time_tactile_adaptation,10,0.58,0.4548,0.6428,0.718957,0.664535,0.003836,0.485771,0.004421,0.485771,0.109101,0.003209,0.625217,0.003549,0.075417,0.001105,0.163045,0.001331,0.070313,0.001325,0.129081,0.096019
cable_threading,compound_contact_shift,friction_compliance_shift,uncertainty_gated_transfer,10,0.58,0.4548,0.6428,0.602098,0.603143,0.002955,0.411888,0.003381,0.411888,0.112309,0.001636,0.55654,0.003439,0.072073,0.001539,0.218455,0.000856,0.076109,0.000738,0.124721,0.095634
cable_threading,compound_contact_shift,heldout_geometry,action_critical_tactile_transfer_guard_v5,10,0.48,0.396769,0.628,0.808651,0.764246,0.003291,0.659321,0.005119,0.659321,0.041786,0.003663,0.798342,0.003607,0.03874,0.001641,0.150791,0.000514,0.045792,0.000992,0.080221,0.047948
cable_threading,compound_contact_shift,heldout_geometry,conformal_tactile_risk_control,10,0.48,0.396769,0.628,0.588995,0.628004,0.00225,0.472404,0.003001,0.472404,0.083054,0.00236,0.589828,0.002915,0.049608,0.001944,0.224135,0.00092,0.063313,0.001273,0.09955,0.07134
cable_threading,compound_contact_shift,heldout_geometry,contrastive_tactile_pretraining,10,0.48,0.396769,0.628,0.799672,0.683762,0.002751,0.514806,0.003885,0.514806,0.119222,0.002088,0.575469,0.002893,0.073108,0.001831,0.093822,0.000787,0.073572,0.000824,0.14185,0.101207
cable_threading,compound_contact_shift,heldout_geometry,domain_adversarial_tactile_transfer,10,0.48,0.396769,0.628,0.721104,0.652009,0.003109,0.485496,0.004832,0.485496,0.110395,0.002707,0.575365,0.002822,0.070169,0.002707,0.117446,0.001024,0.07003,0.001655,0.13885,0.096195
cable_threading,compound_contact_shift,heldout_geometry,ensemble_disagreement_filter,10,0.48,0.396769,0.628,0.6421,0.641628,0.003552,0.47847,0.004961,0.47847,0.09226,0.002387,0.599354,0.003006,0.060667,0.001998,0.189644,0.001612,0.066174,0.001224,0.115418,0.081814
cable_threading,compound_contact_shift,heldout_geometry,frozen_tactile_pretraining,10,0.48,0.396769,0.628,0.804076,0.644887,0.00398,0.465948,0.005209,0.465948,0.140646,0.002307,0.475974,0.002738,0.08181,0.001883,0.047857,0.001262,0.079785,0.001444,0.158745,0.11546
cable_threading,compound_contact_shift,heldout_geometry,full_finetune_pretraining,10,0.48,0.396769,0.628,0.763906,0.665041,0.005176,0.491697,0.005783,0.491697,0.124388,0.002299,0.541685,0.003016,0.07517,0.001361,0.093273,0.001051,0.073659,0.001011,0.147108,0.104702
cable_threading,compound_contact_shift,heldout_geometry,invariant_risk_tactile_alignment,10,0.48,0.396769,0.628,0.693447,0.650497,0.005029,0.490991,0.005197,0.490991,0.103654,0.001711,0.583876,0.003236,0.063917,0.001012,0.126831,0.000788,0.06822,0.001862,0.131912,0.090097
cable_threading,compound_contact_shift,heldout_geometry,masked_autoencoder_tactile_pretraining,10,0.48,0.396769,0.628,0.783617,0.676779,0.003466,0.507341,0.004382,0.507341,0.121228,0.002699,0.562017,0.002761,0.072507,0.001477,0.092444,0.001234,0.074116,0.001513,0.14313,0.101945
cable_threading,compound_contact_shift,heldout_geometry,no_tactile_policy,10,0.48,0.396769,0.628,0.12842,0.460362,0.004114,0.30023,0.005509,0.30023,0.120814,0.003387,0.250963,0.004035,0.077836,0.003179,0.023943,0.000771,0.075944,0.001099,0.154975,0.106144
cable_threading,compound_contact_shift,heldout_geometry,oracle_contact_shift_feature_selector,10,0.48,0.396769,0.628,0.878641,0.854371,0.003383,0.779231,0.003528,0.779231,0.024824,0.001876,0.91691,0.002743,0.030819,0.001365,0.09891,0.001153,0.036903,0.001364,0.063279,0.035232
cable_threading,compound_contact_shift,heldout_geometry,proposed_negative_transfer_guard_v4,10,0.48,0.396769,0.628,0.739824,0.717353,0.001911,0.581184,0.002402,0.581184,0.069229,0.002485,0.693707,0.003723,0.049873,0.002097,0.169538,0.001217,0.057518,0.001185,0.103381,0.06685
cable_threading,compound_contact_shift,heldout_geometry,scratch_tactile_policy,10,0.48,0.396769,0.628,0.356538,0.526197,0.003161,0.366085,0.003537,0.366085,0.112021,0.001352,0.420827,0.00593,0.071965,0.00254,0.073283,0.00165,0.071925,0.000921,0.144247,0.098591
cable_threading,compound_contact_shift,heldout_geometry,sensor_health_filter,10,0.48,0.396769,0.628,0.60406,0.626235,0.002578,0.478543,0.003554,0.478543,0.082076,0.002781,0.630737,0.002827,0.056157,0.001469,0.167463,0.001445,0.062316,0.001479,0.10349,0.074105
cable_threading,compound_contact_shift,heldout_geometry,test_time_tactile_adaptation,10,0.48,0.396769,0.628,0.725558,0.672073,0.002704,0.511044,0.003327,0.511044,0.09597,0.001979,0.631296,0.003462,0.06495,0.001096,0.152187,0.001366,0.065775,0.00143,0.127083,0.086763
cable_threading,compound_contact_shift,heldout_geometry,uncertainty_gated_transfer,10,0.48,0.396769,0.628,0.610677,0.615407,0.004344,0.44183,0.004914,0.44183,0.102099,0.002475,0.560329,0.002008,0.061699,0.002276,0.205497,0.001339,0.06944,0.001395,0.121209,0.086921
cable_threading,compound_contact_shift,heldout_material,action_critical_tactile_transfer_guard_v5,10,0.38,0.417337,0.5936,0.811636,0.773337,0.003804,0.665526,0.004625,0.665526,0.044011,0.001547,0.799668,0.002596,0.043633,0.001899,0.142893,0.001005,0.046585,0.001215,0.078118,0.050264
cable_threading,compound_contact_shift,heldout_material,conformal_tactile_risk_control,10,0.38,0.417337,0.5936,0.590791,0.636244,0.00654,0.481101,0.00662,0.481101,0.080898,0.002159,0.590174,0.002728,0.053106,0.002575,0.211643,0.000823,0.06489,0.001711,0.100958,0.072347
cable_threading,compound_contact_shift,heldout_material,contrastive_tactile_pretraining,10,0.38,0.417337,0.5936,0.79832,0.692006,0.003235,0.514315,0.004305,0.514315,0.123037,0.001628,0.573127,0.004678,0.083669,0.001901,0.089252,0.00153,0.074167,0.001692,0.142005,0.106604
cable_threading,compound_contact_shift,heldout_material,domain_adversarial_tactile_transfer,10,0.38,0.417337,0.5936,0.719805,0.657738,0.005356,0.482457,0.00576,0.482457,0.112746,0.001975,0.576354,0.003718,0.081039,0.001684,0.110462,0.001273,0.073451,0.000773,0.139753,0.101629
cable_threading,compound_contact_shift,heldout_material,ensemble_disagreement_filter,10,0.38,0.417337,0.5936,0.644629,0.647178,0.003461,0.481114,0.00316,0.481114,0.094171,0.002699,0.597057,0.003182,0.066079,0.001104,0.178901,0.001054,0.067308,0.001148,0.115764,0.084697
cable_threading,compound_contact_shift,heldout_material,frozen_tactile_pretraining,10,0.38,0.417337,0.5936,0.801575,0.649804,0.003241,0.460755,0.00398,0.460755,0.142885,0.001507,0.476152,0.004267,0.09419,0.002184,0.044106,0.000716,0.082663,0.001444,0.157459,0.120982
cable_threading,compound_contact_shift,heldout_material,full_finetune_pretraining,10,0.38,0.417337,0.5936,0.762033,0.672049,0.004634,0.490778,0.006178,0.490778,0.127015,0.002892,0.54146,0.004715,0.085278,0.002442,0.086885,0.001705,0.075962,0.001563,0.146548,0.109566
cable_threading,compound_contact_shift,heldout_material,invariant_risk_tactile_alignment,10,0.38,0.417337,0.5936,0.692548,0.653264,0.004814,0.488235,0.005352,0.488235,0.105589,0.003002,0.581734,0.003269,0.072024,0.002335,0.118733,0.001201,0.069454,0.001071,0.132244,0.094019
cable_threading,compound_contact_shift,heldout_material,masked_autoencoder_tactile_pretraining,10,0.38,0.417337,0.5936,0.782091,0.682146,0.003873,0.503969,0.004717,0.503969,0.124215,0.002011,0.564701,0.004197,0.083934,0.002045,0.085234,0.000779,0.075376,0.000687,0.144136,0.10761
cable_threading,compound_contact_shift,heldout_material,no_tactile_policy,10,0.38,0.417337,0.5936,0.125746,0.465371,0.003389,0.293207,0.00392,0.293207,0.122702,0.002806,0.249437,0.002588,0.091956,0.001584,0.023738,0.001536,0.078833,0.001245,0.153765,0.112223
cable_threading,compound_contact_shift,heldout_material,oracle_contact_shift_feature_selector,10,0.38,0.417337,0.5936,0.881054,0.858795,0.003395,0.783996,0.004156,0.783996,0.025149,0.003062,0.913806,0.004039,0.032632,0.001839,0.094113,0.001251,0.035021,0.000897,0.061847,0.035586
cable_threading,compound_contact_shift,heldout_material,proposed_negative_transfer_guard_v4,10,0.38,0.417337,0.5936,0.741928,0.726263,0.003787,0.586253,0.004376,0.586253,0.072147,0.002619,0.694962,0.003441,0.056366,0.002275,0.160024,0.001268,0.057398,0.001408,0.102171,0.07008
cable_threading,compound_contact_shift,heldout_material,scratch_tactile_policy,10,0.38,0.417337,0.5936,0.354432,0.53215,0.004532,0.36352,0.005158,0.36352,0.112532,0.002684,0.420894,0.003922,0.084156,0.001378,0.069482,0.001249,0.072517,0.000907,0.143533,0.103328
cable_threading,compound_contact_shift,heldout_material,sensor_health_filter,10,0.38,0.417337,0.5936,0.604496,0.63644,0.003027,0.484849,0.003799,0.484849,0.083827,0.002652,0.628227,0.006225,0.062717,0.001734,0.157118,0.001769,0.063821,0.001437,0.103909,0.077419
cable_threading,compound_contact_shift,heldout_material,test_time_tactile_adaptation,10,0.38,0.417337,0.5936,0.725006,0.678814,0.004699,0.513244,0.004517,0.513244,0.096854,0.001652,0.622591,0.001705,0.07244,0.001545,0.143956,0.001182,0.066879,0.000711,0.127575,0.090109
cable_threading,compound_contact_shift,heldout_material,uncertainty_gated_transfer,10,0.38,0.417337,0.5936,0.612512,0.62446,0.001688,0.447435,0.002688,0.447435,0.099399,0.002135,0.562788,0.002679,0.070514,0.001621,0.194354,0.001401,0.071063,0.001135,0.121806,0.089622
cable_threading,compound_contact_shift,heldout_object,action_critical_tactile_transfer_guard_v5,10,0.28,0.30428,0.576,0.817054,0.772552,0.003645,0.675671,0.003759,0.675671,0.03938,0.002222,0.805901,0.003076,0.037731,0.001639,0.130256,0.001635,0.041842,0.000807,0.076605,0.0457
cable_threading,compound_contact_shift,heldout_object,conformal_tactile_risk_control,10,0.28,0.30428,0.576,0.601968,0.645341,0.004904,0.508402,0.00607,0.508402,0.067756,0.002786,0.598365,0.004201,0.045208,0.001487,0.196246,0.000782,0.056764,0.00189,0.097135,0.063377
cable_threading,compound_contact_shift,heldout_object,contrastive_tactile_pretraining,10,0.28,0.30428,0.576,0.811212,0.707939,0.003899,0.561263,0.005031,0.561263,0.097087,0.002411,0.583608,0.003679,0.064462,0.00234,0.083246,0.001405,0.064152,0.001123,0.137025,0.088585
cable_threading,compound_contact_shift,heldout_object,domain_adversarial_tactile_transfer,10,0.28,0.30428,0.576,0.732403,0.670411,0.003355,0.52358,0.003188,0.52358,0.092719,0.002152,0.58735,0.002013,0.062649,0.001793,0.102608,0.000922,0.062547,0.001313,0.134657,0.085824
cable_threading,compound_contact_shift,heldout_object,ensemble_disagreement_filter,10,0.28,0.30428,0.576,0.657233,0.658337,0.003352,0.514748,0.004641,0.514748,0.076882,0.001794,0.605004,0.003718,0.054899,0.002261,0.166395,0.001248,0.058116,0.001322,0.109698,0.072559
cable_threading,compound_contact_shift,heldout_object,frozen_tactile_pretraining,10,0.28,0.30428,0.576,0.816099,0.670234,0.004208,0.512791,0.005224,0.512791,0.116278,0.002,0.490644,0.00355,0.074849,0.001785,0.042328,0.001435,0.069347,0.001355,0.151891,0.102252
cable_threading,compound_contact_shift,heldout_object,full_finetune_pretraining,10,0.28,0.30428,0.576,0.775446,0.691349,0.004857,0.542217,0.006844,0.542217,0.098621,0.003284,0.550675,0.003966,0.066276,0.002218,0.081264,0.001057,0.065085,0.000439,0.141687,0.090728
cable_threading,compound_contact_shift,heldout_object,invariant_risk_tactile_alignment,10,0.28,0.30428,0.576,0.704504,0.667884,0.004854,0.527235,0.00568,0.527235,0.086096,0.002004,0.590334,0.003622,0.057568,0.001318,0.111239,0.000953,0.060907,0.001846,0.127858,0.080253
cable_threading,compound_contact_shift,heldout_object,masked_autoencoder_tactile_pretraining,10,0.28,0.30428,0.576,0.795157,0.698471,0.002796,0.549607,0.003434,0.549607,0.100765,0.002858,0.574456,0.004219,0.065612,0.00145,0.080658,0.001013,0.064714,0.001477,0.137612,0.090434
cable_threading,compound_contact_shift,heldout_object,no_tactile_policy,10,0.28,0.30428,0.576,0.140444,0.481969,0.00382,0.341997,0.004037,0.341997,0.100285,0.001548,0.257702,0.003961,0.069131,0.002408,0.020917,0.00132,0.066667,0.001877,0.147926,0.09366
cable_threading,compound_contact_shift,heldout_object,oracle_contact_shift_feature_selector,10,0.28,0.30428,0.576,0.884162,0.861238,0.003926,0.792461,0.00285,0.792461,0.01986,0.002619,0.920262,0.002941,0.030784,0.001753,0.085198,0.00087,0.034322,0.001135,0.061116,0.032883
cable_threading,compound_contact_shift,heldout_object,proposed_negative_transfer_guard_v4,10,0.28,0.30428,0.576,0.750633,0.737242,0.004971,0.615124,0.005337,0.615124,0.059986,0.003521,0.701972,0.003467,0.047313,0.001902,0.146733,0.001019,0.05014,0.000951,0.098222,0.061068
cable_threading,compound_contact_shift,heldout_object,scratch_tactile_policy,10,0.28,0.30428,0.576,0.367959,0.545666,0.001911,0.404301,0.002565,0.404301,0.093026,0.003588,0.433548,0.004369,0.064994,0.001145,0.064762,0.001171,0.064239,0.000989,0.138356,0.087655
cable_threading,compound_contact_shift,heldout_object,sensor_health_filter,10,0.28,0.30428,0.576,0.615354,0.650375,0.002635,0.523232,0.003207,0.523232,0.065076,0.002543,0.640083,0.002989,0.048369,0.001021,0.146478,0.001391,0.054901,0.001282,0.102271,0.064405
cable_threading,compound_contact_shift,heldout_object,test_time_tactile_adaptation,10,0.28,0.30428,0.576,0.736614,0.689705,0.004847,0.550087,0.004936,0.550087,0.078322,0.002447,0.63465,0.003555,0.056393,0.002481,0.134407,0.001834,0.057663,0.001291,0.121838,0.075756
cable_threading,compound_contact_shift,heldout_object,uncertainty_gated_transfer,10,0.28,0.30428,0.576,0.625813,0.638044,0.00297,0.484807,0.003576,0.484807,0.084065,0.002256,0.57162,0.004886,0.056768,0.001417,0.179499,0.001636,0.062206,0.00202,0.116695,0.07738
