task,regime,split,method,n,stress,mismatch,action_criticality,clean_retention,success,success_ci95,utility,utility_ci95,deploy_utility,harmful_transfer_rate,harmful_transfer_rate_ci95,tactile_event_f1,tactile_event_f1_ci95,damage_rate,damage_rate_ci95,query_cost,query_cost_ci95,regret,regret_ci95,calibration_ece,risk_score
cloth_edge_pull,compound_contact_shift,heldout_geometry,no_tactile_policy,10,0.48,0.368409,0.6406,0.132107,0.461758,0.00469,0.307556,0.005258,0.307556,0.114228,0.002335,0.254215,0.002678,0.075784,0.001964,0.023857,0.001402,0.073067,0.00141,0.150744,0.102076
cloth_edge_pull,compound_contact_shift,heldout_geometry,oracle_contact_shift_feature_selector,10,0.48,0.368409,0.6406,0.878788,0.847596,0.006224,0.77185,0.007588,0.77185,0.024813,0.002344,0.917939,0.003491,0.032191,0.001847,0.098859,0.001297,0.036365,0.000981,0.061449,0.035366
cloth_edge_pull,compound_contact_shift,heldout_geometry,proposed_negative_transfer_guard_v4,10,0.48,0.368409,0.6406,0.741225,0.720404,0.004269,0.5841,0.004633,0.5841,0.06908,0.002439,0.698532,0.003648,0.051656,0.001647,0.168331,0.001544,0.055355,0.001561,0.102048,0.067021
cloth_edge_pull,compound_contact_shift,heldout_geometry,scratch_tactile_policy,10,0.48,0.368409,0.6406,0.359856,0.528155,0.002804,0.370735,0.003137,0.370735,0.107891,0.001743,0.424363,0.004392,0.071916,0.001697,0.074882,0.001318,0.068907,0.001191,0.142729,0.096593
cloth_edge_pull,compound_contact_shift,heldout_geometry,sensor_health_filter,10,0.48,0.368409,0.6406,0.606272,0.627628,0.003196,0.482693,0.003959,0.482693,0.079995,0.002849,0.630962,0.004366,0.054616,0.001518,0.168069,0.001322,0.059798,0.001233,0.103419,0.072548
cloth_edge_pull,compound_contact_shift,heldout_geometry,test_time_tactile_adaptation,10,0.48,0.368409,0.6406,0.728139,0.673172,0.00359,0.516597,0.004223,0.516597,0.092843,0.001414,0.629673,0.004613,0.061622,0.00149,0.153262,0.000937,0.063425,0.001913,0.12651,0.084097
cloth_edge_pull,compound_contact_shift,heldout_geometry,uncertainty_gated_transfer,10,0.48,0.368409,0.6406,0.61311,0.620219,0.003599,0.451201,0.004129,0.451201,0.094429,0.001986,0.568038,0.003321,0.061262,0.002327,0.205611,0.001124,0.067209,0.001207,0.120415,0.083781
cloth_edge_pull,compound_contact_shift,heldout_material,action_critical_tactile_transfer_guard_v5,10,0.38,0.429165,0.6062,0.811421,0.776274,0.003467,0.669462,0.00399,0.669462,0.04391,0.002931,0.798668,0.003119,0.043109,0.001521,0.140807,0.00136,0.046028,0.001608,0.078704,0.05008
cloth_edge_pull,compound_contact_shift,heldout_material,conformal_tactile_risk_control,10,0.38,0.429165,0.6062,0.589961,0.637323,0.003557,0.481029,0.005673,0.481029,0.082934,0.003571,0.588297,0.002396,0.053473,0.002176,0.212135,0.001406,0.064931,0.00069,0.099624,0.072943
cloth_edge_pull,compound_contact_shift,heldout_material,contrastive_tactile_pretraining,10,0.38,0.429165,0.6062,0.797059,0.68859,0.003808,0.509512,0.004568,0.509512,0.123074,0.002278,0.572547,0.001838,0.084969,0.002178,0.089047,0.000996,0.075155,0.001422,0.143149,0.107416
cloth_edge_pull,compound_contact_shift,heldout_material,domain_adversarial_tactile_transfer,10,0.38,0.429165,0.6062,0.718575,0.657942,0.003389,0.481985,0.005212,0.481985,0.114645,0.003702,0.577054,0.003295,0.080844,0.001921,0.109952,0.000708,0.073217,0.001091,0.141027,0.102407
cloth_edge_pull,compound_contact_shift,heldout_material,ensemble_disagreement_filter,10,0.38,0.429165,0.6062,0.643737,0.650101,0.003961,0.484088,0.004924,0.484088,0.09287,0.001537,0.597751,0.002232,0.06642,0.002233,0.179988,0.001147,0.067718,0.001107,0.11504,0.084294
cloth_edge_pull,compound_contact_shift,heldout_material,frozen_tactile_pretraining,10,0.38,0.429165,0.6062,0.800068,0.65065,0.003491,0.456373,0.004471,0.456373,0.147447,0.00305,0.477505,0.002565,0.098532,0.001865,0.044,0.001293,0.082269,0.001817,0.158381,0.12431
cloth_edge_pull,compound_contact_shift,heldout_material,full_finetune_pretraining,10,0.38,0.429165,0.6062,0.760679,0.670576,0.001321,0.485986,0.001983,0.485986,0.129034,0.001936,0.538122,0.002369,0.087433,0.000971,0.086743,0.001254,0.077718,0.000725,0.148928,0.111675
cloth_edge_pull,compound_contact_shift,heldout_material,invariant_risk_tactile_alignment,10,0.38,0.429165,0.6062,0.69141,0.65134,0.002782,0.482536,0.003009,0.482536,0.107917,0.0034,0.586171,0.002613,0.074858,0.001437,0.119614,0.001324,0.070673,0.001156,0.132638,0.09608
cloth_edge_pull,compound_contact_shift,heldout_material,masked_autoencoder_tactile_pretraining,10,0.38,0.429165,0.6062,0.780799,0.679983,0.002763,0.4989,0.002867,0.4989,0.127863,0.001516,0.563714,0.006101,0.085499,0.001445,0.086397,0.001089,0.075496,0.001111,0.142574,0.109176
cloth_edge_pull,compound_contact_shift,heldout_material,no_tactile_policy,10,0.38,0.429165,0.6062,0.124209,0.466809,0.00375,0.29328,0.005408,0.29328,0.125851,0.002808,0.248596,0.003306,0.091997,0.00222,0.022052,0.00076,0.079007,0.001415,0.155701,0.113675
cloth_edge_pull,compound_contact_shift,heldout_material,oracle_contact_shift_feature_selector,10,0.38,0.429165,0.6062,0.880992,0.8613,0.002147,0.786757,0.002691,0.786757,0.026055,0.001916,0.916434,0.003655,0.031388,0.001893,0.092995,0.001492,0.036527,0.001162,0.062028,0.035604
cloth_edge_pull,compound_contact_shift,heldout_material,proposed_negative_transfer_guard_v4,10,0.38,0.429165,0.6062,0.741343,0.724667,0.002729,0.5827,0.003942,0.5827,0.073865,0.002035,0.690865,0.003375,0.057073,0.001807,0.159504,0.000872,0.05908,0.001714,0.10414,0.071455
cloth_edge_pull,compound_contact_shift,heldout_material,scratch_tactile_policy,10,0.38,0.429165,0.6062,0.353048,0.531584,0.002859,0.359916,0.003588,0.359916,0.117206,0.003975,0.42045,0.004623,0.083984,0.001223,0.070302,0.001663,0.074862,0.001253,0.144617,0.105281
cloth_edge_pull,compound_contact_shift,heldout_material,sensor_health_filter,10,0.38,0.429165,0.6062,0.603573,0.63339,0.002711,0.478858,0.00341,0.478858,0.087682,0.001625,0.633508,0.003265,0.063652,0.002058,0.158448,0.00106,0.0643,0.001529,0.104486,0.079237
cloth_edge_pull,compound_contact_shift,heldout_material,test_time_tactile_adaptation,10,0.38,0.429165,0.6062,0.72393,0.682808,0.003949,0.513265,0.005068,0.513265,0.100713,0.002678,0.625741,0.005094,0.075009,0.001869,0.144178,0.001107,0.067425,0.001237,0.128503,0.092619
cloth_edge_pull,compound_contact_shift,heldout_material,uncertainty_gated_transfer,10,0.38,0.429165,0.6062,0.611498,0.625057,0.004274,0.444705,0.005777,0.444705,0.104185,0.002198,0.563284,0.002719,0.07164,0.002251,0.194401,0.00104,0.07185,0.001039,0.122459,0.091874
cloth_edge_pull,compound_contact_shift,heldout_object,action_critical_tactile_transfer_guard_v5,10,0.28,0.292736,0.5886,0.817264,0.774961,0.002492,0.679355,0.002842,0.679355,0.035148,0.00244,0.802626,0.003447,0.037944,0.00108,0.131895,0.000862,0.04207,0.001425,0.076936,0.044424
cloth_edge_pull,compound_contact_shift,heldout_object,conformal_tactile_risk_control,10,0.28,0.292736,0.5886,0.602778,0.647934,0.003331,0.513305,0.004011,0.513305,0.065458,0.003387,0.599348,0.00364,0.044179,0.001441,0.197227,0.001201,0.055403,0.001099,0.094679,0.061626
cloth_edge_pull,compound_contact_shift,heldout_object,contrastive_tactile_pretraining,10,0.28,0.292736,0.5886,0.812442,0.706605,0.002436,0.56241,0.002731,0.56241,0.094579,0.002498,0.588473,0.002839,0.06361,0.001546,0.082647,0.001567,0.062992,0.001426,0.135193,0.086963
cloth_edge_pull,compound_contact_shift,heldout_object,domain_adversarial_tactile_transfer,10,0.28,0.292736,0.5886,0.733603,0.670774,0.002687,0.527581,0.004501,0.527581,0.087652,0.002751,0.588176,0.004062,0.061873,0.002742,0.101681,0.001278,0.061335,0.001442,0.133059,0.083397
cloth_edge_pull,compound_contact_shift,heldout_object,ensemble_disagreement_filter,10,0.28,0.292736,0.5886,0.658104,0.658709,0.003427,0.516712,0.005867,0.516712,0.075278,0.003076,0.608226,0.003873,0.053395,0.002736,0.165796,0.001082,0.05918,0.001824,0.109972,0.071597
cloth_edge_pull,compound_contact_shift,heldout_object,frozen_tactile_pretraining,10,0.28,0.292736,0.5886,0.817569,0.674024,0.001892,0.517154,0.002528,0.517154,0.116294,0.001998,0.49446,0.003597,0.074383,0.001989,0.042441,0.000998,0.068913,0.000817,0.15087,0.101853
cloth_edge_pull,compound_contact_shift,heldout_object,full_finetune_pretraining,10,0.28,0.292736,0.5886,0.776767,0.691587,0.003355,0.541419,0.004754,0.541419,0.100609,0.002063,0.553212,0.004119,0.066828,0.002242,0.081005,0.001619,0.065159,0.00097,0.139743,0.091272
cloth_edge_pull,compound_contact_shift,heldout_object,invariant_risk_tactile_alignment,10,0.28,0.292736,0.5886,0.705615,0.668402,0.002745,0.529112,0.002977,0.529112,0.084346,0.003138,0.592821,0.003408,0.057243,0.001432,0.111297,0.001135,0.060014,0.001079,0.12738,0.079359
cloth_edge_pull,compound_contact_shift,heldout_object,masked_autoencoder_tactile_pretraining,10,0.28,0.292736,0.5886,0.796417,0.698681,0.003441,0.552311,0.004461,0.552311,0.098188,0.002448,0.575511,0.003746,0.064769,0.001821,0.079466,0.000567,0.063369,0.001222,0.13747,0.089078
cloth_edge_pull,compound_contact_shift,heldout_object,no_tactile_policy,10,0.28,0.292736,0.5886,0.141944,0.483478,0.002986,0.347039,0.004113,0.347039,0.096947,0.002949,0.261918,0.004974,0.067234,0.002483,0.021723,0.00082,0.065027,0.001466,0.145598,0.091221
cloth_edge_pull,compound_contact_shift,heldout_object,oracle_contact_shift_feature_selector,10,0.28,0.292736,0.5886,0.884222,0.862663,0.003152,0.79227,0.00317,0.79227,0.021422,0.001741,0.921312,0.004092,0.031566,0.002638,0.086012,0.000993,0.034698,0.001358,0.0614,0.0338
cloth_edge_pull,compound_contact_shift,heldout_object,proposed_negative_transfer_guard_v4,10,0.28,0.292736,0.5886,0.751203,0.733684,0.003488,0.61275,0.005416,0.61275,0.059474,0.00237,0.703977,0.003475,0.045651,0.00199,0.14638,0.000796,0.050497,0.000982,0.100213,0.060656
cloth_edge_pull,compound_contact_shift,heldout_object,scratch_tactile_policy,10,0.28,0.292736,0.5886,0.36931,0.552181,0.001928,0.412933,0.003412,0.412933,0.090757,0.00174,0.434902,0.002161,0.064742,0.001847,0.064849,0.001508,0.061479,0.00108,0.137979,0.086443
cloth_edge_pull,compound_contact_shift,heldout_object,sensor_health_filter,10,0.28,0.292736,0.5886,0.616255,0.645156,0.002127,0.516761,0.002995,0.516761,0.066314,0.002762,0.63752,0.004625,0.049745,0.002012,0.146137,0.001429,0.054707,0.001364,0.100722,0.065051
cloth_edge_pull,compound_contact_shift,heldout_object,test_time_tactile_adaptation,10,0.28,0.292736,0.5886,0.737665,0.692647,0.003936,0.551639,0.00438,0.551639,0.07759,0.003113,0.637384,0.002109,0.059321,0.001826,0.132633,0.001641,0.056874,0.00159,0.123473,0.076835
cloth_edge_pull,compound_contact_shift,heldout_object,uncertainty_gated_transfer,10,0.28,0.292736,0.5886,0.626803,0.6381,0.003069,0.487309,0.003497,0.487309,0.080248,0.00231,0.570633,0.003393,0.056306,0.001208,0.181131,0.001068,0.060354,0.000937,0.115419,0.075491
cloth_edge_pull,compound_contact_shift,latency_contact_shift,action_critical_tactile_transfer_guard_v5,10,0.76,0.491126,0.6966,0.797526,0.748336,0.004575,0.625851,0.004042,0.625851,0.055943,0.002266,0.791587,0.006685,0.043167,0.001476,0.177164,0.001266,0.051549,0.001206,0.082458,0.055421
cloth_edge_pull,compound_contact_shift,latency_contact_shift,conformal_tactile_risk_control,10,0.76,0.491126,0.6966,0.573299,0.604631,0.002245,0.422511,0.003246,0.422511,0.106017,0.0024,0.57495,0.00398,0.053809,0.001989,0.265158,0.0012,0.073296,0.001471,0.106701,0.083029
cloth_edge_pull,compound_contact_shift,latency_contact_shift,contrastive_tactile_pretraining,10,0.76,0.491126,0.6966,0.787262,0.654965,0.003313,0.451334,0.004142,0.451334,0.155064,0.002094,0.56193,0.004351,0.084777,0.002081,0.114636,0.001149,0.08436,0.001188,0.157517,0.121726
cloth_edge_pull,compound_contact_shift,latency_contact_shift,domain_adversarial_tactile_transfer,10,0.76,0.491126,0.6966,0.708939,0.625079,0.002196,0.423043,0.00223,0.423043,0.146453,0.002496,0.564654,0.00349,0.081351,0.001375,0.141585,0.001343,0.082348,0.001795,0.153608,0.116592
cloth_edge_pull,compound_contact_shift,latency_contact_shift,ensemble_disagreement_filter,10,0.76,0.491126,0.6966,0.623561,0.613445,0.003271,0.418326,0.004124,0.418326,0.121496,0.002988,0.585041,0.00469,0.068878,0.001635,0.225907,0.001178,0.076729,0.001101,0.126855,0.097989
cloth_edge_pull,compound_contact_shift,latency_contact_shift,frozen_tactile_pretraining,10,0.76,0.491126,0.6966,0.791719,0.607573,0.004879,0.385678,0.005731,0.385678,0.186879,0.002646,0.457464,0.003665,0.098596,0.001518,0.062072,0.001386,0.094595,0.001235,0.174264,0.141832
cloth_edge_pull,compound_contact_shift,latency_contact_shift,full_finetune_pretraining,10,0.76,0.491126,0.6966,0.751767,0.639675,0.002855,0.430076,0.002702,0.430076,0.159667,0.002455,0.528454,0.002676,0.088417,0.001585,0.113386,0.001847,0.086531,0.001559,0.164049,0.126067
cloth_edge_pull,compound_contact_shift,latency_contact_shift,invariant_risk_tactile_alignment,10,0.76,0.491126,0.6966,0.681346,0.625406,0.002976,0.433987,0.004345,0.433987,0.133849,0.002098,0.571318,0.002493,0.074392,0.00175,0.151272,0.001185,0.079883,0.001441,0.144127,0.107709
cloth_edge_pull,compound_contact_shift,latency_contact_shift,masked_autoencoder_tactile_pretraining,10,0.76,0.491126,0.6966,0.771297,0.643318,0.004354,0.438984,0.006596,0.438984,0.158252,0.003454,0.552727,0.003273,0.084376,0.001745,0.110062,0.001596,0.085333,0.00178,0.159689,0.123146
cloth_edge_pull,compound_contact_shift,latency_contact_shift,no_tactile_policy,10,0.76,0.491126,0.6966,0.116154,0.43152,0.003494,0.236027,0.004328,0.236027,0.155519,0.003381,0.23377,0.002814,0.092823,0.001457,0.034435,0.00133,0.089716,0.001123,0.171134,0.127925
cloth_edge_pull,compound_contact_shift,latency_contact_shift,oracle_contact_shift_feature_selector,10,0.76,0.491126,0.6966,0.871094,0.844033,0.003674,0.76099,0.004949,0.76099,0.029101,0.001642,0.909561,0.003118,0.032774,0.002066,0.117728,0.000762,0.038205,0.000748,0.063079,0.037523
cloth_edge_pull,compound_contact_shift,latency_contact_shift,proposed_negative_transfer_guard_v4,10,0.76,0.491126,0.6966,0.726426,0.696798,0.002616,0.53679,0.004237,0.53679,0.091622,0.001817,0.68196,0.004819,0.056122,0.001908,0.19987,0.001342,0.063054,0.001417,0.109163,0.078433
cloth_edge_pull,compound_contact_shift,latency_contact_shift,scratch_tactile_policy,10,0.76,0.491126,0.6966,0.344658,0.496939,0.003637,0.303816,0.003978,0.303816,0.146045,0.001842,0.404241,0.005145,0.082966,0.001997,0.091415,0.001464,0.083752,0.001789,0.159138,0.118202
cloth_edge_pull,compound_contact_shift,latency_contact_shift,sensor_health_filter,10,0.76,0.491126,0.6966,0.590988,0.606724,0.004512,0.434488,0.005662,0.434488,0.104968,0.002293,0.613493,0.004288,0.061568,0.001515,0.19784,0.001976,0.070494,0.001126,0.111313,0.086171
cloth_edge_pull,compound_contact_shift,latency_contact_shift,test_time_tactile_adaptation,10,0.76,0.491126,0.6966,0.713276,0.650685,0.004539,0.460241,0.004321,0.460241,0.122429,0.002566,0.618896,0.002651,0.074128,0.002615,0.181359,0.001352,0.07455,0.000877,0.139511,0.102361
cloth_edge_pull,compound_contact_shift,latency_contact_shift,uncertainty_gated_transfer,10,0.76,0.491126,0.6966,0.592501,0.591853,0.002915,0.384345,0.002888,0.384345,0.129519,0.001934,0.549368,0.00355,0.072493,0.00217,0.244473,0.000831,0.081006,0.001331,0.132283,0.103495
cloth_edge_pull,compound_contact_shift,sensor_bias_shift,action_critical_tactile_transfer_guard_v5,10,0.68,0.455835,0.6702,0.800856,0.754148,0.003365,0.636602,0.004203,0.636602,0.052137,0.00215,0.798078,0.005667,0.041919,0.002258,0.171387,0.00125,0.048016,0.000986,0.083276,0.053447
cloth_edge_pull,compound_contact_shift,sensor_bias_shift,conformal_tactile_risk_control,10,0.68,0.455835,0.6702,0.578368,0.609383,0.004208,0.433909,0.006079,0.433909,0.100663,0.001654,0.582617,0.004364,0.052004,0.002213,0.256021,0.001816,0.070381,0.001406,0.107054,0.080295
cloth_edge_pull,compound_contact_shift,sensor_bias_shift,contrastive_tactile_pretraining,10,0.68,0.455835,0.6702,0.791696,0.667536,0.004228,0.473685,0.005015,0.473685,0.146662,0.001567,0.571595,0.004838,0.077742,0.002173,0.113185,0.000999,0.081575,0.000967,0.160999,0.116544
cloth_edge_pull,compound_contact_shift,sensor_bias_shift,domain_adversarial_tactile_transfer,10,0.68,0.455835,0.6702,0.713281,0.63458,0.003257,0.44172,0.004497,0.44172,0.135981,0.002601,0.574099,0.004528,0.076462,0.001942,0.13971,0.000847,0.079876,0.001432,0.156582,0.111461
cloth_edge_pull,compound_contact_shift,sensor_bias_shift,ensemble_disagreement_filter,10,0.68,0.455835,0.6702,0.629486,0.62131,0.003274,0.43568,0.003852,0.43568,0.111787,0.002426,0.590116,0.00372,0.065677,0.001405,0.217326,0.000665,0.073418,0.001041,0.128491,0.093435
cloth_edge_pull,compound_contact_shift,sensor_bias_shift,frozen_tactile_pretraining,10,0.68,0.455835,0.6702,0.796311,0.622923,0.00319,0.411794,0.004003,0.411794,0.173412,0.002946,0.473196,0.003955,0.093557,0.001469,0.062282,0.001263,0.08976,0.00101,0.178634,0.135642
cloth_edge_pull,compound_contact_shift,sensor_bias_shift,full_finetune_pretraining,10,0.68,0.455835,0.6702,0.756189,0.645562,0.003688,0.44237,0.004365,0.44237,0.152408,0.002361,0.535501,0.003588,0.084949,0.002039,0.11107,0.001231,0.084912,0.001356,0.167824,0.122799
cloth_edge_pull,compound_contact_shift,sensor_bias_shift,invariant_risk_tactile_alignment,10,0.68,0.455835,0.6702,0.685605,0.631635,0.003721,0.447714,0.004447,0.447714,0.12615,0.001901,0.578178,0.003027,0.069927,0.001874,0.149188,0.00097,0.077408,0.00148,0.148461,0.103927
cloth_edge_pull,compound_contact_shift,sensor_bias_shift,masked_autoencoder_tactile_pretraining,10,0.68,0.455835,0.6702,0.775727,0.653266,0.004552,0.456045,0.006365,0.456045,0.149104,0.003048,0.562965,0.004645,0.081314,0.002072,0.109843,0.000703,0.082354,0.000712,0.161939,0.118979
cloth_edge_pull,compound_contact_shift,sensor_bias_shift,no_tactile_policy,10,0.68,0.455835,0.6702,0.120742,0.440487,0.002995,0.253024,0.004489,0.253024,0.148391,0.003471,0.241691,0.005207,0.087157,0.001713,0.034499,0.001227,0.086494,0.00212,0.174361,0.123607
cloth_edge_pull,compound_contact_shift,sensor_bias_shift,oracle_contact_shift_feature_selector,10,0.68,0.455835,0.6702,0.873294,0.847979,0.004037,0.766327,0.005286,0.766327,0.030468,0.002608,0.916907,0.002756,0.031779,0.001801,0.112658,0.001004,0.038007,0.00147,0.062317,0.037453
cloth_edge_pull,compound_contact_shift,sensor_bias_shift,proposed_negative_transfer_guard_v4,10,0.68,0.455835,0.6702,0.730666,0.708734,0.004612,0.551093,0.004566,0.551093,0.090527,0.002569,0.692628,0.004359,0.055382,0.001286,0.192819,0.001457,0.062367,0.000976,0.112861,0.078376
cloth_edge_pull,compound_contact_shift,sensor_bias_shift,scratch_tactile_policy,10,0.68,0.455835,0.6702,0.349027,0.504685,0.003967,0.319197,0.005418,0.319197,0.137742,0.002867,0.412983,0.003652,0.078609,0.001936,0.090143,0.001834,0.081448,0.000978,0.161995,0.114007
cloth_edge_pull,compound_contact_shift,sensor_bias_shift,sensor_health_filter,10,0.68,0.455835,0.6702,0.595373,0.617297,0.004545,0.453258,0.006258,0.453258,0.096532,0.0025,0.62656,0.00387,0.058868,0.002039,0.188991,0.00084,0.067847,0.001612,0.114563,0.082597
cloth_edge_pull,compound_contact_shift,sensor_bias_shift,test_time_tactile_adaptation,10,0.68,0.455835,0.6702,0.717543,0.655976,0.003046,0.472552,0.003852,0.472552,0.116262,0.002168,0.620701,0.001772,0.070346,0.001401,0.176314,0.001203,0.072818,0.001691,0.141327,0.098981
cloth_edge_pull,compound_contact_shift,sensor_bias_shift,uncertainty_gated_transfer,10,0.68,0.455835,0.6702,0.598409,0.597814,0.002827,0.400624,0.004081,0.400624,0.122216,0.003716,0.557192,0.00624,0.066393,0.001531,0.235069,0.001522,0.078423,0.000707,0.135435,0.099003
cloth_edge_pull,latency_and_drift,clean_transfer,action_critical_tactile_transfer_guard_v5,10,0.06,0.158702,0.5384,0.827096,0.789806,0.0044,0.708402,0.00554,0.708402,0.027753,0.002563,0.812808,0.003341,0.033239,0.001339,0.107863,0.00094,0.036772,0.001204,0.07351,0.038976
cloth_edge_pull,latency_and_drift,clean_transfer,conformal_tactile_risk_control,10,0.06,0.158702,0.5384,0.619315,0.66845,0.003365,0.556914,0.004874,0.556914,0.049568,0.001645,0.610634,0.005303,0.037115,0.001636,0.164178,0.001692,0.046763,0.001364,0.089017,0.051656
cloth_edge_pull,latency_and_drift,clean_transfer,contrastive_tactile_pretraining,10,0.06,0.158702,0.5384,0.828578,0.732357,0.004755,0.618669,0.006238,0.618669,0.068071,0.002524,0.594487,0.003694,0.049028,0.001303,0.070133,0.001184,0.049771,0.001671,0.128499,0.069881
cloth_edge_pull,latency_and_drift,clean_transfer,domain_adversarial_tactile_transfer,10,0.06,0.158702,0.5384,0.749391,0.694646,0.004665,0.57904,0.005565,0.57904,0.065169,0.002396,0.602264,0.002896,0.04794,0.002387,0.08865,0.00079,0.050374,0.001355,0.126512,0.068184
cloth_edge_pull,latency_and_drift,clean_transfer,ensemble_disagreement_filter,10,0.06,0.158702,0.5384,0.677186,0.682902,0.002733,0.56888,0.003964,0.56888,0.052822,0.002258,0.616538,0.003826,0.043872,0.001721,0.138083,0.001421,0.047293,0.001204,0.102295,0.057773
cloth_edge_pull,latency_and_drift,clean_transfer,frozen_tactile_pretraining,10,0.06,0.158702,0.5384,0.834909,0.704769,0.004081,0.585252,0.004953,0.585252,0.080486,0.002642,0.503543,0.003875,0.056017,0.001224,0.034765,0.001171,0.053273,0.001278,0.142917,0.079704
cloth_edge_pull,latency_and_drift,clean_transfer,full_finetune_pretraining,10,0.06,0.158702,0.5384,0.793156,0.71781,0.004065,0.600516,0.005008,0.600516,0.071907,0.000946,0.564553,0.003023,0.050623,0.001679,0.068069,0.001164,0.051618,0.001075,0.133188,0.072821
cloth_edge_pull,latency_and_drift,clean_transfer,invariant_risk_tactile_alignment,10,0.06,0.158702,0.5384,0.720885,0.692599,0.003634,0.582421,0.004561,0.582421,0.059463,0.002287,0.606364,0.003125,0.045745,0.001943,0.092013,0.001541,0.046868,0.001707,0.119387,0.063777
cloth_edge_pull,latency_and_drift,clean_transfer,masked_autoencoder_tactile_pretraining,10,0.06,0.158702,0.5384,0.812638,0.722768,0.001976,0.60636,0.002829,0.60636,0.071091,0.002606,0.587325,0.002399,0.051137,0.002039,0.066744,0.00117,0.05078,0.001487,0.13035,0.072144
cloth_edge_pull,latency_and_drift,clean_transfer,no_tactile_policy,10,0.06,0.158702,0.5384,0.159369,0.5045,0.004758,0.394847,0.00559,0.394847,0.072594,0.002556,0.272274,0.004456,0.053941,0.002876,0.017022,0.000975,0.051825,0.001216,0.1395,0.075472
cloth_edge_pull,latency_and_drift,clean_transfer,oracle_contact_shift_feature_selector,10,0.06,0.158702,0.5384,0.890463,0.869284,0.002781,0.806314,0.003008,0.806314,0.018301,0.00203,0.930404,0.003161,0.029106,0.002226,0.070113,0.001549,0.033202,0.001392,0.059554,0.031323
cloth_edge_pull,latency_and_drift,clean_transfer,proposed_negative_transfer_guard_v4,10,0.06,0.158702,0.5384,0.764688,0.751825,0.003287,0.650703,0.004172,0.650703,0.045422,0.002132,0.7127,0.003881,0.038319,0.001503,0.123502,0.001395,0.042941,0.001311,0.095121,0.051421
cloth_edge_pull,latency_and_drift,clean_transfer,scratch_tactile_policy,10,0.06,0.158702,0.5384,0.385652,0.570712,0.003379,0.460477,0.004453,0.460477,0.06597,0.002343,0.443698,0.002538,0.04956,0.001829,0.055029,0.000878,0.050819,0.00128,0.129212,0.069603
cloth_edge_pull,latency_and_drift,clean_transfer,sensor_health_filter,10,0.06,0.158702,0.5384,0.631197,0.669162,0.004479,0.564855,0.00536,0.564855,0.048552,0.001372,0.646433,0.003702,0.039491,0.001169,0.124398,0.00138,0.044268,0.00092,0.09751,0.053493
cloth_edge_pull,latency_and_drift,clean_transfer,test_time_tactile_adaptation,10,0.06,0.158702,0.5384,0.752766,0.710684,0.002567,0.596951,0.003253,0.596951,0.057474,0.002149,0.645514,0.003244,0.045334,0.001784,0.11375,0.00145,0.047919,0.001113,0.116362,0.062505
cloth_edge_pull,latency_and_drift,clean_transfer,uncertainty_gated_transfer,10,0.06,0.158702,0.5384,0.646223,0.661734,0.003985,0.540252,0.00513,0.540252,0.059453,0.002385,0.585071,0.003233,0.044229,0.001016,0.150489,0.000783,0.049527,0.001735,0.108684,0.061537
cloth_edge_pull,latency_and_drift,combined_stress,action_critical_tactile_transfer_guard_v5,10,0.88,0.444068,0.7446,0.79435,0.743396,0.004166,0.62041,0.006442,0.62041,0.055866,0.003031,0.790396,0.002883,0.041569,0.002184,0.186881,0.000908,0.049241,0.001736,0.085125,0.055037
cloth_edge_pull,latency_and_drift,combined_stress,conformal_tactile_risk_control,10,0.88,0.444068,0.7446,0.572714,0.595494,0.002349,0.40931,0.002393,0.40931,0.107998,0.002876,0.576329,0.004112,0.053751,0.002089,0.281501,0.001542,0.071124,0.000964,0.109335,0.083937
cloth_edge_pull,latency_and_drift,combined_stress,contrastive_tactile_pretraining,10,0.88,0.444068,0.7446,0.79127,0.645449,0.005063,0.443536,0.005568,0.443536,0.153797,0.001494,0.564796,0.003735,0.081612,0.00125,0.122845,0.001302,0.081728,0.001224,0.159437,0.120175
cloth_edge_pull,latency_and_drift,combined_stress,domain_adversarial_tactile_transfer,10,0.88,0.444068,0.7446,0.712825,0.61426,0.002762,0.415538,0.004572,0.415538,0.141753,0.002178,0.567327,0.005081,0.077338,0.00198,0.151144,0.001388,0.080564,0.001438,0.155592,0.113648
cloth_edge_pull,latency_and_drift,combined_stress,ensemble_disagreement_filter,10,0.88,0.444068,0.7446,0.622213,0.606385,0.003515,0.410683,0.004611,0.410683,0.12162,0.002469,0.586472,0.005104,0.066577,0.00175,0.238774,0.001023,0.075554,0.001117,0.124988,0.096703
cloth_edge_pull,latency_and_drift,combined_stress,frozen_tactile_pretraining,10,0.88,0.444068,0.7446,0.79757,0.602207,0.004212,0.384194,0.005547,0.384194,0.183754,0.002408,0.461997,0.003043,0.094315,0.00209,0.06757,0.000851,0.091793,0.001024,0.177434,0.139433
cloth_edge_pull,latency_and_drift,combined_stress,full_finetune_pretraining,10,0.88,0.444068,0.7446,0.756575,0.630844,0.003504,0.420056,0.005095,0.420056,0.162316,0.00328,0.53326,0.003647,0.086959,0.002766,0.121319,0.001106,0.083971,0.001174,0.165298,0.126383
